total_timesteps,ep_reward_mean,clipfrac,value_loss,explained_variance,fps,ep_len_mean,time_elapsed,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps
1124352,0.0,0.056396484,3.9484625e-08,0.011427223682403564,420,684.54,2688.205326318741,0.72589636,-0.004466736,0.00481898,549,1124352
1126400,0.0,0.055126954,1.4139482e-07,-0.08479773998260498,431,679.92,2693.0770070552826,0.73522156,-0.003758552,0.0045608124,550,1126400
1128448,0.0,0.075976565,8.039916e-06,-0.1113656759262085,389,683.89,2697.8267345428467,0.74190944,-0.005888136,0.0055885664,551,1128448
1130496,0.0,0.064648435,5.8413884e-06,-0.12825369834899902,436,684.19,2703.0813522338867,0.7498616,-0.004635685,0.0053439005,552,1130496
1132544,0.0,0.05805664,2.21439e-07,-0.005273222923278809,424,684.46,2707.77010178566,0.75660753,-0.0038221837,0.0046053063,553,1132544
1134592,0.0,0.048339844,1.3758918e-07,0.022679150104522705,388,683.82,2712.594407081604,0.76391995,-0.0032214515,0.0041584997,554,1134592
1136640,0.0,0.064501956,1.06168045e-07,-0.08959722518920898,409,684.17,2717.873314857483,0.75896615,-0.004397338,0.0052585085,555,1136640
1138688,0.0,0.06279297,3.3328668e-08,0.0037105679512023926,419,684.53,2722.880508184433,0.7467929,-0.0034125554,0.005133474,556,1138688
1140736,0.0,0.05234375,2.6100372e-08,-0.002550482749938965,445,684.92,2727.7694272994995,0.7299822,-0.0031707678,0.004733741,557,1140736
1142784,0.0,0.044189453,1.97495e-08,0.007304728031158447,413,686.59,2732.3678143024445,0.7164151,-0.0032856066,0.0039041527,558,1142784
1144832,0.0,0.06499024,5.5299154e-08,0.04956531524658203,418,687.61,2737.3226368427277,0.7154674,-0.0038902056,0.005248745,559,1144832
1146880,0.0,0.091552734,6.420213e-07,-0.1481698751449585,417,690.57,2742.219673395157,0.71800864,-0.008427059,0.007537232,560,1146880
1148928,0.0,0.062158205,2.880156e-06,-0.23313438892364502,390,692.38,2747.125655412674,0.71586293,-0.0035179318,0.0053989636,561,1148928
1150976,0.0,0.057177734,1.7591744e-06,-0.32765626907348633,392,692.03,2752.375147342682,0.71247345,-0.0030629265,0.0048633763,562,1150976
1153024,0.0,0.068359375,2.4622224e-07,-0.024384260177612305,423,694.01,2757.599267721176,0.71355754,-0.0055739777,0.0054867873,563,1153024
1155072,0.0,0.06689453,3.1507813e-07,-0.06504809856414795,407,692.42,2762.4316737651825,0.7235342,-0.0043250076,0.0055369423,564,1155072
1157120,0.0,0.07529297,1.8215107e-07,-0.056737542152404785,453,691.5,2767.456426382065,0.7271443,-0.0066914274,0.0059544826,565,1157120
1159168,0.0,0.09453125,1.9682155e-07,-0.15312588214874268,403,690.42,2771.974005460739,0.748052,-0.011921197,0.007579739,566,1159168
1161216,0.0,0.043603517,5.313625e-08,-1.1563947200775146,394,691.43,2777.0471818447113,0.7657696,-0.0029912046,0.003796184,567,1161216
1163264,0.0,0.059814453,5.6428903e-06,-0.5786125659942627,424,696.3,2782.246212720871,0.76321137,-0.007243637,0.004891829,568,1163264
1165312,0.0,0.054345705,1.5506789e-08,-0.5186252593994141,424,699.08,2787.0771543979645,0.75731176,-0.004151863,0.004764328,569,1165312
1167360,0.0,0.05654297,1.6226531e-08,-0.9352267980575562,420,700.75,2791.9072391986847,0.74435335,-0.0034902047,0.004821914,570,1167360
1169408,0.0,0.06459961,1.9359707e-08,-1.4795029163360596,415,702.46,2796.774760246277,0.7202352,-0.007017579,0.005834989,571,1169408
1171456,0.0,0.065625,1.3569389e-08,-1.3223636150360107,400,704.19,2801.701920747757,0.70664084,-0.0042860974,0.005502849,572,1171456
1173504,0.0,0.0640625,4.447347e-08,-1.2210428714752197,430,705.88,2806.8183476924896,0.699592,-0.0072069876,0.005343548,573,1173504
1175552,0.0,0.07138672,7.943483e-08,-0.31840503215789795,423,707.69,2811.5783801078796,0.68453705,-0.005913104,0.006167654,574,1175552
1177600,0.0,0.07114258,5.687364e-08,-0.33343029022216797,374,708.78,2816.420249938965,0.67061,-0.0064379,0.0059380266,575,1177600
1179648,0.0,0.062646486,8.816516e-06,-0.34001076221466064,418,711.33,2821.8899054527283,0.6645105,-0.002768565,0.0052457047,576,1179648
1181696,0.0,0.054638673,4.335043e-08,-0.10378289222717285,393,710.6,2826.780972957611,0.66236436,-0.006246537,0.0047149304,577,1181696
1183744,0.0,0.05522461,2.8213426e-08,-0.13954269886016846,429,711.47,2831.982875585556,0.66887337,-0.0036448515,0.004683538,578,1183744
1185792,0.0,0.08476563,2.1565928e-08,-0.1650857925415039,431,712.94,2836.7554216384888,0.6747774,-0.005184003,0.006694673,579,1185792
1187840,0.0,0.05620117,9.293673e-09,-0.11935710906982422,410,713.77,2841.5015947818756,0.6736421,-0.0040871305,0.0047175693,580,1187840
1189888,0.0,0.06518555,1.181518e-08,-0.31166720390319824,408,713.26,2846.4965727329254,0.66137624,-0.0036112547,0.0059533385,581,1189888
1191936,0.0,0.09067383,1.17314745e-08,-0.5025665760040283,402,711.7,2851.5142347812653,0.6443423,-0.0064452253,0.007425218,582,1191936
1193984,0.0,0.065136716,5.9273026e-07,-0.6421197652816772,420,712.08,2856.6031324863434,0.62862694,-0.005523863,0.0057323743,583,1193984
1196032,0.0,0.052246094,5.537488e-08,-0.009590744972229004,420,710.34,2861.479458808899,0.6098152,-0.0043767905,0.004622471,584,1196032
1198080,0.0,0.091748044,1.1591034e-07,-0.07166314125061035,393,711.52,2866.3505969047546,0.60868704,-0.0046416754,0.007535604,585,1198080
1200128,0.0,0.066748045,1.96856e-06,-0.1829853057861328,433,712.03,2871.557936668396,0.6175876,-0.0034195897,0.0052432795,586,1200128
1202176,0.0,0.07397461,4.2762117e-06,-0.08533978462219238,416,711.85,2876.2854237556458,0.6199411,-0.004008486,0.0059838835,587,1202176
1204224,0.0,0.071582034,3.7791175e-08,0.03126358985900879,408,718.14,2881.2014336586,0.63068366,-0.0071881204,0.005610933,588,1204224
1206272,0.0,0.04741211,2.1146136e-08,-0.04257655143737793,416,722.53,2886.2144861221313,0.6385209,-0.0026270668,0.004245299,589,1206272
1208320,0.0,0.08984375,2.2562755e-08,0.209644615650177,430,729.33,2891.129695415497,0.63116467,-0.004377748,0.0072984076,590,1208320
1210368,0.0,0.08632813,2.1863531e-08,0.20811188220977783,440,731.31,2895.884366750717,0.63193554,-0.0063036047,0.0064255083,591,1210368
1212416,0.0,0.07709961,3.2542969e-06,-0.2031620740890503,403,735.43,2900.5354821681976,0.6296777,-0.00718719,0.006430407,592,1212416
1214464,0.0,0.09194336,1.6835704e-08,-0.23716211318969727,401,742.95,2905.6132638454437,0.62885493,-0.0067074173,0.0074007018,593,1214464
1216512,0.0,0.07114258,1.3390436e-08,-0.46312403678894043,408,747.59,2910.718122959137,0.6208092,-0.0059288307,0.0059028035,594,1216512
1218560,0.0,0.078710936,2.4154222e-08,-0.3262636661529541,402,749.13,2915.728962659836,0.60827434,-0.005493094,0.006358626,595,1218560
1220608,0.0,0.07514648,1.904504e-08,-0.3252354860305786,409,754.36,2920.8203823566437,0.59727865,-0.0025723013,0.0060591707,596,1220608
1222656,0.0,0.07875977,7.1521185e-09,-0.303855299949646,417,759.1,2925.820475578308,0.59596795,-0.0051109744,0.0062244656,597,1222656
1224704,0.0,0.066259764,2.4299212e-08,-0.8863769769668579,399,763.37,2930.7320873737335,0.5892824,-0.005797616,0.005455169,598,1224704
1226752,0.0,0.07236328,2.9140647e-06,-0.2548706531524658,442,764.86,2935.8551230430603,0.5734604,-0.00482493,0.0056854426,599,1226752
1228800,0.0,0.050683595,3.8609816e-08,-0.0077103376388549805,425,766.9,2940.4883048534393,0.56229746,-0.0033397824,0.00450414,600,1228800
1230848,0.0,0.082177736,1.4740664e-08,-0.21133732795715332,442,771.07,2945.30793094635,0.56008136,-0.0041009393,0.006385443,601,1230848
1232896,0.0,0.09541015,9.06291e-09,-0.20670092105865479,429,772.38,2949.9420368671417,0.55485284,-0.004502448,0.0075948825,602,1232896
1234944,0.0,0.083935544,3.6742023e-07,-0.637122631072998,413,774.63,2954.711848258972,0.54559946,-0.0047739698,0.006640037,603,1234944
1236992,0.0,0.070410155,6.774776e-08,-0.7391422986984253,419,780.78,2959.6624727249146,0.538099,-0.0027425007,0.0056819962,604,1236992
1239040,0.0,0.06826172,5.043081e-08,-1.1428759098052979,435,782.6,2964.550940990448,0.53954184,-0.0040555494,0.0057649985,605,1239040
1241088,0.0,0.07788086,2.386643e-07,-0.1361382007598877,410,777.28,2969.2521493434906,0.5364827,-0.005562597,0.006260471,606,1241088
1243136,0.0,0.087451175,1.1841682e-08,-0.1792525053024292,422,778.48,2974.2452850341797,0.5436576,-0.005316359,0.0072910464,607,1243136
1245184,0.0,0.07070313,2.213671e-07,-0.4850807189941406,420,778.85,2979.092021226883,0.5497471,-0.0030909493,0.0053852564,608,1245184
1247232,0.0,0.057958983,5.472618e-06,-0.11232113838195801,444,781.51,2983.96479511261,0.5559772,-0.0009924271,0.0049548056,609,1247232
1249280,0.0,0.06328125,5.8320417e-08,-0.0583571195602417,420,784.96,2988.572126150131,0.554886,-0.0026516255,0.0052981162,610,1249280
1251328,0.0,0.08344726,4.4217114e-08,0.022092044353485107,424,783.71,2993.439220905304,0.5534397,-0.0063569397,0.0067361025,611,1251328
1253376,0.0,0.08916016,3.5046877e-08,0.018387317657470703,439,784.84,2998.265323638916,0.54741484,-0.0051769097,0.007079868,612,1253376
1255424,0.0,0.08642578,5.260096e-08,-0.04456663131713867,417,788.03,3002.9275085926056,0.5462565,-0.006498152,0.006951405,613,1255424
1257472,0.0,0.08955078,1.980849e-06,-0.1460740566253662,429,791.48,3007.830814599991,0.5541046,-0.0053646564,0.007017871,614,1257472
1259520,0.0,0.06044922,4.2042453e-07,-0.24719345569610596,396,795.14,3012.6027915477753,0.55837643,-0.0031675198,0.0048928736,615,1259520
1261568,0.0,0.08666992,1.5892457e-08,-0.10029900074005127,437,797.48,3017.7695927619934,0.5604503,-0.005545231,0.0069228834,616,1261568
1263616,0.0,0.06289063,1.4341341e-08,-0.1322481632232666,408,797.89,3022.448447704315,0.57573277,-0.0024787108,0.005180655,617,1263616
1265664,0.0,0.09379883,1.0006163e-07,-0.32192695140838623,397,804.77,3027.4645993709564,0.5940241,-0.009220442,0.006857409,618,1265664
1267712,0.0,0.07109375,8.9318895e-08,-0.6147149801254272,424,804.74,3032.620794057846,0.60759604,-0.0041756406,0.005946518,619,1267712
1269760,0.0,0.068847656,6.5386513e-07,-0.2637763023376465,441,804.84,3037.447175502777,0.6188122,-0.0024298714,0.0053809355,620,1269760
1271808,0.0,0.07280274,1.3258114e-07,-0.07107186317443848,413,805.55,3042.086134672165,0.63176984,-0.0051094843,0.0056899535,621,1271808
1273856,0.0,0.07143555,2.3573382e-06,-0.026190638542175293,420,808.58,3047.0415296554565,0.6373666,-0.0030901623,0.005784701,622,1273856
1275904,0.0,0.06455078,3.4551327e-08,0.3005828261375427,428,807.39,3051.9109330177307,0.6283832,-0.004016987,0.0057117143,623,1275904
1277952,0.0,0.08266602,3.094733e-08,0.4797636866569519,420,807.82,3056.689267396927,0.6325098,-0.0057491288,0.006582021,624,1277952
1280000,0.0,0.072216794,6.721575e-08,0.10923600196838379,398,807.79,3061.5595920085907,0.6472456,-0.007043323,0.005822508,625,1280000
1282048,0.0,0.072070315,2.4775813e-06,-0.29366886615753174,440,805.52,3066.699867963791,0.66591257,-0.0049606366,0.005978145,626,1282048
1284096,0.0,0.084228516,2.81727e-07,-0.06053447723388672,432,802.31,3071.3493852615356,0.69259024,-0.006737422,0.0066558057,627,1284096
1286144,0.0,0.07314453,1.9072621e-07,0.011244654655456543,402,799.79,3076.0811705589294,0.7021523,-0.0050818315,0.005909533,628,1286144
1288192,0.0,0.075732425,2.4923844e-07,-0.846725583076477,424,793.8,3081.171310186386,0.69690746,-0.0058379113,0.006640578,629,1288192
1290240,0.0,0.0625,6.9621035e-07,-0.15012991428375244,400,791.93,3085.993172645569,0.6773246,-0.0048387786,0.005259195,630,1290240
1292288,0.0,0.052685548,1.3782785e-07,-0.1188201904296875,383,785.03,3091.109010219574,0.6621678,-0.0030627337,0.004399083,631,1292288
1294336,0.0,0.05102539,2.1803696e-07,-0.13747906684875488,409,777.44,3096.4479665756226,0.6527147,-0.0045415005,0.0043421285,632,1294336
1296384,0.0,0.043945312,3.0425376e-06,-0.21127307415008545,409,773.35,3101.4456372261047,0.65100026,-0.0018360149,0.003736072,633,1296384
1298432,0.0,0.08525391,1.7066309e-07,-0.01221764087677002,411,769.18,3106.452634572983,0.64456004,-0.007791159,0.0068513253,634,1298432
1300480,0.0,0.08310547,2.9577495e-07,-0.0003285408020019531,397,768.18,3111.431705713272,0.6428847,-0.0060188808,0.0069061248,635,1300480
1302528,0.0,0.07543945,2.1918197e-07,0.04274618625640869,426,765.48,3116.5832426548004,0.63987297,-0.004771437,0.0060758237,636,1302528
1304576,0.0,0.052001953,1.3063537e-08,-0.025601625442504883,418,766.1,3121.3871800899506,0.64151525,-0.0035211085,0.004625433,637,1304576
1306624,0.0,0.078466795,5.0062415e-08,-0.02875673770904541,416,762.61,3126.280062198639,0.65122044,-0.006264633,0.006378042,638,1306624
1308672,0.0,0.05649414,2.5076295e-07,-0.13715708255767822,434,763.79,3131.197943687439,0.6414657,-0.0042157676,0.0050192117,639,1308672
1310720,0.0,0.06459961,1.6153706e-07,-0.15742242336273193,436,766.07,3135.909590482712,0.62044966,-0.0054770545,0.005272123,640,1310720
1312768,0.0,0.07001953,1.4295128e-07,-0.34804797172546387,439,767.75,3140.603686094284,0.6149521,-0.0035012409,0.0057954774,641,1312768
1314816,0.0,0.062353514,6.943964e-07,-0.20310378074645996,438,766.65,3145.261454105377,0.6327758,-0.0042693233,0.0051776143,642,1314816
1316864,0.0,0.054101564,2.548148e-06,-0.3369333744049072,403,770.17,3149.9302999973297,0.6438867,-0.0028676584,0.0045378334,643,1316864
1318912,0.0,0.095214844,5.5100145e-07,0.025343775749206543,423,771.35,3155.0086982250214,0.655478,-0.0058503477,0.007362137,644,1318912
1320960,0.0,0.07836914,9.358412e-08,0.12474644184112549,430,772.34,3159.8464818000793,0.6715511,-0.0058796904,0.006520079,645,1320960
1323008,0.0,0.06645508,1.5804979e-07,0.10122358798980713,400,771.94,3164.602013349533,0.6782105,-0.0037656086,0.005668593,646,1323008
1325056,0.0,0.07236328,1.6186472e-06,-0.2658294439315796,400,772.07,3169.716027736664,0.6714102,-0.003809432,0.0060030688,647,1325056
1327104,0.0,0.060546875,2.9090828e-07,0.012176454067230225,421,772.13,3174.8367528915405,0.67201936,-0.0036662961,0.0048562232,648,1327104
1329152,0.0,0.077783205,4.330028e-08,0.12160688638687134,430,771.55,3179.7002148628235,0.6790997,-0.005241767,0.005947231,649,1329152
1331200,0.0,0.085839845,2.7810108e-08,0.08659034967422485,438,772.83,3184.4610583782196,0.6785822,-0.005670046,0.006808878,650,1331200
1333248,0.0,0.071875,1.869944e-08,0.1346082091331482,439,772.73,3189.1398918628693,0.6659652,-0.005788165,0.0057165334,651,1333248
1335296,0.0,0.07817383,2.3783716e-07,0.22275018692016602,402,768.04,3193.7973232269287,0.65162444,-0.0016554134,0.006432423,652,1335296
1337344,0.0,0.07451172,2.2203567e-07,-0.05157303810119629,408,767.55,3198.889679670334,0.63483375,-0.0049823383,0.006102957,653,1337344
1339392,0.0,0.073632814,1.5001044e-07,-0.17399287223815918,395,766.76,3203.9035363197327,0.6364541,-0.003947934,0.0061004283,654,1339392
1341440,0.0,0.07114258,6.4395465e-07,-0.1708512306213379,424,764.48,3209.0794942379,0.64367574,-0.0034707405,0.005708351,655,1341440
1343488,0.0,0.08222656,6.582523e-07,-0.040903687477111816,398,761.81,3213.9058361053467,0.6476244,-0.0034692294,0.0064844727,656,1343488
1345536,0.0,0.06894531,8.0681974e-07,0.03716319799423218,425,765.13,3219.0525283813477,0.65023786,-0.0027870878,0.0054383283,657,1345536
1347584,0.0,0.056005858,4.1938847e-08,0.08110576868057251,403,767.44,3223.8714191913605,0.6485494,-0.0038291055,0.0049165934,658,1347584
1349632,0.0,0.06274414,2.2328688e-08,-0.1960662603378296,413,764.33,3228.95139670372,0.6449427,-0.00313123,0.005454193,659,1349632
1351680,0.0,0.07954101,3.4032986e-08,-0.07645463943481445,386,767.23,3233.9050674438477,0.650154,-0.006507118,0.007675343,660,1351680
1353728,0.0,0.06508789,1.3496161e-06,-0.17554354667663574,430,769.02,3239.2015182971954,0.6550544,-0.0029170054,0.005262489,661,1353728
1355776,0.0,0.066748045,7.643316e-09,-0.07437634468078613,426,767.17,3243.9592673778534,0.6446618,-0.0027376406,0.005906171,662,1355776
1357824,0.0,0.065820314,1.4119772e-08,-0.17443132400512695,430,767.72,3248.7639031410217,0.6436852,-0.003988403,0.0052640243,663,1357824
1359872,0.0,0.076220706,3.8235697e-07,-0.06794154644012451,402,770.17,3253.520201921463,0.6441709,-0.0022616263,0.006255354,664,1359872
1361920,0.0,0.063769534,9.588089e-06,-0.1732184886932373,418,771.68,3258.6097342967987,0.6295122,-0.005621967,0.0056192116,665,1361920
1363968,0.0,0.061621092,1.137883e-07,0.0243910551071167,425,774.13,3263.5085389614105,0.6083898,-0.0023825336,0.005489897,666,1363968
1366016,0.0,0.07094727,1.0676905e-07,0.06371235847473145,430,777.61,3268.3189675807953,0.5946797,-0.004719223,0.005620413,667,1366016
1368064,0.0,0.09458008,2.8191863e-08,0.21474844217300415,416,779.24,3273.0767464637756,0.5861656,-0.0054368926,0.0072346292,668,1368064
1370112,0.0,0.074121095,1.7388171e-08,0.27312713861465454,410,781.28,3277.9950926303864,0.5711239,-0.003902914,0.0061284015,669,1370112
1372160,0.0,0.07368164,1.0682894e-08,0.4271773099899292,376,780.34,3282.987876176834,0.5637656,-0.006010532,0.0062255394,670,1372160
1374208,0.0,0.08432617,1.4976326e-08,0.3736962080001831,418,783.62,3288.4321987628937,0.559307,-0.0046753017,0.0077761873,671,1374208
1376256,0.0,0.0793457,9.448639e-09,0.27559375762939453,409,786.82,3293.3215947151184,0.5508932,-0.0039019503,0.006620082,672,1376256
1378304,0.0,0.09838867,1.3381869e-08,0.4018624424934387,412,786.28,3298.3295845985413,0.54211754,-0.008935621,0.0087838145,673,1378304
1380352,0.0,0.095654294,2.6457967e-06,0.0925244688987732,433,785.5,3303.292845249176,0.53562295,-0.0067296186,0.008013407,674,1380352
1382400,0.0,0.09238281,1.0168932e-07,-0.40158355236053467,416,786.48,3308.0141677856445,0.54310364,-0.0055911457,0.007997065,675,1382400
1384448,0.0,0.069970705,7.827007e-09,0.23708230257034302,414,785.09,3312.9349534511566,0.54792166,-0.0037455955,0.0059398552,676,1384448
1386496,0.0,0.07070313,2.7111543e-08,0.542611688375473,429,785.32,3317.87718129158,0.53096044,-0.0045332266,0.005655183,677,1386496
1388544,0.0,0.105126955,3.809169e-08,0.24068784713745117,455,780.04,3322.651846885681,0.51751417,-0.0052741924,0.008036391,678,1388544
1390592,0.0,0.07109375,7.9750045e-08,-0.14511680603027344,430,776.62,3327.1480429172516,0.51500404,-0.002619524,0.005842229,679,1390592
1392640,0.0,0.08266602,5.1265083e-08,0.02541428804397583,427,773.9,3331.907383441925,0.5170192,-0.0028407646,0.007084213,680,1392640
1394688,0.0,0.058935545,4.9108706e-08,-0.05457890033721924,428,769.58,3336.6992976665497,0.52565545,-0.0024537926,0.0049741515,681,1394688
1396736,0.0,0.07890625,5.9223453e-08,-0.1517399549484253,404,764.25,3341.481713294983,0.53313243,-0.0025029771,0.0062759644,682,1396736
1398784,0.0,0.06020508,1.8347981e-07,-0.3748960494995117,412,761.53,3346.5523869991302,0.52512264,-0.0021660198,0.005236536,683,1398784
1400832,0.0,0.062109374,6.006314e-06,-0.30951786041259766,435,756.5,3351.5227842330933,0.51291955,-0.0028384184,0.0051194793,684,1400832
1402880,0.0,0.075927734,4.038966e-08,-0.24958336353302002,384,756.93,3356.2259533405304,0.5195151,-0.004559004,0.006269713,685,1402880
1404928,0.0,0.09033203,1.0389187e-08,-0.16979598999023438,420,753.96,3361.5525789260864,0.52274215,-0.004050714,0.008105062,686,1404928
1406976,0.0,0.07651367,1.00880415e-08,-0.2587956190109253,409,749.6,3366.4206030368805,0.5083609,-0.002491567,0.0061494196,687,1406976
1409024,0.0,0.07783203,4.5186437e-09,-0.4650365114212036,408,746.53,3371.426906108856,0.49033588,-0.004641908,0.00650336,688,1409024
1411072,0.0,0.0894043,5.018994e-09,-0.6134542226791382,401,746.59,3376.4454855918884,0.47937626,-0.0048618736,0.0069254795,689,1411072
