total_timesteps,ep_reward_mean,clipfrac,value_loss,explained_variance,fps,ep_len_mean,time_elapsed,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps
1497088,0.0,0.0859375,2.063926e-08,-0.16390931606292725,417,728.23,3583.4086616039276,0.3284278,-0.0059568887,0.0069650123,731,1497088
1499136,0.0,0.09033203,1.6693116e-08,-0.3113093376159668,395,730.37,3588.310908317566,0.323898,-0.0063069165,0.007147269,732,1499136
1501184,0.0,0.07304688,1.0303638e-08,-0.13742852210998535,421,730.43,3593.4944541454315,0.31829628,-0.0016679103,0.0061738444,733,1501184
1503232,0.0,0.11669922,2.0595795e-08,-0.12527310848236084,425,730.97,3598.356094121933,0.32337946,-0.0055444934,0.009489123,734,1503232
1505280,0.0,0.08276367,2.7831254e-06,-0.039380669593811035,398,731.53,3603.169226884842,0.32913598,-0.002108172,0.006708397,735,1505280
1507328,0.0,0.10317383,3.037529e-08,-0.26706671714782715,419,735.28,3608.3127856254578,0.3304251,-0.0045834286,0.00812676,736,1507328
1509376,0.0,0.09682617,7.1666593e-09,-0.19591748714447021,432,737.92,3613.190550804138,0.3295651,-0.0039175935,0.007401706,737,1509376
1511424,0.0,0.09301758,1.6750544e-08,0.06477367877960205,404,742.0,3617.9273142814636,0.30965903,-0.0069114068,0.0077198283,738,1511424
1513472,0.0,0.07236328,6.8389587e-09,0.018221616744995117,410,743.32,3622.991933107376,0.2954966,-0.0036414466,0.0060027624,739,1513472
1515520,0.0,0.083300784,1.80284e-08,0.11450088024139404,429,745.34,3627.9862604141235,0.29098964,-0.003501901,0.0070149377,740,1515520
1517568,0.0,0.0734375,6.422068e-06,-0.11871623992919922,414,742.33,3632.7574095726013,0.28578725,-0.0007026166,0.00593521,741,1517568
1519616,0.0,0.091308594,6.443316e-09,-0.09803652763366699,421,743.97,3637.705582380295,0.29419535,-0.0033143344,0.0073096147,742,1519616
1521664,0.0,0.08642578,4.3927724e-09,-0.06660377979278564,405,745.75,3642.568795442581,0.2974177,-0.0029657881,0.007291384,743,1521664
1523712,0.0,0.0871582,4.3928643e-09,-0.15882349014282227,400,747.65,3647.6169073581696,0.2855836,-0.0047982926,0.0077544847,744,1523712
1525760,0.0,0.087402344,7.748313e-09,-0.30092787742614746,413,748.11,3652.7377059459686,0.28295088,-0.0031589582,0.0069298605,745,1525760
1527808,0.0,0.08574219,4.5567705e-09,-0.15903878211975098,401,749.81,3657.693239927292,0.28584865,-0.0023646234,0.0069942223,746,1527808
1529856,0.0,0.080029294,1.1148292e-06,-0.09312200546264648,440,752.06,3662.792252063751,0.28898436,-0.0044201007,0.007729502,747,1529856
1531904,0.0,0.066503905,1.3108876e-08,-0.30430710315704346,391,755.78,3667.439815759659,0.28137094,-0.0035423492,0.0052254195,748,1531904
1533952,0.0,0.083789065,8.066467e-09,0.017386138439178467,377,753.96,3672.676317691803,0.2691698,-0.0038028192,0.0064659147,749,1533952
1536000,0.0,0.10053711,8.5471346e-09,-0.1731882095336914,432,756.8,3678.1084575653076,0.26954946,-0.006983823,0.007876384,750,1536000
1538048,0.0,0.082617186,3.7930663e-09,-0.2450352907180786,443,760.35,3682.8516714572906,0.27363974,-0.0030130837,0.006532155,751,1538048
1540096,0.0,0.10839844,1.3849439e-08,-0.12083852291107178,416,758.44,3687.4677109718323,0.27137336,-0.008988382,0.009254159,752,1540096
1542144,0.0,0.09165039,2.1851218e-08,-0.2935737371444702,415,762.87,3692.383213996887,0.27673534,-0.0063456604,0.007518331,753,1542144
1544192,0.0,0.085595705,2.7527719e-08,-0.12309646606445312,402,764.3,3697.314346551895,0.27330148,-0.003924686,0.0069814003,754,1544192
1546240,0.0,0.08657227,3.4896335e-08,0.034128785133361816,400,767.48,3702.4075198173523,0.26763138,-0.0033392687,0.0077149,755,1546240
1548288,0.0,0.10361328,5.442528e-07,-0.2576514482498169,420,769.35,3707.5271542072296,0.28197062,-0.0058773365,0.008347601,756,1548288
1550336,0.0,0.0737793,1.788721e-07,-0.2295907735824585,423,773.72,3712.3964519500732,0.28303647,-0.00037405826,0.0060527846,757,1550336
1552384,0.0,0.07724609,9.039757e-08,-0.10805618762969971,424,775.88,3717.23588347435,0.2876386,-0.0036289939,0.0066124694,758,1552384
1554432,0.0,0.06362305,3.756875e-08,-0.032938480377197266,398,777.25,3722.063707590103,0.29575714,-0.001923382,0.005188372,759,1554432
1556480,0.0,0.092041016,7.056588e-07,-0.0003323554992675781,417,781.95,3727.202572822571,0.28252262,-0.0046745157,0.007737335,760,1556480
1558528,0.0,0.10458984,8.513258e-09,0.032141685485839844,427,784.32,3732.1109676361084,0.26076776,-0.0045697223,0.008872614,761,1558528
1560576,0.0,0.07890625,5.090654e-09,-0.1329336166381836,404,786.81,3736.904570579529,0.237847,-0.005723271,0.0065747187,762,1560576
1562624,0.0,0.08945312,8.335819e-09,-0.24671566486358643,401,788.19,3741.9723484516144,0.22205365,-0.002447138,0.007241302,763,1562624
1564672,0.0,0.09379883,1.16369336e-07,-0.31449615955352783,418,791.54,3747.0712983608246,0.21096344,-0.0037962063,0.007371468,764,1564672
1566720,0.0,0.07792969,1.5103832e-07,-0.2956007719039917,420,792.11,3751.971256017685,0.20029518,-0.0016427878,0.0064009232,765,1566720
1568768,0.0,0.09208985,8.484255e-08,-0.09585654735565186,416,796.03,3756.8476305007935,0.20139563,-0.003782479,0.0074354135,766,1568768
1570816,0.0,0.076660156,5.970589e-08,0.07436162233352661,437,799.86,3761.7695112228394,0.20022205,-0.0022796793,0.0062262374,767,1570816
1572864,0.0,0.115429685,1.07545894e-07,0.09777045249938965,405,804.59,3766.449713945389,0.19904976,-0.0069756843,0.012310808,768,1572864
1574912,0.0,0.08125,3.5929594e-07,-0.1435871124267578,427,807.28,3771.498790502548,0.19953029,-0.0024658022,0.0066935187,769,1574912
1576960,0.0,0.08530273,9.640582e-07,-0.04198050498962402,392,809.64,3776.2906532287598,0.19313349,-0.0028829963,0.007455717,770,1576960
1579008,0.0,0.09765625,6.873818e-08,0.03157585859298706,413,810.68,3781.5120186805725,0.19630173,-0.004979331,0.007851834,771,1579008
1581056,0.0,0.088330075,7.421715e-09,-0.07595586776733398,382,812.14,3786.46449136734,0.18928345,-0.0040046237,0.007235416,772,1581056
1583104,0.0,0.10244141,1.7250375e-08,-0.03492128849029541,412,815.12,3791.821812391281,0.18253925,-0.0040720394,0.007806386,773,1583104
1585152,0.0,0.105566405,5.8050094e-09,-0.037683725357055664,395,817.42,3796.78577709198,0.1907989,-0.0074012824,0.008573598,774,1585152
1587200,0.0,0.09091797,3.070454e-07,-0.6564617156982422,437,819.7,3801.9674727916718,0.19697447,-0.0044486225,0.007721276,775,1587200
1589248,0.0,0.09291992,3.6252665e-09,-0.6581525802612305,401,819.23,3806.6513471603394,0.19277176,-0.0044448036,0.008338777,776,1589248
1591296,0.0,0.083984375,3.5713748e-07,-0.41735756397247314,392,819.54,3811.7483174800873,0.19052152,-0.004137194,0.00699097,777,1591296
1593344,0.0,0.08344726,3.1059848e-08,-0.3077129125595093,424,818.88,3816.9610030651093,0.20165403,-0.004749196,0.0068753287,778,1593344
1595392,0.0,0.08632813,3.4169426e-07,-0.10522890090942383,399,820.45,3821.7820291519165,0.20771682,-0.0030942692,0.0071083745,779,1595392
1597440,0.0,0.10175781,1.0743842e-08,-0.11416876316070557,398,823.42,3826.9077179431915,0.21767578,-0.0050720205,0.007735897,780,1597440
1599488,0.0,0.10014649,2.3161586e-08,-0.17386674880981445,438,826.41,3832.0473878383636,0.21340024,-0.0045033703,0.0076601557,781,1599488
1601536,0.0,0.09477539,1.661285e-08,-0.08346045017242432,400,828.04,3836.7213504314423,0.20261514,-0.00556885,0.008133808,782,1601536
1603584,0.0,0.09257813,4.9560093e-08,-0.07157039642333984,396,828.54,3841.8428361415863,0.19276112,-0.0036389895,0.008083219,783,1603584
1605632,0.0,0.083935544,7.081972e-07,-0.0744408369064331,435,830.92,3847.0105357170105,0.17962189,-0.0054298667,0.006593044,784,1605632
1607680,0.0,0.090625,1.2231529e-08,-0.02216792106628418,404,833.82,3851.710397005081,0.16380516,-0.005011807,0.0075455084,785,1607680
1609728,0.0,0.087646484,9.97664e-09,-0.010879278182983398,397,831.66,3856.7777643203735,0.14233616,-0.0051891226,0.0070604375,786,1609728
1611776,0.0,0.09355469,2.7779262e-08,-0.23665475845336914,406,830.36,3861.9295518398285,0.12165022,-0.0044076284,0.007860861,787,1611776
1613824,0.0,0.09086914,1.6238084e-06,-0.3633852005004883,436,829.45,3866.974309206009,0.10400283,-0.00446267,0.0075437194,788,1613824
1615872,0.0,0.096142575,1.3507394e-08,-0.597667932510376,410,829.23,3871.666212081909,0.090404354,-0.0020940178,0.007927243,789,1615872
1617920,0.0,0.13862304,5.0064344e-09,-0.35489606857299805,406,824.75,3876.662298679352,0.07770108,-0.00677258,0.013415274,790,1617920
1619968,0.0,0.1105957,5.286742e-09,-0.32581496238708496,424,823.2,3881.707023859024,0.09356348,-0.006260086,0.008578235,791,1619968
1622016,0.0,0.100976564,6.8746225e-08,-0.5376244783401489,404,823.71,3886.5367996692657,0.10555533,-0.0045057763,0.008520746,792,1622016
1624064,0.0,0.11850586,7.1406924e-07,-0.3746671676635742,410,819.92,3891.5980575084686,0.108192585,-0.0032320996,0.009280393,793,1624064
1626112,0.0,0.07451172,7.686815e-08,-0.4419567584991455,393,818.07,3896.5852308273315,0.12646039,-0.0022218279,0.0063782767,794,1626112
1628160,0.0,0.10864258,2.6315245e-08,-0.1628791093826294,424,815.06,3901.7942481040955,0.13702056,-0.0058487435,0.008223136,795,1628160
1630208,0.0,0.09760742,1.8495486e-08,-0.38578033447265625,378,814.95,3906.6229858398438,0.13907364,-0.0061955415,0.007959458,796,1630208
1632256,0.0,0.09560547,1.5299939e-08,-0.1618340015411377,386,814.24,3912.034337282181,0.14410298,-0.0067296415,0.008507315,797,1632256
1634304,0.0,0.08920898,3.2737894e-08,-0.3034195899963379,394,810.75,3917.3305711746216,0.14648828,-0.0041040843,0.0073864134,798,1634304
1636352,0.0,0.0831543,7.703255e-07,-0.13803637027740479,411,805.31,3922.5267860889435,0.14692333,-0.003755878,0.007797143,799,1636352
1638400,0.0,0.10507812,1.1817914e-07,0.06503176689147949,386,800.62,3927.5049674510956,0.15830556,-0.0059600603,0.0083105825,800,1638400
1640448,0.0,0.08486328,5.144088e-08,-0.015196681022644043,423,800.42,3932.812056541443,0.16396424,-0.0045614364,0.0073780008,801,1640448
1642496,0.0,0.09243164,2.372983e-08,-0.8717573881149292,379,799.74,3937.650367975235,0.16175117,-0.005823781,0.007589648,802,1642496
1644544,0.0,0.120947264,1.9384188e-08,-0.5818266868591309,407,794.39,3943.042440891266,0.16086929,-0.0064307624,0.009218936,803,1644544
1646592,0.0,0.08598633,3.1041426e-07,-0.31521809101104736,403,792.94,3948.0742909908295,0.15913796,-0.001573513,0.0067691794,804,1646592
1648640,0.0,0.07651367,2.4857675e-07,-0.04112386703491211,397,788.33,3953.1506700515747,0.15425427,-0.0025103528,0.006057524,805,1648640
1650688,0.0,0.0871582,1.8737164e-07,-0.01676928997039795,398,785.4,3958.304471731186,0.14425185,-0.0043624416,0.007518758,806,1650688
1652736,0.0,0.0675293,9.835213e-08,-0.16726863384246826,418,783.04,3963.4411742687225,0.13794269,-0.001038257,0.0057158913,807,1652736
1654784,0.0,0.07236328,1.2631297e-07,-0.07872390747070312,413,780.72,3968.3373234272003,0.13777067,-0.0008837237,0.006155265,808,1654784
1656832,0.0,0.10112305,3.3164444e-08,0.04645615816116333,398,776.58,3973.295153617859,0.129432,-0.0034895309,0.008287258,809,1656832
1658880,0.0,0.064208984,1.9036166e-06,-0.12958097457885742,399,772.16,3978.438350200653,0.11331643,-0.0021924728,0.005896843,810,1658880
1660928,0.0,0.09394531,2.2058646e-08,-0.16112136840820312,395,767.73,3983.5635142326355,0.10309639,-0.0031615589,0.008215023,811,1660928
1662976,0.0,0.088134766,4.564789e-09,-0.22100257873535156,396,764.38,3988.7429111003876,0.09835469,-0.0021928458,0.0076109916,812,1662976
1665024,0.0,0.07626953,4.713758e-09,-0.42129576206207275,410,761.25,3993.9157004356384,0.08872394,-0.0027112935,0.0066110804,813,1665024
1667072,0.0,0.07285156,6.180145e-08,-0.11039614677429199,400,759.97,3998.9064331054688,0.07895615,-0.0011620692,0.0062345145,814,1667072
1669120,0.0,0.08388672,1.4380019e-08,-0.2730051279067993,406,758.37,4004.0164153575897,0.07790894,-0.001999314,0.0070662023,815,1669120
1671168,0.0,0.07875977,6.9743975e-09,-0.2985769510269165,409,752.84,4009.0607199668884,0.080061756,-0.0035663345,0.0064381794,816,1671168
1673216,0.0,0.087841794,4.1885852e-07,-0.3461923599243164,412,748.14,4014.069237470627,0.07552498,-0.0015680657,0.0074283094,817,1673216
1675264,0.0,0.084375,1.0448426e-08,-0.2712836265563965,415,743.9,4019.032842874527,0.06986903,-0.003035203,0.0071643256,818,1675264
1677312,0.0,0.094335936,2.9105825e-08,-0.19218194484710693,416,742.91,4023.9675941467285,0.08921839,-0.004992024,0.0075942064,819,1677312
1679360,0.0,0.1027832,3.0134464e-07,-0.2310316562652588,385,736.73,4028.8899216651917,0.10109739,-0.0036614654,0.008981763,820,1679360
1681408,0.0,0.07998047,8.316689e-09,-0.3239614963531494,400,733.16,4034.2088232040405,0.10034214,-0.0047357613,0.006927482,821,1681408
1683456,0.0,0.095458984,1.5564684e-08,-0.4258544445037842,431,730.94,4039.3211879730225,0.10291694,-0.0040937695,0.0078024752,822,1683456
1685504,0.0,0.1071289,3.0464203e-06,-0.5814929008483887,424,727.56,4044.0664989948273,0.107654914,-0.0066367052,0.012107387,823,1685504
1687552,0.0,0.08979492,3.4696617e-07,-0.28350508213043213,385,726.98,4048.8928592205048,0.112140775,-0.0031642872,0.007941082,824,1687552
1689600,0.0,0.07446289,1.00980365e-07,-0.0596538782119751,396,726.45,4054.213887691498,0.1145669,-0.003393185,0.006232134,825,1689600
1691648,0.0,0.076660156,3.1567414e-08,0.05322408676147461,415,726.27,4059.388610601425,0.12024055,-0.002971413,0.00642185,826,1691648
1693696,0.0,0.08286133,1.4203403e-08,0.060407280921936035,372,724.78,4064.3175966739655,0.119810544,-0.0048301574,0.00641179,827,1693696
1695744,0.0,0.099658206,1.0926202e-08,0.05626082420349121,431,722.76,4069.8148515224457,0.120385826,-0.0031190696,0.007818445,828,1695744
1697792,0.0,0.09848633,5.304239e-09,-0.019321322441101074,429,721.57,4074.567771434784,0.118621886,-0.0046431813,0.007695227,829,1697792
1699840,0.0,0.09863281,1.0436546e-08,-0.1537858247756958,413,720.2,4079.341367483139,0.1126474,-0.007496091,0.0075290403,830,1699840
1701888,0.0,0.09023438,7.700335e-08,-0.01737058162689209,386,717.93,4084.3011906147003,0.10355665,-0.0051554157,0.007087885,831,1701888
1703936,0.0,0.090185545,8.902603e-09,-0.26975107192993164,422,715.76,4089.6033804416656,0.09994759,-0.0015404117,0.00739713,832,1703936
1705984,0.0,0.08061524,3.3174896e-07,-0.19964325428009033,371,713.91,4094.45147562027,0.10488836,-0.003219972,0.0065072416,833,1705984
1708032,0.0,0.09121094,5.6538885e-09,-1.0060458183288574,427,716.84,4099.962903738022,0.097782284,-0.0030223266,0.0071179606,834,1708032
1710080,0.0,0.07836914,9.870275e-07,-0.1269615888595581,419,717.88,4104.7537314891815,0.09001272,-0.0025505477,0.006660851,835,1710080
1712128,0.0,0.107666016,1.88643e-08,-0.179845929145813,383,715.54,4109.635274171829,0.08390695,-0.0055577164,0.008988967,836,1712128
1714176,0.0,0.07758789,6.281941e-08,-0.3126124143600464,392,715.57,4114.977823972702,0.085798696,-0.004204664,0.006711594,837,1714176
1716224,0.0,0.07119141,1.4341124e-07,-0.21641993522644043,414,715.04,4120.203021287918,0.07330173,-0.0043670596,0.0057983687,838,1716224
1718272,0.0,0.08779297,1.0663987e-06,-0.05702829360961914,416,714.17,4125.140238523483,0.04404552,-0.002390222,0.008741603,839,1718272
1720320,0.0,0.099560544,2.7698992e-08,-0.004999279975891113,379,715.23,4130.059614896774,0.027518108,-0.005970883,0.007977615,840,1720320
1722368,0.0,0.08510742,1.2443415e-08,0.03763604164123535,400,714.96,4135.458118677139,0.010319643,-0.0021646821,0.006798277,841,1722368
1724416,0.0,0.097558595,4.011617e-08,-0.02673351764678955,427,711.29,4140.570342540741,0.003694309,-0.0038546599,0.008061816,842,1724416
1726464,0.0,0.08613281,2.7786797e-08,-0.3140525817871094,399,711.8,4145.364236354828,0.008137864,-0.0032515633,0.007331663,843,1726464
1728512,0.0,0.107861325,2.5072918e-08,0.005532026290893555,400,710.39,4150.488263130188,0.009013409,-0.004046234,0.008648956,844,1728512
1730560,0.0,0.11420898,6.242516e-07,-0.01674795150756836,395,709.21,4155.602164268494,0.0063508702,-0.006438773,0.009679224,845,1730560
1732608,0.0,0.10205078,2.6118105e-08,-0.1302347183227539,414,707.4,4160.7860455513,0.0036551815,-0.00824673,0.008405078,846,1732608
1734656,0.0,0.09794922,3.76531e-08,0.09716284275054932,395,709.09,4165.730157852173,0.00054977013,-0.002630831,0.008004579,847,1734656
1736704,0.0,0.09995117,8.831058e-09,-0.11242198944091797,408,703.6,4170.913300037384,-0.005161996,-0.004993372,0.008297388,848,1736704
1738752,0.0,0.095019534,6.66441e-07,0.254147469997406,381,700.09,4175.927494049072,-0.020421188,-0.0028282849,0.008130341,849,1738752
1740800,0.0,0.09838867,4.7292826e-08,0.03645998239517212,416,701.21,4181.290970802307,-0.021794235,-0.004641182,0.007900123,850,1740800
1742848,0.0,0.09648438,1.45589425e-08,0.3847106099128723,409,701.15,4186.215078353882,-0.029089633,-0.0049679694,0.008376563,851,1742848
1744896,0.0,0.119335935,3.816673e-08,0.3578399419784546,404,700.84,4191.223894834518,-0.048532635,-0.006896229,0.010032552,852,1744896
1746944,0.0,0.11953125,1.16683605e-08,0.29586517810821533,413,699.86,4196.288857936859,-0.063580215,-0.0015512829,0.010170171,853,1746944
1748992,0.0,0.11347656,3.0511745e-07,0.4095275402069092,407,700.52,4201.2482986450195,-0.07493122,-0.0061488515,0.009008841,854,1748992
1751040,0.0,0.089257814,3.411541e-08,-0.2454683780670166,411,702.67,4206.275397062302,-0.08169149,-0.002325092,0.00757064,855,1751040
1753088,0.0,0.109472655,1.5338219e-06,-0.0006501674652099609,407,701.6,4211.249225139618,-0.07900979,-0.0035523653,0.008365794,856,1753088
1755136,0.0,0.10849609,2.3285283e-09,0.048342108726501465,391,701.54,4216.281012773514,-0.0891746,-0.0030468407,0.0090009235,857,1755136
1757184,0.0,0.11430664,2.9663676e-09,0.16302454471588135,411,699.11,4221.51137304306,-0.10273603,-0.0044241096,0.00967378,858,1757184
1759232,0.0,0.08208008,3.0667706e-09,0.11261379718780518,401,698.1,4226.495630025864,-0.11035921,-0.0019167934,0.0067239655,859,1759232
1761280,0.0,0.11860351,5.2700663e-08,-0.08981060981750488,418,698.97,4231.603992462158,-0.12004323,-0.00033395516,0.009546494,860,1761280
1763328,0.0,0.09838867,5.929478e-07,-0.19614660739898682,405,702.84,4236.495498657227,-0.13966337,5.1787916e-05,0.008878389,861,1763328
1765376,0.0,0.09375,6.423418e-08,-0.08783292770385742,408,704.03,4241.550893783569,-0.16091588,0.00014598362,0.0077398503,862,1765376
1767424,0.0,0.12163086,8.053869e-09,-0.008538246154785156,405,703.93,4246.571668148041,-0.1664075,-0.0047459463,0.011196405,863,1767424
1769472,0.0,0.11328125,7.632089e-09,0.034309983253479004,418,704.75,4251.622416734695,-0.16666493,-0.005536736,0.008737386,864,1769472
1771520,0.0,0.0871582,2.7584837e-09,0.13500070571899414,381,706.66,4256.518002271652,-0.17796904,-0.000730652,0.007508345,865,1771520
1773568,0.0,0.1128418,1.7945294e-07,0.08295518159866333,397,708.79,4261.89187836647,-0.18253879,-0.0052015143,0.009563066,866,1773568
1775616,0.0,0.09233399,4.8120637e-06,-0.2061699628829956,407,709.53,4267.0424971580505,-0.1745652,0.00072472385,0.0078061805,867,1775616
1777664,0.0,0.099853516,9.680498e-08,0.022320926189422607,387,709.61,4272.0732858181,-0.18695058,-0.0045048925,0.008103801,868,1777664
1779712,0.0,0.107177734,3.237033e-08,0.041719675064086914,388,710.14,4277.365008592606,-0.1947956,-0.0022681693,0.008610588,869,1779712
1781760,0.0,0.10571289,1.6882638e-08,0.11446434259414673,366,708.8,4282.644487380981,-0.18672624,-0.0059829224,0.010135533,870,1781760
1783808,0.0,0.09995117,5.256154e-09,0.16229969263076782,430,710.35,4288.229442358017,-0.18254657,-0.004886224,0.008053465,871,1783808
1785856,0.0,0.1065918,3.999858e-09,0.026102304458618164,397,712.15,4292.991265535355,-0.18659462,-0.002386193,0.008667352,872,1785856
1787904,0.0,0.109960936,3.026147e-09,0.02714097499847412,396,713.8,4298.149965286255,-0.20153837,-0.003288367,0.0091976095,873,1787904
1789952,0.0,0.12021484,3.345411e-09,-0.22085142135620117,416,715.89,4303.3194127082825,-0.20846243,-0.0026285907,0.009386511,874,1789952
1792000,0.0,0.12270508,4.262899e-08,-0.2957723140716553,407,719.91,4308.234493732452,-0.20210767,-0.0038319877,0.010970158,875,1792000
1794048,0.0,0.092480466,3.060133e-07,-0.22169113159179688,402,721.21,4313.267483949661,-0.19696173,-0.0013031965,0.007558055,876,1794048
1796096,0.0,0.11000977,6.586237e-07,-0.07301890850067139,411,723.75,4318.362779855728,-0.19493875,-0.00441924,0.009218367,877,1796096
1798144,0.0,0.115722656,1.1983934e-08,-0.040232062339782715,418,726.53,4323.337115287781,-0.19660686,-0.0034351111,0.010202716,878,1798144
1800192,0.0,0.092285156,5.711102e-09,0.035326600074768066,399,730.09,4328.227909088135,-0.19576776,0.00014680183,0.007379049,879,1800192
1802240,0.0,0.10541992,6.4051173e-09,0.2966247797012329,399,732.73,4333.357966899872,-0.19306083,-0.0051089404,0.008762268,880,1802240
1804288,0.0,0.14174804,8.338722e-09,0.340301513671875,427,737.25,4338.483825445175,-0.19317797,-0.007260141,0.014057318,881,1804288
1806336,0.0,0.10820313,1.745933e-08,-0.10363972187042236,423,743.35,4343.277554512024,-0.18588343,-0.004432575,0.009003404,882,1806336
1808384,0.0,0.10869141,1.3192744e-06,-0.056948304176330566,398,745.33,4348.109986782074,-0.16753194,-0.0046533663,0.0092316065,883,1808384
1810432,0.0,0.095214844,4.946641e-09,-0.0440446138381958,407,750.26,4353.256853818893,-0.15257044,-0.0036080522,0.007719896,884,1810432
1812480,0.0,0.07729492,2.255221e-08,0.025419890880584717,412,753.95,4358.278913974762,-0.15933897,-0.0007134916,0.006028562,885,1812480
1814528,0.0,0.099560544,1.1765875e-08,-0.014068961143493652,390,758.23,4363.245645999908,-0.16523144,-0.0014936686,0.007843195,886,1814528
1816576,0.0,0.087402344,4.0629783e-07,-0.37487149238586426,407,761.07,4368.488425016403,-0.15425363,-0.0030986613,0.0072828447,887,1816576
1818624,0.0,0.111083984,2.9434553e-09,0.06598019599914551,397,763.16,4373.517373800278,-0.1552838,-0.0027130232,0.008759154,888,1818624
1820672,0.0,0.103027344,9.6280335e-09,-0.11239218711853027,389,765.49,4378.671690940857,-0.16168532,-0.006716597,0.01051449,889,1820672
1822720,0.0,0.11630859,2.5787494e-07,-0.14793646335601807,414,766.83,4383.924908399582,-0.15854558,-0.0013167838,0.009782191,890,1822720
1824768,0.0,0.09609375,1.2225625e-07,-0.26680779457092285,415,767.94,4388.864587545395,-0.15180609,-0.0026536144,0.00821624,891,1824768
1826816,0.0,0.097558595,2.423511e-08,0.00278472900390625,416,770.24,4393.789353847504,-0.13901687,-0.0034695342,0.00775344,892,1826816
1828864,0.0,0.07880859,2.532312e-07,0.01625669002532959,406,771.86,4398.711607217789,-0.13742474,-0.0015394351,0.006121774,893,1828864
1830912,0.0,0.10175781,3.0695723e-08,-0.07688724994659424,409,774.6,4403.7468428611755,-0.1331864,-0.004637355,0.008326586,894,1830912
1832960,0.0,0.103076175,6.709754e-08,0.02045416831970215,418,776.92,4408.751749038696,-0.13431776,-0.004324139,0.008510805,895,1832960
1835008,0.0,0.093847655,3.014446e-06,-0.17039954662322998,406,780.77,4413.649510145187,-0.13034119,-0.00067670195,0.008681113,896,1835008
1837056,0.0,0.0809082,3.4131102e-07,-0.16878139972686768,411,784.18,4418.689679861069,-0.1188028,-0.0010247356,0.0066516562,897,1837056
1839104,0.0,0.10073242,2.827041e-08,0.081959068775177,373,787.52,4423.672716140747,-0.11189196,-0.003857872,0.008744273,898,1839104
1841152,0.0,0.087939456,1.7086027e-08,0.23602300882339478,392,787.04,4429.15743470192,-0.11368022,-0.00079422194,0.007287958,899,1841152
1843200,0.0,0.10019531,1.1897816e-08,0.2465624213218689,397,788.85,4434.375110626221,-0.10284088,-0.006329621,0.008032056,900,1843200
1845248,0.0,0.09121094,1.0019127e-08,0.24699634313583374,419,790.2,4439.53518986702,-0.095401175,-0.0044207005,0.010754927,901,1845248
1847296,0.0,0.10644531,1.1731422e-08,0.09589803218841553,403,792.8,4444.418736457825,-0.09843094,-0.0049295104,0.008854369,902,1847296
1849344,0.0,0.110888675,4.8428026e-09,0.19492226839065552,427,795.4,4449.493728876114,-0.09999205,-0.005366166,0.010347496,903,1849344
1851392,0.0,0.10136719,3.6249983e-09,0.31012433767318726,395,794.82,4454.289755344391,-0.09238181,-0.0050553945,0.008057188,904,1851392
1853440,0.0,0.09794922,4.0057408e-08,0.4169500470161438,418,794.68,4459.469213485718,-0.088144585,-0.0019103953,0.008068387,905,1853440
1855488,0.0,0.090625,2.726324e-08,-0.22285521030426025,370,795.72,4464.366870641708,-0.0856713,-0.0017685292,0.007425277,906,1855488
1857536,0.0,0.09287109,1.6179595e-07,-0.021805286407470703,381,798.08,4469.897088289261,-0.07989991,-0.0031566147,0.007608267,907,1857536
1859584,0.0,0.08149414,6.930124e-06,-0.23032450675964355,382,799.2,4475.273871898651,-0.0724795,-0.002191719,0.006322121,908,1859584
1861632,0.0,0.10981445,4.5616506e-09,0.024920403957366943,426,801.85,4480.632615804672,-0.056869507,-0.0048069237,0.008805655,909,1861632
1863680,0.0,0.10688476,2.9811642e-09,0.10478454828262329,419,801.37,4485.437697887421,-0.052415233,-0.0063933246,0.009341555,910,1863680
1865728,0.0,0.087402344,2.4260998e-09,0.12314426898956299,405,801.25,4490.316395998001,-0.054152716,-0.003952298,0.0072400705,911,1865728
1867776,0.0,0.11279297,2.9575995e-09,0.04309391975402832,355,801.31,4495.363461494446,-0.046934567,-0.004766674,0.010799789,912,1867776
1869824,0.0,0.10634766,1.4637915e-09,-0.003792405128479004,412,803.11,4501.120927095413,-0.042542025,-0.0060214754,0.008577738,913,1869824
1871872,0.0,0.11791992,3.4767471e-09,0.015763044357299805,392,801.55,4506.084467172623,-0.038715824,-0.006763677,0.00966238,914,1871872
1873920,0.0,0.09106445,3.2259362e-09,-0.2598220109939575,404,802.27,4511.301673173904,-0.02608009,-0.0027541267,0.0071479985,915,1873920
1875968,0.0,0.124902345,2.0525621e-07,-0.31030726432800293,392,801.77,4516.366487503052,-0.020062309,-0.0045558447,0.010533687,916,1875968
1878016,0.0,0.08964844,9.339349e-07,-0.36585569381713867,403,802.63,4521.5840764045715,-0.02494744,-0.0022400767,0.007735285,917,1878016
1880064,0.0,0.08525391,1.24840325e-08,-0.01463329792022705,387,802.68,4526.65971159935,-0.010219423,-0.0019697226,0.007044644,918,1880064
1882112,0.0,0.10053711,6.653406e-09,0.11192262172698975,404,804.35,4531.940227508545,0.009042077,-0.0017596347,0.008648146,919,1882112
1884160,0.0,0.091357425,4.3183843e-09,0.04412049055099487,401,803.43,4536.999960184097,0.01594596,-0.0019255584,0.007900564,920,1884160
