ep_len_mean,policy_loss,explained_variance,n_updates,time_elapsed,policy_entropy,serial_timesteps,fps,total_timesteps,value_loss,ep_reward_mean,approxkl,clipfrac
177.31,0.0005189437,0.9935777401551604,750,4617.326976060867,1.1334841,1536000,326,1536000,0.9295739,73.46,0.008465898,0.092480466
177.13,-0.0015484258,0.9961107161361724,751,4623.597892045975,1.1310855,1538048,327,1538048,1.222052,73.38,0.0077354433,0.08862305
174.96,-0.0024288497,0.998106227722019,752,4629.861817598343,1.1370429,1540096,329,1540096,0.29958877,71.6,0.006127971,0.07241211
173.66,0.002296489,0.9964937081094831,753,4636.081409215927,1.1372311,1542144,332,1542144,0.8713542,69.91,0.005510472,0.06293945
174.67,0.002270257,0.9974371495191008,754,4642.246988773346,1.1350043,1544192,335,1544192,0.48875675,71.51,0.005775787,0.06933594
173.08,0.00080976274,0.9976875567808747,755,4648.346021652222,1.1194156,1546240,324,1546240,0.3870045,71.04,0.004697661,0.051123045
171.96,0.0018281883,0.9933437439613044,756,4654.651159286499,1.1161239,1548288,329,1548288,1.6401653,69.41,0.0070216493,0.08110352
173.22,-0.0009071663,0.9984591685933992,757,4660.872898340225,1.1114594,1550336,329,1550336,0.26966095,71.34,0.00785332,0.09379883
174.92,0.0012106763,0.9983369312249124,758,4667.095484495163,1.0935196,1552384,330,1552384,0.23852651,72.64,0.0049112523,0.055517577
175.23,0.0014654272,0.9938181880861521,759,4673.296969652176,1.0783541,1554432,328,1554432,1.3339674,72.52,0.0056030657,0.059765626
176.55,0.00036377538,0.9953717389144003,760,4679.535415649414,1.0795758,1556480,328,1556480,1.4924972,73.35,0.006142491,0.07495117
180.09,0.0004072957,0.997755802469328,761,4685.769907236099,1.0738914,1558528,329,1558528,0.5068981,76.33,0.005279511,0.059472658
182.76,0.00023369673,0.9944131495431066,762,4691.982125043869,1.0563534,1560576,333,1560576,1.5647018,78.65,0.0076678405,0.08657227
183.64,-0.0013050642,0.9961501841899008,763,4698.121088981628,1.0534344,1562624,328,1562624,0.8246276,78.52,0.006636615,0.08300781
185.34,0.00029452314,0.9925489723682404,764,4704.358338594437,1.0603431,1564672,327,1564672,2.6486552,79.15,0.0068561495,0.089257814
183.25,0.0006844112,0.9968204910401255,765,4710.605674266815,1.0615997,1566720,331,1566720,0.49723893,75.79,0.00999769,0.118701175
183.26,0.0006919355,0.9954648381099105,766,4716.793153524399,1.0691304,1568768,331,1568768,0.634924,75.08,0.008483572,0.10073242
182.66,0.0004979696,0.9963466187473387,767,4722.9765429496765,1.0779175,1570816,328,1570816,0.7058023,74.5,0.0048718173,0.059326172
183.04,0.0013727207,0.9956200858578086,768,4729.20950627327,1.0913352,1572864,328,1572864,1.1279613,74.61,0.00481375,0.060791016
180.43,-0.00258592,0.9973014928400517,769,4735.447504520416,1.1065457,1574912,325,1574912,0.6494131,71.96,0.0053400174,0.066992186
180.27,0.00083654746,0.9955196962691844,770,4741.743454456329,1.1156482,1576960,331,1576960,1.0813341,71.83,0.0054837833,0.0640625
175.4,0.0011492043,0.9965732912532985,771,4747.918282747269,1.1126478,1579008,337,1579008,0.6851498,67.29,0.0046288176,0.054541014
175.96,0.00017269,0.9948248551227152,772,4753.994483709335,1.1046968,1581056,329,1581056,0.9348338,66.43,0.0052610287,0.059033204
174.63,0.0017614004,0.9966715972404927,773,4760.21204829216,1.094007,1583104,330,1583104,0.45750228,65.7,0.0047450582,0.05
179.25,0.0017774429,0.997191769303754,774,4766.414053201675,1.082338,1585152,327,1585152,1.0570865,70.11,0.003868318,0.041259766
178.54,0.004332228,0.9842924252152443,775,4772.664187669754,1.0817572,1587200,334,1587200,1.0783784,67.43,0.007148601,0.07719727
180.66,0.0010409624,0.9953953605145216,776,4778.799901008606,1.0894732,1589248,331,1589248,0.8672263,68.27,0.004288831,0.05024414
182.46,0.0019917372,0.9966025911271572,777,4784.985483646393,1.0834286,1591296,332,1591296,0.95523465,70.45,0.005958299,0.06601562
183.4,0.0015765863,0.9947358667850494,778,4791.151096582413,1.0857733,1593344,330,1593344,0.99882233,69.46,0.0054219896,0.0647461
183.65,0.0036554202,0.9951899917796254,779,4797.3464114665985,1.0927366,1595392,330,1595392,1.0022712,67.79,0.0073706307,0.084667966
186.62,-0.009410942,0.9981742460513487,780,4803.551364183426,1.1029397,1597440,330,1597440,0.45805597,69.03,0.007945052,0.101660155
191.04,0.0031120838,0.9966052409727126,781,4809.752751588821,1.1213608,1599488,324,1599488,1.1644735,72.65,0.0060373815,0.07402344
193.72,6.2393957e-07,0.9961133024189621,782,4816.057390928268,1.1237782,1601536,325,1601536,0.8993986,73.73,0.0059682117,0.071826175
193.75,-0.00062680326,0.9956420175731182,783,4822.353038787842,1.1195911,1603584,326,1603584,1.5235883,72.45,0.0071239495,0.07768555
195.66,-0.00049788767,0.9975381949916482,784,4828.624618291855,1.1047709,1605632,333,1605632,0.8502819,74.83,0.0056496207,0.0690918
200.73,0.0015028623,0.9963722063694149,785,4834.776176452637,1.0853217,1607680,327,1607680,0.9601901,80.92,0.007024071,0.08149414
200.55,0.0010836958,0.9927813317626715,786,4841.025483608246,1.0824803,1609728,329,1609728,1.5005007,79.85,0.0050220597,0.061083984
199.04,-0.0024506385,0.997476942371577,787,4847.233852863312,1.0788577,1611776,332,1611776,0.52405685,77.68,0.007959736,0.090429686
198.82,-0.0045214035,0.9963836425449699,788,4853.390326976776,1.0878587,1613824,329,1613824,0.70623696,77.33,0.008927553,0.102148436
198.57,0.0039005703,0.9920099014416337,789,4859.605697631836,1.0996698,1615872,330,1615872,1.2064602,78.02,0.0050554634,0.06069336
198.85,-0.0014389477,0.9962573465891182,790,4865.811973571777,1.094507,1617920,330,1617920,0.9400724,79.33,0.0050590998,0.062646486
194.99,0.001454339,0.9888461586087942,791,4872.019362449646,1.092569,1619968,334,1619968,1.5769911,76.98,0.0050985944,0.058984376
193.32,0.0026539885,0.9947076570242643,792,4878.147743701935,1.0962536,1622016,328,1622016,1.366351,75.48,0.0055730864,0.062158205
188.21,-8.3930456e-05,0.9902661135420203,793,4884.389364480972,1.0932391,1624064,330,1624064,1.633012,70.46,0.005889206,0.072070315
185.85,-8.9294044e-05,0.993228429928422,794,4890.603580236435,1.1006498,1626112,325,1626112,1.5533922,68.05,0.0059611923,0.06611328
183.58,-0.00059203873,0.9982653699116781,795,4896.899375677109,1.1030332,1628160,328,1628160,0.3370546,67.64,0.006033863,0.06821289
183.26,-0.0038876515,0.9974219121504575,796,4903.140297651291,1.1045321,1630208,327,1630208,0.5667867,69.17,0.0070004575,0.086035155
182.84,-0.004633798,0.998337805038318,797,4909.404181241989,1.1086788,1632256,330,1632256,0.36578506,70.03,0.0057561207,0.07280274
183.74,-0.00069158553,0.9974087825976312,798,4915.599577188492,1.1030934,1634304,327,1634304,0.6156516,72.61,0.0056325616,0.065820314
182.58,-0.0057348264,0.9950571153312922,799,4921.850595474243,1.1017864,1636352,328,1636352,1.0538272,70.92,0.006440951,0.07836914
183.72,-0.003932993,0.9973081974312663,800,4928.08836555481,1.099973,1638400,330,1638400,0.6657703,72.72,0.0072346805,0.08569336
183.26,0.0006653254,0.9960771482437849,801,4934.293330669403,1.0994872,1640448,336,1640448,0.6750437,72.4,0.0036894404,0.039648436
185.97,0.0017158606,0.994323005899787,802,4940.389060258865,1.095752,1642496,329,1642496,1.3702822,75.38,0.0048297583,0.053857423
187.85,-0.0014283261,0.9973643966950476,803,4946.605581521988,1.0911449,1644544,329,1644544,0.6046175,78.4,0.0047002514,0.059521485
189.0,0.0010634519,0.9947273805737495,804,4952.825790643692,1.0898982,1646592,330,1646592,1.3092978,78.4,0.011569619,0.09311523
191.01,-0.0016765272,0.9969048160128295,805,4959.022118806839,1.0813439,1648640,327,1648640,0.7906598,79.6,0.005000356,0.055273436
189.33,0.0027265188,0.9935761904343963,806,4965.278258562088,1.0708971,1650688,329,1650688,1.4263481,78.16,0.0069970875,0.088085935
189.04,-0.0035338202,0.9962991941720247,807,4971.497401237488,1.0674454,1652736,329,1652736,0.8860485,77.32,0.0062932605,0.07832031
187.48,0.0031583223,0.9446763731539249,808,4977.709552288055,1.0718716,1654784,332,1654784,9.902144,75.28,0.010080654,0.08491211
187.36,0.00449984,0.9936637789942324,809,4983.867712974548,1.0851828,1656832,332,1656832,1.3205603,75.13,0.0072295046,0.06865235
187.79,-0.0025138017,0.967354204505682,810,4990.02996301651,1.0936004,1658880,340,1658880,7.4454713,75.86,0.0079507455,0.08105469
187.06,0.0007159573,0.9919770769774914,811,4996.050641298294,1.1037385,1660928,329,1660928,1.7669878,75.17,0.0050782976,0.05253906
187.39,-0.0001387932,0.9967588332947344,812,5002.277729511261,1.1055217,1662976,331,1662976,0.74115264,74.41,0.00534076,0.059765626
184.84,0.0058835335,0.9297223463654518,813,5008.449848651886,1.1115525,1665024,336,1665024,10.553902,70.56,0.009205798,0.08828125
183.35,0.0031768219,0.990067858248949,814,5014.540610074997,1.1022716,1667072,331,1667072,2.586063,68.69,0.0060399757,0.06938477
184.83,-0.00053142145,0.9952518227510154,815,5020.719936132431,1.0866101,1669120,327,1669120,1.176344,69.48,0.0057799323,0.06918945
187.83,-9.10622e-05,0.9927548998966813,816,5026.97066783905,1.073745,1671168,328,1671168,1.9358513,71.42,0.0044934726,0.047314454
186.73,-9.502895e-06,0.9983942202525213,817,5033.211773395538,1.063433,1673216,330,1673216,0.2514225,71.07,0.0047028507,0.05605469
186.28,-0.0006276705,0.9951954642310739,818,5039.411760091782,1.0631893,1675264,329,1675264,0.63563,70.91,0.008295605,0.09321289
188.73,-0.0012103225,0.9950444530695677,819,5045.625,1.0523194,1677312,324,1677312,1.7672809,74.34,0.006017833,0.071875
185.83,0.0031517316,0.9961085312534124,820,5051.9406616687775,1.0496206,1679360,340,1679360,0.34018385,69.3,0.0040186057,0.046875
184.39,0.002379515,0.9917426444590092,821,5057.958956956863,1.0516104,1681408,329,1681408,1.4843433,68.01,0.004941492,0.057910156
185.97,-0.0045480444,0.9945832495577633,822,5064.175169229507,1.0512367,1683456,328,1683456,1.2675339,71.71,0.0061046192,0.0769043
187.63,0.001389271,0.993799795396626,823,5070.40282869339,1.0527599,1685504,329,1685504,1.2384344,72.85,0.0054839114,0.06640625
185.78,-0.00029991096,0.9960731160826981,824,5076.621699094772,1.0511407,1687552,331,1687552,0.6504544,70.85,0.007816719,0.093164064
181.58,-0.0021346603,0.9929497055709362,825,5082.80902671814,1.0531423,1689600,333,1689600,1.0033095,66.57,0.009997318,0.12226562
181.2,0.00058708125,0.9911422347649932,826,5088.954580068588,1.0441859,1691648,329,1691648,1.6299654,65.79,0.007766074,0.07192383
182.61,-0.0001427349,0.9965059636160731,827,5095.170495510101,1.0348341,1693696,329,1693696,0.7655028,67.58,0.007635155,0.09082031
179.2,0.0014428868,0.9897610899060965,828,5101.395062685013,1.0399538,1695744,333,1695744,1.5923979,63.71,0.010221421,0.11328125
182.31,-0.0017013674,0.9964099496137351,829,5107.546055316925,1.0471637,1697792,333,1697792,1.1239316,69.36,0.0057807066,0.07495117
184.37,0.002507171,0.9962205453775823,830,5113.685910701752,1.0402366,1699840,333,1699840,0.92656326,72.74,0.0033918459,0.03652344
183.28,-0.0007469063,0.9924082262441516,831,5119.832739830017,1.0413487,1701888,327,1701888,1.5072488,72.22,0.005675317,0.0675293
184.89,-0.0015770079,0.9932278585620224,832,5126.084655284882,1.0354569,1703936,327,1703936,2.3381782,73.31,0.006510184,0.07875977
184.73,-0.0010173828,0.9935993617400527,833,5132.336669206619,1.0309416,1705984,332,1705984,1.3950198,71.71,0.008623125,0.09287109
185.92,0.0021056146,0.9969417150132358,834,5138.503648042679,1.0313765,1708032,328,1708032,0.5613127,73.31,0.0047966903,0.052978516
186.96,0.0009942888,0.9960684259422123,835,5144.742881059647,1.0230535,1710080,329,1710080,1.1085942,75.52,0.00467555,0.052001953
188.62,0.0006299555,0.9915965907275677,836,5150.968729257584,1.0241137,1712128,327,1712128,2.2524683,75.62,0.008327437,0.089697264
188.37,-0.0017477091,0.997631706064567,837,5157.219028949738,1.026204,1714176,337,1714176,0.30994204,75.04,0.0057499157,0.07124023
187.44,0.00042531034,0.9952094769105315,838,5163.296461820602,1.0218875,1716224,334,1716224,1.3016969,73.29,0.0031636166,0.03354492
189.47,0.00040039202,0.9965053340420127,839,5169.425341129303,1.014037,1718272,330,1718272,1.1212355,75.15,0.0050997837,0.05644531
191.42,-0.0034833308,0.9963730673771352,840,5175.622661352158,0.99733734,1720320,330,1720320,1.2590523,77.44,0.0068914243,0.08540039
189.98,-0.0020285337,0.9963291478343308,841,5181.830017566681,0.99433887,1722368,327,1722368,1.0146545,77.3,0.010293035,0.12788086
191.31,0.002383172,0.9973891607951373,842,5188.087428331375,1.0023069,1724416,333,1724416,0.45138755,79.8,0.006993375,0.08344726
192.32,0.0027841465,0.9966252779122442,843,5194.238933801651,0.9989462,1726464,333,1726464,0.9208487,81.32,0.006837719,0.07626953
193.39,0.0042703175,0.9532108567655087,844,5200.386785507202,0.98878765,1728512,331,1728512,11.46594,80.53,0.00851782,0.07421875
192.86,0.0015361106,0.9965100297704339,845,5206.560256719589,0.9965312,1730560,332,1730560,0.95725745,81.08,0.009310052,0.099169925
193.69,0.0006700782,0.9976530615240335,846,5212.715548992157,0.9836734,1732608,332,1732608,0.44938406,83.11,0.006668797,0.076367185
193.38,0.0018349111,0.9632032848894596,847,5218.879140377045,0.9701766,1734656,342,1734656,7.657972,83.04,0.010413502,0.095263675
188.42,-0.00082939334,0.9227712899446487,848,5224.865472078323,0.97050285,1736704,339,1736704,22.431263,79.38,0.0071450747,0.074560545
183.44,-0.0029198849,0.9549617506563663,849,5230.902353048325,0.97612727,1738752,332,1738752,11.958665,73.52,0.007422019,0.08120117
180.61,0.003645711,0.9818044099956751,850,5237.057703495026,0.98354167,1740800,334,1740800,4.9209394,69.55,0.006149134,0.06347656
179.51,-0.0027590317,0.9782299064099789,851,5243.189826488495,0.9903839,1742848,336,1742848,4.2499933,67.15,0.0074064797,0.07509766
177.97,-0.00082877296,0.9969914043322206,852,5249.27215385437,0.9793213,1744896,330,1744896,0.48732728,67.07,0.008545721,0.0921875
177.81,-0.0021111213,0.9954913761466742,853,5255.479295492172,0.9823445,1746944,330,1746944,1.0321195,66.81,0.009215482,0.11166992
176.1,-0.00046236027,0.9907045792788267,854,5261.669212341309,0.98683816,1748992,332,1748992,2.452527,63.79,0.0067046145,0.07075195
177.66,-0.00014644499,0.9899207055568695,855,5267.822130918503,0.98516285,1751040,340,1751040,2.4401712,65.32,0.007733808,0.08334961
179.42,0.0014421592,0.9928254503756762,856,5273.841858386993,0.9829931,1753088,331,1753088,1.5032218,66.97,0.0037836258,0.041308593
179.64,0.0003807071,0.99644600530155,857,5280.027639389038,0.9820234,1755136,332,1755136,0.5126129,64.96,0.0052692993,0.06479492
180.36,-0.0016038619,0.993441894184798,858,5286.184534788132,0.9860465,1757184,331,1757184,1.0467829,65.97,0.008850121,0.09370117
179.92,0.00040478018,0.9932292769663036,859,5292.37237906456,0.99437344,1759232,330,1759232,1.3319405,66.29,0.0052922685,0.062304687
181.51,0.000750678,0.9955694568343461,860,5298.5678288936615,0.99928904,1761280,331,1761280,1.0690558,69.25,0.0073626996,0.088378906
185.49,-0.00023127375,0.99563052598387,861,5304.742194652557,0.9908519,1763328,329,1763328,1.188314,72.59,0.006363827,0.0734375
186.24,-5.3833297e-05,0.9980197211261839,862,5310.953917980194,0.97524726,1765376,326,1765376,0.57508564,74.17,0.006787847,0.07675781
187.69,0.0008516607,0.9988985208328813,863,5317.225089550018,0.9608203,1767424,338,1767424,0.2032383,74.41,0.0057029957,0.06967773
188.67,-0.002415508,0.9827548619359732,864,5323.282684326172,0.9653737,1769472,334,1769472,1.9367025,73.72,0.006103101,0.07602539
190.67,0.0005073814,0.9908810239285231,865,5329.411454677582,0.97214556,1771520,329,1771520,2.61029,72.13,0.0048528058,0.054736327
193.2,-0.0046240306,0.9979669328313321,866,5335.629236698151,0.9595817,1773568,331,1773568,0.5277487,75.66,0.006106038,0.07470703
197.2,0.0003196005,0.9965298778843135,867,5341.8102395534515,0.9455434,1775616,331,1775616,0.88190955,77.9,0.006181896,0.069970705
200.5,0.0018360389,0.9949249727651477,868,5347.995560407639,0.9474491,1777664,326,1777664,0.94662845,79.44,0.004145069,0.04501953
203.44,-0.00022563194,0.9973385462071747,869,5354.269227266312,0.93962306,1779712,330,1779712,0.8334034,80.49,0.0072866394,0.08530273
204.79,0.0011598072,0.9966634109150618,870,5360.466915607452,0.9136098,1781760,330,1781760,0.53882706,81.21,0.0062375898,0.07001953
202.51,-0.0012310854,0.9967963029630482,871,5366.668610572815,0.89585936,1783808,338,1783808,0.6807595,78.56,0.004202407,0.043017577
202.03,-0.0023867146,0.9921330353245139,872,5372.725361585617,0.8802942,1785856,333,1785856,2.3340697,76.93,0.0069593424,0.07875977
201.45,0.002070472,0.9911905713379383,873,5378.876180410385,0.87614393,1787904,329,1787904,3.12119,78.14,0.0046175374,0.054052733
204.69,-0.0005616747,0.9895980916917324,874,5385.102051734924,0.881501,1789952,330,1789952,3.7622972,82.91,0.008759329,0.099853516
202.75,0.0017006708,0.9916197089478374,875,5391.310085535049,0.8768182,1792000,331,1792000,2.183307,83.64,0.004810518,0.056005858
198.03,-0.000160164,0.9842647686600685,876,5397.501797676086,0.86832875,1794048,336,1794048,2.6523752,79.29,0.008912109,0.09335937
198.13,0.002049183,0.9942921022884548,877,5403.584203720093,0.8620054,1796096,332,1796096,1.6478364,79.01,0.0048202467,0.058007814
196.14,-0.0025315834,0.9925224203616381,878,5409.742677927017,0.86241084,1798144,335,1798144,2.0530205,77.25,0.0074625635,0.08686523
194.99,0.0025836388,0.9920711014419794,879,5415.846116304398,0.864217,1800192,342,1800192,1.590536,75.93,0.0067204973,0.07392578
198.42,0.00026490894,0.994539262726903,880,5421.822891712189,0.8609603,1802240,333,1802240,0.97277653,76.65,0.0061829584,0.074072264
199.35,-0.0008355834,0.9921672949567437,881,5427.973133802414,0.8619935,1804288,333,1804288,1.8226668,77.02,0.0070399093,0.072314456
197.15,0.001491958,0.9950734307058156,882,5434.113104581833,0.86693937,1806336,332,1806336,0.49840993,70.75,0.007333081,0.08920898
196.11,-0.0046150717,0.9953461978584528,883,5440.282287359238,0.86765987,1808384,327,1808384,0.71666074,66.07,0.008623341,0.097314455
195.47,-0.00030419198,0.9915594970807433,884,5446.530894756317,0.8640753,1810432,332,1810432,0.984863,62.64,0.0056921015,0.06665039
199.39,-0.0013963268,0.9973471974954009,885,5452.688384771347,0.85447156,1812480,330,1812480,0.35678613,62.92,0.006940151,0.07890625
204.32,-0.0044102436,0.9750742688775063,886,5458.88215637207,0.84392244,1814528,331,1814528,7.3004785,65.62,0.018194498,0.079833984
205.86,0.00036474314,0.9954310161992908,887,5465.061670541763,0.84810793,1816576,336,1816576,1.4996818,65.94,0.0058703325,0.07050781
212.68,0.0019578391,0.9948172057047486,888,5471.158873319626,0.84710777,1818624,330,1818624,2.2575774,71.25,0.004737287,0.054736327
214.42,0.002758266,0.9955350845120847,889,5477.353490114212,0.82951576,1820672,333,1820672,0.8991165,71.59,0.006182431,0.07084961
214.87,0.0018474894,0.9969924842007458,890,5483.502576351166,0.8302779,1822720,333,1822720,0.331106,71.03,0.010996209,0.11347656
217.14,-0.0024171595,0.9968731943517923,891,5489.654482126236,0.8348759,1824768,333,1824768,0.8007761,71.71,0.008488747,0.10458984
220.36,0.00026479218,0.9940935848280787,892,5495.7907819747925,0.8300583,1826816,333,1826816,1.5640647,73.01,0.0049810437,0.06123047
223.37,0.0016893197,0.9975840819533914,893,5501.9415192604065,0.83930653,1828864,333,1828864,0.4944541,76.38,0.008952227,0.10258789
224.66,0.0022432483,0.9641660787165165,894,5508.078736066818,0.8510702,1830912,340,1830912,5.237834,75.57,0.013701673,0.1265625
225.83,0.0006424619,0.9967800702434033,895,5514.088150978088,0.8490604,1832960,332,1832960,0.6134465,77.2,0.0052129054,0.06254883
226.25,-0.0049871877,0.978151224553585,896,5520.257068872452,0.847531,1835008,333,1835008,6.5145674,79.8,0.0090478,0.095703125
224.55,0.00013790597,0.991600701585412,897,5526.407423257828,0.8418895,1837056,330,1837056,1.4689268,77.84,0.010069385,0.10048828
220.4,-0.00061011565,0.9875106420367956,898,5532.602402210236,0.84049064,1839104,332,1839104,2.78619,73.9,0.0077048154,0.079882815
217.59,0.0017308027,0.9947626078501344,899,5538.755008935928,0.82196105,1841152,330,1841152,0.84666955,71.29,0.0069129937,0.07519531
217.13,0.0019021295,0.9943827092647552,900,5544.958065509796,0.8121792,1843200,328,1843200,1.6355431,71.22,0.005021346,0.05683594
218.86,-0.0006978153,0.9946322813630104,901,5551.204268455505,0.8083811,1845248,333,1845248,1.5905378,77.14,0.005800938,0.06821289
218.75,-0.0005601022,0.9961969533469528,902,5557.339197635651,0.78328556,1847296,336,1847296,1.179987,77.24,0.0070263855,0.08671875
215.83,0.0023081182,0.991832509636879,903,5563.433123826981,0.7780239,1849344,327,1849344,1.423879,76.19,0.005761835,0.068310544
213.53,0.0043217596,0.9975415579974651,904,5569.683172702789,0.79172933,1851392,328,1851392,0.4085695,76.14,0.009456657,0.103076175
216.02,-0.00019028052,0.9953864240087569,905,5575.922274112701,0.80763894,1853440,334,1853440,1.3779628,80.88,0.0077459738,0.09790039
215.11,-0.0017752436,0.9901343518868089,906,5582.040243387222,0.82910955,1855488,332,1855488,1.6674045,80.8,0.0061230855,0.07084961
214.69,0.0011390775,0.9974145088344812,907,5588.196126937866,0.84416705,1857536,333,1857536,0.38434073,80.89,0.0056992853,0.0652832
216.64,0.0014599457,0.9960886957123876,908,5594.331938743591,0.8532535,1859584,329,1859584,1.0806992,82.81,0.006681036,0.082128905
216.09,-0.0035216406,0.9959741658531129,909,5600.552484989166,0.84277993,1861632,337,1861632,0.8792944,81.89,0.0063946173,0.07973633
217.24,-0.0014217613,0.994051979854703,910,5606.622148275375,0.83747417,1863680,328,1863680,1.6070954,82.82,0.0055748904,0.0659668
212.21,0.0016137384,0.9974210048094392,911,5612.86187338829,0.84622496,1865728,334,1865728,0.33729464,77.32,0.0061393594,0.07148437
212.36,0.00046647302,0.9958723704330623,912,5618.9925718307495,0.85000336,1867776,325,1867776,0.77418506,75.26,0.0066449023,0.07485352
210.9,0.0043035382,0.9938060822896659,913,5625.295112609863,0.8407968,1869824,329,1869824,1.4548022,72.98,0.007706656,0.09086914
212.17,-0.0022980089,0.9943944090045989,914,5631.504914999008,0.83149844,1871872,331,1871872,0.91044444,72.48,0.007058318,0.08344726
209.84,0.00057174417,0.9956280197948217,915,5637.694151163101,0.8318297,1873920,330,1873920,1.0104303,69.6,0.005207419,0.06225586
210.74,0.0013150902,0.994140462949872,916,5643.887614965439,0.84077775,1875968,335,1875968,1.5766141,73.12,0.0055010384,0.06503906
209.93,-0.001147629,0.9984027448808774,917,5649.997573852539,0.8411414,1878016,331,1878016,0.4212195,74.13,0.007867791,0.09267578
209.76,-0.0065145036,0.9948563119396567,918,5656.183702468872,0.82929343,1880064,328,1880064,1.5271622,74.69,0.009091668,0.111523435
208.49,0.0018794655,0.985171071253717,919,5662.420477628708,0.8229617,1882112,327,1882112,2.6110566,71.57,0.005527181,0.06713867
205.61,0.001745102,0.986187893897295,920,5668.684052705765,0.8348338,1884160,335,1884160,1.7167841,69.51,0.009657971,0.11015625
208.37,0.0009525372,0.9836629126220942,921,5674.791110277176,0.83839524,1886208,329,1886208,3.7978072,71.04,0.007448503,0.086279295
206.94,0.0013749909,0.9908924037590623,922,5681.007593631744,0.83627576,1888256,333,1888256,1.8216801,71.7,0.0043280395,0.045898438
205.47,-0.0036134378,0.9777230471372604,923,5687.1425268650055,0.8480519,1890304,340,1890304,5.21921,71.62,0.014901072,0.10522461
203.18,0.00022039586,0.9551319405436516,924,5693.159272193909,0.85815275,1892352,334,1892352,8.641878,72.38,0.008142487,0.07504883
202.38,-0.0014916296,0.9909955393522978,925,5699.275650262833,0.86016095,1894400,327,1894400,1.9769083,71.18,0.006864282,0.08139648
203.06,0.0020261877,0.9843602869659662,926,5705.526566028595,0.8654932,1896448,324,1896448,2.945168,70.32,0.0055740466,0.06547852
201.47,0.0015762616,0.9901342559605837,927,5711.846414089203,0.8766118,1898496,329,1898496,1.9491551,66.44,0.01131217,0.13227539
199.66,0.00086888473,0.9945327681489289,928,5718.065363407135,0.8786728,1900544,327,1900544,1.1720111,64.04,0.0064405343,0.07026367
200.53,0.00012013277,0.9928554245270789,929,5724.314614057541,0.87226427,1902592,325,1902592,2.015799,67.31,0.0049419478,0.058251955
203.6,-0.0013072232,0.995866222307086,930,5730.601180076599,0.8735714,1904640,325,1904640,0.9866068,70.86,0.0060614906,0.07011719
199.97,-0.0011153872,0.9924380159936845,931,5736.890490531921,0.8787993,1906688,333,1906688,1.7017943,68.64,0.012941571,0.13662109
200.13,-0.00020796878,0.9855077126994729,932,5743.029449939728,0.8907626,1908736,330,1908736,4.0720563,68.15,0.007911875,0.085839845
202.01,0.0022077211,0.9507418014109135,933,5749.220166921616,0.8954946,1910784,331,1910784,11.031279,70.31,0.009935172,0.088330075
201.2,0.0003622191,0.9351062104105949,934,5755.397290229797,0.8994169,1912832,335,1912832,17.830795,69.06,0.007678839,0.086279295
200.18,-0.00075299863,0.9753857813775539,935,5761.511818885803,0.9020567,1914880,330,1914880,5.5111365,69.58,0.0067547834,0.07993164
199.99,-0.0032875575,0.8693227916955948,936,5767.719239234924,0.9072224,1916928,339,1916928,25.554865,68.02,0.0070235855,0.07807617
200.5,-0.0020649165,0.9919861685484648,937,5773.74539399147,0.9083392,1918976,328,1918976,2.2802079,71.05,0.009555723,0.10478516
199.45,-9.02496e-05,0.9940531169995666,938,5779.989732265472,0.90542537,1921024,334,1921024,1.1328514,68.11,0.012621328,0.12084961
198.89,0.0047109355,0.9899544036015868,939,5786.113270044327,0.9120628,1923072,340,1923072,2.1143773,67.4,0.008979009,0.08530273
199.93,0.002728158,0.994793095625937,940,5792.135148525238,0.9328206,1925120,327,1925120,1.117774,66.33,0.007431551,0.084423825
199.38,0.0015075307,0.9934355295263231,941,5798.387501955032,0.93280303,1927168,329,1927168,1.529293,66.24,0.005483066,0.064404294
199.76,-0.0030682678,0.9953950606286526,942,5804.603040456772,0.9349512,1929216,329,1929216,0.92027843,67.4,0.0064029894,0.08232422
200.39,0.002841297,0.9962770531419665,943,5810.822643995285,0.9416567,1931264,329,1931264,0.6562716,67.3,0.006853485,0.075976565
203.56,-0.0022570665,0.9938933406956494,944,5817.031647443771,0.91910326,1933312,327,1933312,2.3608072,70.91,0.0058304733,0.06894531
204.92,-0.0008273801,0.9945420678704977,945,5823.281592607498,0.8966354,1935360,328,1935360,1.3938324,72.41,0.0065073348,0.07978515
207.24,0.0014746159,0.9950697687454522,946,5829.514035463333,0.8940784,1937408,329,1937408,1.1863992,74.51,0.007534611,0.0909668
207.05,-0.0012727317,0.9892891114577651,947,5835.735137462616,0.9058918,1939456,341,1939456,1.8330171,72.38,0.006731016,0.07890625
205.12,0.00028706025,0.99420643504709,948,5841.74162197113,0.917014,1941504,330,1941504,1.0793133,73.0,0.0065183425,0.080322266
206.31,-0.0004942515,0.9965068260207772,949,5847.947869777679,0.9110755,1943552,327,1943552,0.9330676,74.81,0.0062297774,0.07646485
206.11,0.0031971398,0.9943342828191817,950,5854.2082397937775,0.9079126,1945600,332,1945600,1.5438488,78.08,0.0067554163,0.07861328
204.64,0.000768695,0.9733456149697304,951,5860.3847188949585,0.9139385,1947648,334,1947648,7.28347,77.66,0.010015696,0.09887695
203.63,-0.0005769081,0.9922682787291706,952,5866.508935213089,0.9160247,1949696,332,1949696,1.627725,76.22,0.01027851,0.10498047
