approxkl,time_elapsed,policy_loss,ep_len_mean,policy_entropy,total_timesteps,serial_timesteps,n_updates,fps,ep_reward_mean,explained_variance,clipfrac,value_loss
0.002920668,92.66148805618286,0.00014006921,1063.5,1.4450252,28672,28672,14,282,211.27107946153848,0.2212870717048645,0.02446289,1.9445477
0.0026681689,99.92260217666626,-0.0014672743,1099.962962962963,1.4357198,30720,30720,15,288,217.00313129629632,0.05496406555175781,0.022753906,1.7852055
0.0021157998,107.02952814102173,-0.0013034809,1133.8214285714287,1.4341137,32768,32768,16,296,222.79805475000003,-0.18604707717895508,0.015380859,1.6697371
0.005476254,113.93452310562134,-0.0051882355,1165.344827586207,1.4384699,34816,34816,17,293,228.6631546896552,-0.18282008171081543,0.06660156,1.6691233
0.00404173,120.92564272880554,-0.0019632792,1194.7666666666667,1.4391451,36864,36864,18,286,234.1660941666667,0.07728391885757446,0.044384766,1.5084703
0.002975938,128.07138919830322,-0.0005990634,1222.2903225806451,1.4306638,38912,38912,19,290,239.80038564516133,0.3264596462249756,0.025634766,2.0453734
0.005516355,135.128671169281,-0.0057121487,1248.09375,1.427336,40960,40960,20,304,246.31134081250002,0.31247711181640625,0.07290039,1.9703268
0.0047134333,141.85178470611572,-0.0028768382,1272.3333333333333,1.4262215,43008,43008,21,288,251.98071445454545,0.4204002618789673,0.056640625,1.6120396
0.0022829876,148.9507143497467,-0.0007330776,1295.1470588235295,1.4228938,45056,45056,22,298,257.46757435294114,0.24838989973068237,0.021875,1.957783
0.0031642031,155.81866192817688,-0.001518416,1316.6571428571428,1.4288831,47104,47104,23,305,263.15973788571426,0.35545676946640015,0.03261719,1.5689888
0.0033455254,162.52060055732727,-0.00080788584,1336.9722222222222,1.4232152,49152,49152,24,304,268.6542742222222,0.4577067494392395,0.03251953,1.4886568
0.0026586673,169.2495720386505,-0.00060055096,1356.1891891891892,1.4193625,51200,51200,25,289,274.07881872972973,0.062346696853637695,0.026855469,1.3007689
0.005316968,176.33690547943115,-0.0012931221,1374.3947368421052,1.4204309,53248,53248,26,293,279.1063265263158,0.23362892866134644,0.06196289,1.204348
0.004001399,183.31893658638,-0.0011106966,1391.6666666666667,1.4256289,55296,55296,27,287,283.6546904871795,0.28075653314590454,0.046679687,1.3071351
0.0047926744,190.4327244758606,-0.002606792,1408.075,1.4264587,57344,57344,28,288,288.38041745,0.3890027403831482,0.057177734,1.2503067
0.0027823183,197.54128575325012,-0.0030813771,1423.6829268292684,1.4269153,59392,59392,29,283,292.49194187804875,0.6503959596157074,0.028222656,1.0887289
0.0062237415,204.75692701339722,-0.0042521013,1438.547619047619,1.4305625,61440,61440,30,284,296.5462669285714,0.5350784659385681,0.07885742,1.134401
0.0038088053,211.95178842544556,-0.0029736573,1444.2325581395348,1.4312327,63488,63488,31,288,298.10008876744183,0.8555688709020615,0.04169922,0.79286456
0.0033392564,219.05560541152954,-0.002161273,1444.7555555555555,1.4383942,65536,65536,32,292,298.02019277777777,0.9023721069097519,0.032324217,0.68895113
0.0030893474,226.04807901382446,-0.0017341913,1429.4130434782608,1.4354172,67584,67584,33,292,294.7412233913043,0.9180444106459618,0.031054687,0.5515622
0.0028836527,233.05042934417725,0.00019153464,1439.1875,1.4283589,69632,69632,34,288,295.58523912500004,0.914195641875267,0.024267578,0.47889298
0.0049947593,240.15632104873657,-0.0019405462,1443.0,1.4218286,71680,71680,35,297,296.0094654081633,0.8988277390599251,0.05834961,0.48726282
0.003104714,247.04294204711914,-0.0019761934,1437.5098039215686,1.4210321,73728,73728,36,305,294.5403288431373,0.9042392149567604,0.029443359,0.6140725
0.0044884416,253.75472116470337,-0.0019023905,1449.25,1.425293,75776,75776,37,289,296.9486298076923,0.843540221452713,0.05053711,0.80701005
0.0032548148,260.83023047447205,-0.0035134417,1460.5471698113208,1.4073993,77824,77824,38,279,300.33036356603776,0.44163209199905396,0.029296875,1.381341
0.0042909733,268.15677785873413,-0.0021524203,1458.2222222222222,1.3929626,79872,79872,39,289,300.57986120370373,0.7642081081867218,0.047558594,0.8851663
0.003070135,275.24225306510925,-0.0019146746,1468.9454545454546,1.3857147,81920,81920,40,284,304.1417626545454,0.4016754627227783,0.029296875,1.2979186
0.00406509,282.45140981674194,-0.0012375327,1479.2857142857142,1.3906287,83968,83968,41,288,308.13494169642854,0.1254940629005432,0.04868164,1.2705504
0.005220185,289.55846309661865,-0.0034065866,1489.2631578947369,1.4075949,86016,86016,42,281,311.5393444736842,0.19742703437805176,0.06645508,0.92166245
0.0029425484,296.8424000740051,-0.00080699695,1498.896551724138,1.4076723,88064,88064,43,288,314.5817505,0.2554473280906677,0.032714844,0.988746
0.0043241424,303.94947719573975,-0.00029574722,1508.2033898305085,1.4144493,90112,90112,44,283,317.96319171186434,0.0010722875595092773,0.051513672,1.0683542
0.0022147205,311.16356563568115,0.00013456258,1517.2,1.4179938,92160,92160,45,263,321.55885405,0.1124715805053711,0.018701172,1.2727486
0.0027079312,318.95012974739075,-6.260942e-05,1525.9016393442623,1.422666,94208,94208,46,293,325.5759561639344,0.02823352813720703,0.026953125,1.3042283
0.0023637656,325.9369225502014,-0.0008330153,1534.3225806451612,1.4230483,96256,96256,47,288,329.5681373387096,0.02192467451095581,0.020458985,1.3430526
0.0042876177,333.03737926483154,-0.0029672575,1542.4761904761904,1.4170601,98304,98304,48,284,333.12739774603176,0.047118425369262695,0.048046876,1.3611935
0.0017663166,340.24754643440247,4.6306097e-05,1550.375,1.4091185,100352,100352,49,289,336.924231734375,-0.006220579147338867,0.012011719,1.3469641
0.0027680253,347.31973671913147,-0.0010556296,1558.0307692307692,1.4046946,102400,102400,50,288,340.19725773846153,0.039557456970214844,0.026220703,1.2194657
0.004233041,354.4212908744812,-0.0014283548,1565.4545454545455,1.4137933,104448,104448,51,295,343.1572523787879,0.005560398101806641,0.04765625,1.2153443
0.00249619,361.35885405540466,-0.0011791077,1572.6567164179105,1.4202604,106496,106496,52,296,346.10476843283584,0.06395548582077026,0.02211914,1.1826408
0.0036034442,368.2637825012207,-0.0014186634,1579.6470588235295,1.4260378,108544,108544,53,302,348.93151705882354,-0.008459925651550293,0.039355468,1.194156
0.0023837765,375.0403220653534,-0.00069376983,1586.4347826086957,1.4472504,110592,110592,54,305,351.49716811594203,-0.011574029922485352,0.023828125,1.2515755
0.0043233153,381.7471225261688,-0.001959233,1593.0285714285715,1.4722931,112640,112640,55,292,354.00513060000003,0.06710809469223022,0.04482422,1.1707144
0.0037435926,388.75241255760193,-0.0017791236,1599.4366197183099,1.4934361,114688,114688,56,288,356.52558295774645,0.03327643871307373,0.043945312,1.2894734
0.003915368,395.84375977516174,-0.0018090891,1605.6666666666667,1.4956491,116736,116736,57,305,358.8126990972222,0.027552366256713867,0.042138673,1.2062508
