serial_timesteps,ep_reward_mean,ep_len_mean,policy_loss,approxkl,value_loss,policy_entropy,total_timesteps,clipfrac,n_updates,fps,time_elapsed,explained_variance
2336768,1651.1211728399999,1732.22,-0.0030800542,0.0014743231,14.858831,6.8353424,2336768,0.014160156,1141,299,7880.9864501953125,0.2957437038421631
2338816,1659.2690065699999,1741.1,-0.003987451,0.0020312932,15.734965,6.838572,2338816,0.020019531,1142,301,7887.817950725555,0.2944212555885315
2340864,1658.9584726699998,1741.1,-0.0021629133,0.0016422911,18.125868,6.8488235,2340864,0.017431641,1143,299,7894.620391368866,0.06287491321563721
2342912,1664.4898451099998,1746.79,-0.0013671167,0.001049899,32.604992,6.8617454,2342912,0.009814453,1144,300,7901.460821628571,0.1785096526145935
2344960,1664.33872074,1746.79,-0.00032776568,0.0015979897,18.22775,6.8656797,2344960,0.015820313,1145,297,7908.287643909454,0.04851049184799194
2347008,1654.50951204,1736.93,-0.003818246,0.001583446,10.924369,6.8655167,2347008,0.016845703,1146,297,7915.172147035599,0.6099786162376404
2349056,1651.90293261,1734.3,-0.0009769712,0.0009852403,16.396706,6.861661,2349056,0.009228515,1147,298,7922.066024780273,0.23176580667495728
2351104,1651.8095336899999,1734.3,-0.00043468457,0.0012334912,18.267168,6.8558435,2351104,0.009570313,1148,298,7928.925617933273,0.03138858079910278
2353152,1651.6982664799998,1734.3,-0.00084834325,0.0006554379,17.146759,6.855963,2353152,0.0046875,1149,299,7935.795420885086,0.18320494890213013
2355200,1651.3481183600002,1734.3,-0.00060115755,0.0007965268,18.352526,6.8729653,2355200,0.0063476562,1150,295,7942.633034467697,0.09277421236038208
2357248,1644.4953479800004,1727.45,-0.0009960129,0.0008519708,32.825897,6.8946333,2357248,0.0072753904,1151,298,7949.566992759705,0.19973105192184448
2359296,1644.27054413,1727.45,-0.0007706222,0.00087636604,18.600481,6.912339,2359296,0.00834961,1152,300,7956.432983875275,0.03018367290496826
2361344,1644.3209132200004,1727.45,-0.00068492035,0.0012875821,18.71249,6.920521,2361344,0.012402344,1153,299,7963.24490237236,0.048624634742736816
2363392,1644.5116948099999,1727.45,-0.0013957734,0.00060613186,18.135307,6.927167,2363392,0.0031738281,1154,297,7970.083651781082,0.036013901233673096
2365440,1639.8352907400001,1722.38,-0.0017260587,0.0015491833,16.794987,6.921266,2365440,0.012109375,1155,300,7976.967867851257,0.2036188840866089
2367488,1638.8935600899997,1721.33,-0.0013982563,0.000759532,17.766994,6.9017057,2367488,0.0064941407,1156,299,7983.795679569244,0.1527014970779419
2369536,1620.106783,1701.52,-0.0017841998,0.00028893253,28.076258,6.8904853,2369536,0.001171875,1157,297,7990.644979953766,0.40558433532714844
2371584,1620.26052226,1701.52,-0.0007240047,0.001614989,17.81717,6.8873367,2371584,0.014892578,1158,292,7997.523497581482,0.11768311262130737
2373632,1620.07936565,1701.52,2.9871584e-05,0.0008087166,18.354515,6.890695,2373632,0.0064941407,1159,294,8004.521424293518,0.06738102436065674
2375680,1633.8246773299998,1715.76,-0.0035490661,0.0026712664,15.66598,6.893444,2375680,0.03203125,1160,290,8011.472113132477,0.2467939257621765
2377728,1634.25336816,1716.86,-0.0005577885,0.00056735246,35.282066,6.890008,2377728,0.0047851563,1161,295,8018.514174222946,0.10861670970916748
2379776,1634.4388282000002,1716.86,-0.00014597435,0.0006126417,18.82534,6.885418,2379776,0.0040527345,1162,294,8025.450918197632,0.009443163871765137
2381824,1621.3862723700004,1702.93,-0.0021530038,0.00086520787,13.547109,6.8859076,2381824,0.0076660155,1163,295,8032.411683559418,0.43823879957199097
2383872,1605.41630588,1686.41,-0.0014717855,0.000679655,28.1722,6.880497,2383872,0.004003906,1164,298,8039.3468708992,0.414021372795105
2385920,1605.67973211,1686.41,-0.0019716755,0.0019326344,18.984997,6.875211,2385920,0.021142578,1165,296,8046.211940765381,0.056652605533599854
2387968,1618.0801753300004,1699.57,-0.0034214365,0.0024889659,17.565739,6.872364,2387968,0.028955078,1166,300,8053.113730669022,0.11653441190719604
2390016,1635.9890167600001,1718.37,-0.0022082897,0.0019976352,19.14149,6.8668923,2390016,0.023046875,1167,299,8059.932342529297,-0.0042896270751953125
2392064,1621.6479705999998,1703.39,-0.0020019743,0.001760068,30.557392,6.8542404,2392064,0.016357422,1168,298,8066.762231588364,0.2642000913619995
2394112,1613.6910650599998,1695.57,-0.00039869337,0.0008086165,18.24516,6.8413606,2394112,0.0058105467,1169,299,8073.616169929504,0.09722548723220825
2396160,1613.3928929900003,1695.57,-0.004488497,0.0019640264,17.860817,6.849786,2396160,0.025634766,1170,298,8080.465689659119,0.11030352115631104
2398208,1613.4104835700002,1695.57,-0.0006147245,0.0014194436,17.950766,6.8549523,2398208,0.014941406,1171,298,8087.323774814606,0.11018246412277222
2400256,1618.4058521800002,1701.18,-0.0042496645,0.003081908,18.114975,6.8481836,2400256,0.038134765,1172,297,8094.1808450222015,0.06601369380950928
2402304,1633.0015308900004,1716.62,-0.00015889366,0.00048452057,35.97333,6.837246,2402304,0.0018066406,1173,297,8101.068171262741,0.1063838005065918
2404352,1632.7017847099999,1716.62,-0.004887507,0.0033982222,18.506268,6.829042,2404352,0.040234376,1174,297,8107.950788974762,0.05650061368942261
2406400,1632.4364856800003,1716.62,-0.0026821245,0.0025480818,18.836676,6.8305445,2406400,0.03125,1175,295,8114.847874879837,0.011088907718658447
2408448,1632.19813743,1716.62,-0.0005994107,0.00064065587,18.967026,6.8405404,2408448,0.0053710938,1176,297,8121.776117324829,0.01271730661392212
2410496,1628.6253310499999,1712.44,-0.0017685114,0.0008323219,16.3762,6.8317137,2410496,0.004833984,1177,296,8128.669897317886,0.2297133207321167
2412544,1628.6386039499996,1712.44,-0.0010683213,0.0011668255,19.132822,6.817238,2412544,0.012158203,1178,292,8135.570777416229,-0.0020710229873657227
2414592,1628.8324165199997,1712.44,-0.0013146787,0.0020358237,18.380705,6.8295274,2414592,0.023730468,1179,294,8142.577526092529,0.07550537586212158
2416640,1639.3062495099998,1723.43,-0.00089427066,0.00084005937,18.322838,6.8243866,2416640,0.0051757814,1180,293,8149.541403770447,0.09755933284759521
2418688,1639.8110479399998,1723.43,-0.001668046,0.001937684,19.13147,6.8205657,2418688,0.021630859,1181,292,8156.525532484055,0.0010369420051574707
2420736,1646.41192338,1730.67,-0.0014713134,0.0009227089,18.692963,6.830448,2420736,0.008544922,1182,295,8163.526943683624,0.05102741718292236
2422784,1646.5917219399998,1730.67,-0.0008410231,0.002375682,17.657555,6.840869,2422784,0.024121094,1183,292,8170.453955173492,0.15723365545272827
2424832,1646.5476410200001,1730.67,-0.002813571,0.0025554742,18.967987,6.859099,2424832,0.030419922,1184,297,8177.448900222778,0.008878231048583984
2426880,1657.87597925,1742.45,-0.001383839,0.001601691,18.465542,6.880979,2426880,0.016748047,1185,297,8184.346071720123,0.09534794092178345
2428928,1658.09613159,1742.45,-0.00047809668,0.0009340992,18.566639,6.897264,2428928,0.009472656,1186,298,8191.2334616184235,0.11419075727462769
2430976,1658.0556064000002,1742.45,-0.0021366882,0.0016419196,18.61762,6.8944426,2430976,0.01484375,1187,296,8198.104302406311,0.07174032926559448
2433024,1658.0489860399998,1742.45,-0.002123876,0.0019185941,17.065243,6.889016,2433024,0.022265624,1188,297,8205.0243973732,0.2317473292350769
2435072,1658.3434815399999,1742.45,-0.0016608888,0.0016525773,19.27315,6.8908997,2435072,0.017675782,1189,295,8211.915782213211,-0.03961467742919922
2437120,1666.30329805,1750.87,-9.5532705e-05,0.0005303622,19.021305,6.893098,2437120,0.003515625,1190,296,8218.855346441269,0.004308819770812988
2439168,1666.4981271499998,1750.87,-8.341395e-05,0.00029530347,18.919682,6.8914747,2439168,0.00083007815,1191,293,8225.771914720535,0.015730977058410645
2441216,1666.40691754,1750.87,-0.0015876017,0.0015964585,18.854174,6.9038095,2441216,0.0140625,1192,294,8232.746799707413,0.040894389152526855
2443264,1666.5466867299997,1750.87,-0.0012789562,0.0015455197,19.153328,6.9255342,2443264,0.018115234,1193,298,8239.698017835617,0.0044037699699401855
2445312,1666.51731777,1750.87,-0.00013736801,0.0008530818,19.059475,6.929942,2445312,0.0064453124,1194,293,8246.564509391785,-0.001293778419494629
2447360,1666.45301538,1750.87,-0.0015967839,0.0019700774,18.929134,6.936518,2447360,0.0234375,1195,295,8253.54324221611,0.0365334153175354
2449408,1666.57638795,1750.87,-0.0025117255,0.0014515284,19.119223,6.9563093,2449408,0.013671875,1196,296,8260.48466014862,-0.011569380760192871
2451456,1666.49740615,1750.87,0.00021789125,0.0018967881,18.522049,6.9609156,2451456,0.022998046,1197,297,8267.383208274841,0.0798531174659729
2453504,1661.0715310799999,1745.0,-0.000199378,0.0002869202,32.905174,6.962593,2453504,0.00048828125,1198,296,8274.277471780777,0.24904286861419678
2455552,1661.0809326799997,1745.0,-0.0018674501,0.0017457735,19.123997,6.963736,2455552,0.019482423,1199,295,8281.176624536514,0.010389924049377441
2457600,1657.30718793,1740.65,-0.0018775,0.0011343055,10.943376,6.967305,2457600,0.01040039,1200,298,8288.109551906586,0.6061746180057526
2459648,1642.92550842,1725.26,-0.0020765292,0.0017491396,36.23835,6.952761,2459648,0.015234375,1201,298,8294.977993011475,0.09074455499649048
2461696,1643.2900837800003,1725.26,-0.0004561642,0.00073324156,19.094685,6.9304643,2461696,0.005859375,1202,292,8301.849407434464,0.02668386697769165
2463744,1643.04273892,1725.26,-0.00097253,0.0016080554,19.157654,6.9303184,2463744,0.014257813,1203,294,8308.847251653671,-0.02266860008239746
2465792,1643.2216954499997,1725.26,-0.0012502782,0.0013054379,19.280134,6.9323816,2465792,0.013720703,1204,294,8315.80461549759,-0.0011428594589233398
2467840,1649.6701502800001,1731.78,-0.0010704718,0.0014932393,19.528599,6.9389687,2467840,0.015332031,1205,293,8322.753187894821,0.00774836540222168
2469888,1647.6840901499997,1729.93,-0.00086413685,0.001272531,16.12024,6.94036,2469888,0.011328125,1206,296,8329.725922107697,0.25265562534332275
2471936,1664.48256312,1747.61,-0.0015030393,0.0021610702,19.184772,6.927968,2471936,0.022265624,1207,291,8336.639788866043,-0.012639641761779785
2473984,1673.3388214699999,1756.68,-0.0029322878,0.0023254468,18.584042,6.913592,2473984,0.023730468,1208,291,8343.673691749573,0.027373850345611572
2476032,1672.71109914,1756.68,-0.00045062182,0.0024104402,18.452787,6.9134383,2476032,0.030029297,1209,288,8350.698723077774,0.07092070579528809
2478080,1672.9007761900002,1756.68,-0.001683224,0.0022146802,18.457771,6.9232073,2478080,0.026611328,1210,292,8357.795945882797,0.06745737791061401
2480128,1673.0929818600002,1756.68,-0.0005383511,0.0011789463,19.235622,6.927672,2480128,0.011523438,1211,294,8364.788719177246,-0.019213557243347168
2482176,1673.20402525,1756.68,-0.001658743,0.0014212283,16.387352,6.9156685,2482176,0.011083985,1212,297,8371.741271018982,0.2701496481895447
2484224,1672.7641820300005,1756.68,-0.002182771,0.0030826414,18.49905,6.9081025,2484224,0.03754883,1213,298,8378.632607460022,0.0705118179321289
2486272,1672.45400226,1756.68,-0.0014703774,0.002137431,18.800907,6.9139314,2486272,0.024902344,1214,291,8385.50074839592,0.018695533275604248
2488320,1666.43139607,1750.18,-0.00088989874,0.00083637086,33.001854,6.922773,2488320,0.0063476562,1215,297,8392.523735523224,0.2077847123146057
2490368,1666.7982445500002,1750.18,-0.0007391528,0.0010742892,18.907276,6.9287567,2490368,0.0087890625,1216,294,8399.40081000328,0.0012287497520446777
2492416,1666.4784121300002,1750.18,-0.0016409947,0.0021621396,18.146301,6.9367104,2492416,0.02265625,1217,292,8406.354634284973,0.0552905797958374
2494464,1672.9492509200002,1756.95,-0.0009243519,0.0016235145,18.422297,6.9397774,2494464,0.017773438,1218,295,8413.355029821396,0.028909742832183838
2496512,1681.2143677200002,1765.7,-0.001599426,0.0012693369,19.374222,6.9316964,2496512,0.011328125,1219,289,8420.2780315876,-0.028980612754821777
2498560,1689.0711366599999,1773.44,9.982542e-05,0.0011148952,18.334305,6.9339952,2498560,0.012109375,1220,294,8427.351158380508,0.06067359447479248
2500608,1688.5972555499998,1773.44,-0.00035642786,0.0011388175,18.21926,6.9425573,2500608,0.011425781,1221,295,8434.307088136673,0.0628858208656311
2502656,1688.28839411,1773.44,-0.0021040563,0.0018489549,17.729776,6.95748,2502656,0.018603515,1222,292,8441.232333660126,0.09747439622879028
2504704,1704.03825193,1789.94,-0.00071480696,0.001483097,17.687248,6.9702277,2504704,0.016113281,1223,294,8448.226945638657,0.10741794109344482
2506752,1701.50167364,1787.19,0.00019300687,0.0011242235,15.582479,6.961217,2506752,0.007958984,1224,297,8455.192300796509,0.31841009855270386
2508800,1703.83053822,1788.93,-0.0012598317,0.0017707417,36.076942,6.948803,2508800,0.021044921,1225,293,8462.081990003586,0.07303935289382935
2510848,1720.17148679,1805.57,-0.0005983162,0.0009675414,19.111935,6.941961,2510848,0.007714844,1226,293,8469.072139978409,-0.011223077774047852
2512896,1720.0327658499998,1805.57,-0.00012185954,0.0006835185,18.02544,6.932326,2512896,0.0045898436,1227,292,8476.049959659576,0.08015608787536621
2514944,1734.8826807599999,1821.15,-0.0010131502,0.001571428,18.881626,6.9336715,2514944,0.017822266,1228,292,8483.058555364609,0.02243441343307495
2516992,1735.5873991100002,1821.15,-0.00022835014,0.000742921,19.089645,6.9436164,2516992,0.006689453,1229,290,8490.052945137024,0.026901721954345703
2519040,1740.5913801000002,1826.45,-0.0013466123,0.0018254969,12.894159,6.9479074,2519040,0.018798828,1230,295,8497.098727941513,0.5108084678649902
2521088,1742.3246467,1828.1,-0.001044793,0.0025303308,19.138128,6.940538,2521088,0.032470703,1231,290,8504.02070903778,-0.015106797218322754
2523136,1742.4645815199997,1828.1,-0.001545079,0.0015862212,19.425932,6.951024,2523136,0.016552735,1232,290,8511.062233448029,0.015261173248291016
2525184,1742.5671683299997,1828.1,-0.0007214212,0.0014099664,18.629972,6.9678965,2525184,0.016503906,1233,291,8518.123052358627,0.062400221824645996
2527232,1752.8799332899998,1838.7,-0.0014167248,0.0023437191,18.792326,6.9722733,2527232,0.025537109,1234,295,8525.150581598282,0.022398829460144043
2529280,1743.6674401199998,1828.76,-0.00043039428,0.0007938928,35.9424,6.972754,2529280,0.005859375,1235,292,8532.080474376678,0.10801976919174194
2531328,1746.01846786,1831.39,-0.0015869768,0.0016437381,18.735432,6.971151,2531328,0.018798828,1236,292,8539.090896844864,0.04045677185058594
2533376,1745.7899348400003,1831.39,-0.0041830232,0.0028721024,18.065569,6.971946,2533376,0.04111328,1237,293,8546.084088087082,0.10099363327026367
2535424,1745.7053851800001,1831.39,-0.0033537764,0.002384578,18.205353,6.9867353,2535424,0.027392577,1238,291,8553.062259435654,0.08492618799209595
2537472,1745.7069502000002,1831.39,-0.0009858825,0.0021787935,18.658632,7.002349,2537472,0.025488282,1239,292,8560.0945789814,-0.017750859260559082
2539520,1749.1504968,1834.7,-0.00084571436,0.0020642446,19.070774,7.006797,2539520,0.025585938,1240,292,8567.08895945549,0.03777557611465454
2541568,1741.28916983,1826.58,-0.0013770922,0.0019027842,18.243084,6.9974318,2541568,0.019970704,1241,293,8574.099798202515,0.12923496961593628
2543616,1726.3492949399997,1810.7,-0.0015061096,0.0017125498,36.51241,6.9706855,2543616,0.014404297,1242,291,8581.088864803314,0.059784770011901855
2545664,1726.68420219,1810.7,-0.0007968891,0.001038613,18.038486,6.9636345,2545664,0.0089355465,1243,289,8588.116245508194,0.17625725269317627
2547712,1729.9135197699998,1814.19,-0.0026504928,0.0025964598,15.514705,6.9757338,2547712,0.030078124,1244,292,8595.183955192566,0.2683491110801697
2549760,1730.60497829,1815.24,-0.00056146755,0.0019448599,19.52482,6.967147,2549760,0.020703126,1245,291,8602.197255373001,-0.05038905143737793
2551808,1740.4459285799999,1826.0,-0.0014083172,0.0010916388,31.50726,6.965988,2551808,0.009375,1246,290,8609.21743106842,0.26961177587509155
2553856,1740.51391667,1826.0,-0.0005681151,0.0005956612,18.993961,6.968511,2553856,0.0047851563,1247,293,8616.275153160095,-0.019263863563537598
2555904,1740.66294825,1826.0,-0.0025673166,0.0025985613,18.930498,6.9500666,2555904,0.025097657,1248,292,8623.255485534668,0.007885158061981201
2557952,1741.8176683400004,1827.44,-0.0051092943,0.004289944,18.857723,6.9370813,2557952,0.046923827,1249,290,8630.247609376907,0.009781956672668457
2560000,1741.8277881800002,1827.44,-0.0043959864,0.002716837,18.44143,6.9412713,2560000,0.03310547,1250,290,8637.303916454315,0.045132577419281006
2562048,1753.8091731700001,1839.91,-0.0010670123,0.001524593,19.023508,6.9437256,2562048,0.01850586,1251,291,8644.370040178299,0.025794684886932373
2564096,1753.81366799,1839.91,-5.6230416e-05,0.0009545397,18.39146,6.9420166,2564096,0.010009766,1252,292,8651.410412311554,0.07854396104812622
2566144,1767.29885226,1853.84,-0.0012915873,0.0018888448,18.875591,6.9435606,2566144,0.020751953,1253,288,8658.403184652328,0.0008991360664367676
2568192,1767.4578862700002,1853.84,-0.0008059035,0.0025780299,18.351301,6.9456954,2568192,0.03203125,1254,292,8665.50863790512,0.05003058910369873
2570240,1783.45080556,1870.36,-0.0012259772,0.0023738388,18.78553,6.945739,2570240,0.027001953,1255,291,8672.514546394348,-0.002707362174987793
2572288,1783.3423454399997,1870.36,-0.002432234,0.0040002847,18.558727,6.950576,2572288,0.043017577,1256,289,8679.547163963318,0.047310054302215576
2574336,1783.46785616,1870.36,-0.00033012332,0.00081035617,18.699993,6.9553413,2574336,0.0067382813,1257,291,8686.616527080536,0.04640895128250122
2576384,1783.5278564400003,1870.36,-0.0011872667,0.002497206,18.71397,6.948293,2576384,0.02836914,1258,293,8693.649998188019,0.028721749782562256
2578432,1783.72738503,1870.36,-0.0011579482,0.002706758,18.600063,6.947501,2578432,0.035546876,1259,292,8700.64139842987,0.006120622158050537
2580480,1801.4731286,1889.16,-0.0029214288,0.002518446,19.287483,6.9603806,2580480,0.029150391,1260,294,8707.655665159225,-0.04239451885223389
2582528,1809.1566129300002,1896.98,-0.0010221853,0.0014861125,18.420555,6.9702682,2582528,0.015283203,1261,293,8714.604530096054,0.03520721197128296
2584576,1809.4552132600004,1896.98,-8.864671e-05,0.00068903493,18.792568,6.977121,2584576,0.005419922,1262,290,8721.587804079056,-0.006847023963928223
2586624,1809.53184977,1896.98,-0.00014623748,0.0014421481,18.168974,6.9844065,2586624,0.0146484375,1263,291,8728.634702920914,0.079883873462677
2588672,1809.89488194,1896.98,-0.0005923015,0.0010673983,18.33836,7.000062,2588672,0.010839844,1264,292,8735.669888019562,0.07799273729324341
2590720,1810.0130568500003,1896.98,-0.0015203825,0.0016543951,18.502897,7.014586,2590720,0.016162109,1265,296,8742.668843507767,0.06902062892913818
2592768,1825.8213715,1913.29,-0.0017537903,0.0008847754,18.949514,7.004438,2592768,0.008447265,1266,295,8749.587965726852,-0.006709933280944824
2594816,1826.0651318999999,1913.29,2.409101e-05,0.00041420004,18.644728,7.001255,2594816,0.002734375,1267,295,8756.527872562408,0.009955942630767822
2596864,1826.0750892600001,1913.29,0.00020220093,0.00036266673,19.101994,6.9980454,2596864,0.002001953,1268,290,8763.46049118042,-0.018921732902526855
2598912,1825.95554365,1913.29,-0.0005027844,0.0007195835,18.875881,7.002206,2598912,0.0061035156,1269,294,8770.508783340454,-0.008621573448181152
2600960,1829.68053005,1917.47,-0.0016411999,0.0017209139,18.828653,7.0057473,2600960,0.018359374,1270,296,8777.470890760422,0.024884700775146484
2603008,1829.8528589999999,1917.47,-0.0021880053,0.0017463673,16.28795,7.0119567,2603008,0.017333984,1271,292,8784.377349376678,0.27100515365600586
2605056,1829.35436396,1917.47,-0.001244637,0.002244237,18.593449,7.02882,2605056,0.029101562,1272,291,8791.371211528778,0.025124013423919678
2607104,1829.2249317299998,1917.47,-0.00048028343,0.00085572666,18.547106,7.032998,2607104,0.007714844,1273,288,8798.400987625122,0.014507830142974854
2609152,1828.8274275800002,1917.47,-1.3228406e-05,0.00064998085,19.010395,7.0291405,2609152,0.0045410157,1274,292,8805.497428894043,-0.012454032897949219
2611200,1829.2661006499995,1917.47,-0.0012131224,0.0024262825,19.050327,7.025598,2611200,0.032714844,1275,290,8812.497519731522,-0.022634267807006836
2613248,1824.6333827,1912.65,-0.0022847124,0.0014033073,15.550023,7.0317183,2613248,0.014355469,1276,291,8819.54716706276,0.3308149576187134
2615296,1824.71003883,1912.65,-0.0005748174,0.00064847537,18.61575,7.04608,2615296,0.0044921874,1277,290,8826.566643476486,0.03064286708831787
2617344,1824.7566881899997,1912.65,-0.0003924193,0.0005577589,18.912775,7.0607314,2617344,0.0053222654,1278,291,8833.622807264328,0.006608307361602783
2619392,1824.71006671,1912.65,-0.00089013495,0.0010855173,19.239767,7.061381,2619392,0.011523438,1279,290,8840.656048059464,0.00901728868484497
2621440,1825.19300618,1912.65,-0.0006910716,0.00071885873,18.677546,7.054812,2621440,0.0072265626,1280,291,8847.717896461487,0.04253917932510376
2623488,1825.1361632700002,1912.65,-0.0015949877,0.0017979402,18.350292,7.0634604,2623488,0.018701172,1281,290,8854.734047412872,0.036820054054260254
2625536,1824.7986244700003,1912.65,-0.0017225493,0.0011992995,18.668636,7.073671,2625536,0.014453125,1282,291,8861.787473201752,0.07919979095458984
2627584,1825.2498555800003,1912.65,-0.002867969,0.0017866474,17.995188,7.0789976,2627584,0.02084961,1283,290,8868.81046962738,0.09835129976272583
2629632,1825.1577035399998,1912.65,-0.00066036487,0.0011763347,18.766973,7.091858,2629632,0.013330078,1284,294,8875.859172344208,0.025405824184417725
2631680,1824.90371111,1912.65,-0.0012973866,0.0020329806,18.664175,7.0951743,2631680,0.025488282,1285,292,8882.826147079468,0.05591171979904175
2633728,1824.22940831,1912.65,-0.0012836874,0.00078586646,18.385578,7.0889177,2633728,0.006884766,1286,293,8889.822542667389,0.05754244327545166
2635776,1824.0460395700002,1912.65,-0.0016256059,0.0011733613,18.269188,7.080167,2635776,0.010986328,1287,294,8896.810304403305,0.10425490140914917
2637824,1824.1391801899997,1912.65,-0.0009927708,0.0020128302,19.253365,7.0833235,2637824,0.026416015,1288,294,8903.772147417068,0.01732271909713745
2639872,1823.8896413699997,1912.65,-0.0013442222,0.0016600331,18.49778,7.107291,2639872,0.016113281,1289,294,8910.717530965805,0.02467632293701172
2641920,1823.8327482899997,1912.65,-0.00074982736,0.0012224901,18.53174,7.1265616,2641920,0.0145019535,1290,292,8917.683637619019,0.10260450839996338
2643968,1823.6856384400003,1912.65,-4.3713615e-05,0.00063821336,17.959581,7.132683,2643968,0.0056640627,1291,291,8924.694247961044,0.1377541422843933
2646016,1829.04841258,1918.52,-0.0017410088,0.0012146585,17.53499,7.1326094,2646016,0.0125,1292,294,8931.724709272385,0.1379418969154358
2648064,1829.1245222300004,1918.52,-0.0015744226,0.0014190805,19.259323,7.127205,2648064,0.015576172,1293,295,8938.680041074753,-0.011983752250671387
2650112,1833.3522808000002,1922.87,-0.0014743585,0.0015376213,18.41943,7.1240387,2650112,0.016552735,1294,293,8945.610249996185,0.08339178562164307
2652160,1833.0252261700005,1922.87,-0.0012519894,0.0010667794,17.256395,7.1315126,2652160,0.009326172,1295,295,8952.578628540039,0.2585015296936035
2654208,1847.7215608500003,1938.26,-0.00077726395,0.0008696437,19.162298,7.1439924,2654208,0.009033203,1296,296,8959.50778222084,0.00010794401168823242
2656256,1836.6511327599999,1927.25,-0.0016832094,0.0013301091,32.398342,7.150036,2656256,0.014941406,1297,295,8966.406538963318,0.22706276178359985
2658304,1823.45389858,1913.47,-0.0006197908,0.00060644065,15.890276,7.1553535,2658304,0.0036621094,1298,296,8973.334475278854,0.2568278908729553
2660352,1823.90328435,1913.47,-0.0004700953,0.0011393095,19.132572,7.165133,2660352,0.010351563,1299,294,8980.251956939697,0.009464442729949951
2662400,1833.54853738,1923.7,-0.00014168564,0.00043836102,14.56322,7.1774864,2662400,0.0021972656,1300,296,8987.217052221298,0.38813287019729614
2664448,1833.4867219699997,1923.7,-0.0001899205,0.00039550912,19.123587,7.190387,2664448,0.0028320313,1301,295,8994.132088661194,0.03776907920837402
2666496,1833.5328218699997,1923.7,-0.0024154498,0.0026622536,19.041264,7.1935806,2666496,0.029345702,1302,296,9001.071927070618,0.02158588171005249
2668544,1827.00387305,1916.99,-0.00055292214,0.0006506635,35.443836,7.1852026,2668544,0.0056640627,1303,298,9007.980803966522,0.09414905309677124
2670592,1826.54071124,1916.99,-0.0018023864,0.0015940117,16.800907,7.1810036,2670592,0.0126953125,1304,295,9014.855746746063,0.0938306450843811
2672640,1826.0581395800002,1916.99,-0.00045593857,0.00087927683,18.05735,7.1775904,2672640,0.008105469,1305,296,9021.799269199371,0.1144450306892395
2674688,1825.99562983,1916.99,-0.00031265224,0.0010878354,18.851093,7.1791525,2674688,0.011279297,1306,289,9028.713158130646,-0.0009927749633789062
2676736,1817.5515520500003,1908.23,-0.0003296128,0.0005423406,11.658591,7.1823044,2676736,0.0043945312,1307,293,9035.79070353508,0.6103757619857788
2678784,1817.0023016500002,1908.23,-0.00017050264,0.00058279245,18.855585,7.1882057,2678784,0.0053710938,1308,291,9042.760350704193,0.00558549165725708
2680832,1823.20258519,1914.73,-0.0022135042,0.0017410392,15.979086,7.1977096,2680832,0.021142578,1309,295,9049.784165382385,0.2656434178352356
2682880,1823.1635027099996,1914.73,-0.00048388416,0.00088535686,17.328253,7.201819,2682880,0.007519531,1310,296,9056.726605653763,0.1584528088569641
2684928,1808.4777069799998,1899.46,-0.0011652501,0.001182993,26.844538,7.201721,2684928,0.013085937,1311,292,9063.632687807083,0.4639648199081421
2686976,1808.2835453999996,1899.46,-0.0011058669,0.0009216183,18.449997,7.1955094,2686976,0.009619141,1312,293,9070.63980126381,0.05554407835006714
2689024,1807.75640175,1899.46,-0.0016287385,0.0020087892,18.073282,7.2113733,2689024,0.025,1313,292,9077.62328839302,0.15360546112060547
2691072,1808.3110581899998,1899.46,-0.00058241514,0.00068565493,18.204197,7.2203293,2691072,0.006298828,1314,294,9084.616164445877,0.2163705825805664
2693120,1807.22250976,1898.82,0.00018536087,0.00092623365,14.639041,7.2248178,2693120,0.009521484,1315,290,9091.567680597305,0.30098646879196167
2695168,1807.0384976600003,1898.82,-0.001913694,0.0017717506,18.209877,7.2539253,2695168,0.020166015,1316,293,9098.616773843765,0.09641003608703613
2697216,1792.0655510699999,1883.74,-0.0015133324,0.0013346823,46.70364,7.269065,2697216,0.014013672,1317,295,9105.603464126587,0.25494593381881714
2699264,1791.7550988799997,1883.74,-0.0009126649,0.00052339514,17.074924,7.272074,2699264,0.0045898436,1318,291,9112.52777004242,0.15977931022644043
2701312,1791.4935372699997,1883.74,-0.0023799106,0.0020146961,18.54304,7.2764077,2701312,0.02631836,1319,293,9119.545453548431,0.02225595712661743
2703360,1788.87357575,1880.92,-0.0011352809,0.001014901,14.585951,7.275532,2703360,0.010107422,1320,294,9126.530864953995,0.3835064768791199
2705408,1785.1981203200003,1877.41,-0.00247548,0.0020142233,17.651192,7.2529516,2705408,0.017626952,1321,292,9133.485147953033,0.15524625778198242
2707456,1790.61400757,1883.18,-0.00072533323,0.0013388917,17.977615,7.2216697,2707456,0.013769532,1322,293,9140.483522891998,0.10504013299942017
2709504,1790.7869876999996,1883.18,-0.0016743013,0.0012531094,19.038359,7.206132,2709504,0.014111328,1323,292,9147.455181598663,-0.023544788360595703
2711552,1791.0815927299998,1883.18,-1.9647292e-05,0.00049169955,18.322254,7.2077346,2711552,0.003515625,1324,292,9154.463590145111,0.0872347354888916
2713600,1782.1169679599998,1873.92,0.00037809013,0.0005637306,13.959711,7.2072954,2713600,0.0044921874,1325,293,9161.47616648674,0.3805474638938904
