ep_reward_mean,time_elapsed,explained_variance,serial_timesteps,ep_len_mean,n_updates,fps,policy_loss,value_loss,clipfrac,policy_entropy,approxkl,total_timesteps
77.28,1862.8665163516998,0.9963680624496192,718848,159.05,351,408,-0.0013243883,1.1852338,0.10209961,0.42794412,0.009060138,718848
78.75,1867.8780348300934,0.9963760839309543,720896,161.13,352,388,-0.0012786951,1.0600555,0.08881836,0.4264874,0.007578928,720896
78.22,1873.1495344638824,0.9989216085523367,722944,160.95,353,366,-0.0011495021,0.22620845,0.113427736,0.41958648,0.008600599,722944
77.26,1878.7423799037933,0.9981401847908273,724992,160.17,354,408,-0.0006806978,0.37800676,0.062353514,0.41882962,0.0053817686,724992
78.2,1883.755420923233,0.9948768052272499,727040,161.79,355,400,0.00035291846,1.2991776,0.08564453,0.41160265,0.00717019,727040
74.83,1888.8686769008636,0.9962868017610162,729088,159.38,356,385,0.00049072056,0.62715805,0.077978514,0.4182249,0.006601274,729088
75.28,1894.1802134513855,0.9975132648833096,731136,159.47,357,403,-0.0004503144,0.45980358,0.10756836,0.4347969,0.008236227,731136
74.63,1899.259286403656,0.9979336396791041,733184,158.74,358,421,-0.00091462815,0.6289657,0.10366211,0.4363905,0.008532372,733184
71.11,1904.115291595459,0.9980941058602184,735232,155.53,359,382,-0.001583449,0.44359493,0.0965332,0.43736953,0.007766962,735232
67.98,1909.472645521164,0.9975780055392534,737280,152.34,360,429,0.0029720697,0.4863592,0.06542969,0.43578878,0.005321264,737280
69.54,1914.2426693439484,0.9979979183990508,739328,153.77,361,406,0.0032874257,0.41184646,0.091748044,0.4346233,0.0082694935,739328
75.78,1919.2830080986023,0.9987838128581643,741376,158.71,362,386,-0.0062467745,0.47796512,0.10439453,0.4343521,0.007933128,741376
77.76,1924.5841255187988,0.9988256281940266,743424,159.7,363,410,-0.008167561,0.41541585,0.13388672,0.42845863,0.010184379,743424
78.8,1929.5794451236725,0.9975662815850228,745472,161.14,364,396,-0.0062981844,0.6725997,0.09516601,0.4242681,0.007286319,745472
76.74,1934.7509670257568,0.9973635459318757,747520,159.09,365,405,-0.0040691616,0.3222111,0.10043945,0.42164525,0.008995899,747520
76.48,1939.8009548187256,0.9974903247784823,749568,159.81,366,381,-0.0016578989,0.9332782,0.07792969,0.4243218,0.006336955,749568
76.69,1945.17516207695,0.9983922654064372,751616,159.93,367,362,0.0017468764,0.2874758,0.088574216,0.42588463,0.007021907,751616
74.54,1950.8198347091675,0.9962605887558311,753664,158.75,368,425,0.0016486563,0.9875805,0.09902344,0.4274301,0.008259168,753664
73.2,1955.6392409801483,0.9970431586261839,755712,157.86,369,370,-0.0037607166,0.6148641,0.13569336,0.44591564,0.015957173,755712
68.78,1961.1697843074799,0.9958436000160873,757760,154.52,370,366,-0.0026857527,1.4398104,0.0765625,0.45425576,0.006599101,757760
67.97,1966.7525215148926,0.994870014488697,759808,154.47,371,397,-0.0017372549,1.1351264,0.0859375,0.4522671,0.0072431257,759808
66.46,1971.9059000015259,0.9969352206680924,761856,153.29,372,439,0.0016883535,0.643269,0.08476563,0.46413532,0.006904216,761856
71.27,1976.568890094757,0.9987516253022477,763904,156.74,373,396,-0.0006147216,0.33038008,0.09663086,0.470893,0.007658638,763904
67.62,1981.7347857952118,0.9970945108216256,765952,153.35,374,374,-0.0011683456,0.7120984,0.07104492,0.47908854,0.005821994,765952
69.2,1987.206604719162,0.995218189433217,768000,154.54,375,422,0.0003787848,0.88040686,0.09716797,0.4793395,0.007910866,768000
69.39,1992.0631501674652,0.9977543610148132,770048,153.83,376,366,0.0001285063,0.5775802,0.10117187,0.47600332,0.007941679,770048
71.03,1997.6583211421967,0.998589378548786,772096,155.85,377,363,-0.0021321685,0.28949335,0.101660155,0.47131056,0.007993971,772096
70.38,2003.3000285625458,0.9964767564088106,774144,155.49,378,424,-0.0018015777,0.9258393,0.10908203,0.47291988,0.009563825,774144
71.51,2008.1265881061554,0.9970451111439615,776192,156.73,379,381,0.0024152775,0.6845418,0.06064453,0.46691173,0.005116295,776192
70.81,2013.4944651126862,0.9932747147977352,778240,157.16,380,402,0.00066207023,2.0974863,0.08754883,0.4658273,0.0074434094,778240
71.35,2018.5799860954285,0.9967614386696368,780288,158.88,381,409,0.0014433311,0.9841768,0.09472656,0.46501955,0.0074284254,780288
73.86,2023.5848457813263,0.9957893243990839,782336,161.74,382,388,0.0023695852,0.9583732,0.0715332,0.45707065,0.0060667866,782336
74.42,2028.8582870960236,0.9983554185600951,784384,163.36,383,386,0.0001412903,0.4172155,0.081884764,0.4522131,0.006892999,784384
75.45,2034.162347793579,0.9976905207149684,786432,165.56,384,399,-0.0017020665,0.90984,0.09882812,0.4505809,0.0079239765,786432
75.09,2039.2895290851593,0.9967001390177757,788480,166.37,385,378,0.0026138758,0.68212205,0.08632813,0.4520889,0.0075638713,788480
73.8,2044.698091506958,0.9974617199040949,790528,165.5,386,389,0.0004094414,0.49560714,0.072314456,0.46459085,0.005778329,790528
74.21,2049.9542047977448,0.9984176673460752,792576,166.93,387,373,-0.004764,0.41441137,0.11904297,0.4534135,0.0101107955,792576
73.86,2055.4426782131195,0.9971423242241144,794624,167.48,388,348,0.0016815828,0.84382784,0.07329102,0.4367775,0.0063702287,794624
75.8,2061.326583623886,0.998292782343924,796672,169.39,389,413,0.0007314638,0.43626937,0.07836914,0.42630458,0.0068145194,796672
72.68,2066.281878709793,0.9976951468270272,798720,167.45,390,420,-0.0028372132,0.42863312,0.065820314,0.4247784,0.005805458,798720
68.83,2071.157623529434,0.9974245850462466,800768,164.55,391,418,0.00032018012,0.4841743,0.07832031,0.42406306,0.006218138,800768
70.1,2076.0516228675842,0.9988035623682663,802816,165.38,392,354,-0.0035048393,0.25251526,0.11806641,0.4148342,0.009488435,802816
69.41,2081.828352212906,0.9983816399471834,804864,164.46,393,397,0.002211485,0.45412484,0.08413086,0.41030613,0.0065623084,804864
71.94,2086.9765605926514,0.9988014225382358,806912,166.47,394,413,-0.0030505077,0.31798223,0.10522461,0.40772724,0.009030215,806912
71.47,2091.936425447464,0.9977528406307101,808960,165.34,395,379,-0.00037621366,0.3771729,0.09907226,0.40070432,0.008320088,808960
70.69,2097.341344833374,0.99862064816989,811008,164.56,396,406,0.00016682727,0.2808867,0.084472656,0.38850975,0.0069082333,811008
70.54,2102.380659341812,0.9988169205607846,813056,163.6,397,433,-8.3968844e-05,0.3839432,0.09057617,0.3888101,0.0077140653,813056
70.37,2107.1075809001923,0.9969641300849617,815104,164.24,398,392,-0.0024368255,0.61347497,0.10136719,0.38404846,0.00990011,815104
74.73,2112.324414253235,0.9987145473714918,817152,168.35,399,411,-0.006767977,0.50236523,0.09716797,0.3661126,0.008126807,817152
74.52,2117.3042850494385,0.9982997815823182,819200,167.82,400,387,-0.00064330944,0.29820937,0.08154297,0.34710124,0.0070373206,819200
76.26,2122.5956132411957,0.9981122992467135,821248,169.57,401,363,-0.0020644725,0.59948546,0.08227539,0.34207684,0.0070131733,821248
80.67,2128.2378928661346,0.9983454492175952,823296,173.39,402,430,0.00041322448,0.7877966,0.08510742,0.34613335,0.0070546702,823296
81.97,2132.996811389923,0.9987148960353807,825344,175.29,403,403,-0.0012488263,0.39045098,0.08491211,0.33850637,0.0068456633,825344
83.43,2138.0683522224426,0.9983837477630004,827392,176.74,404,414,-0.0029194704,0.5762058,0.08574219,0.3275763,0.0069136233,827392
87.8,2143.00771856308,0.9962164622265846,829440,180.98,405,397,0.0023705608,1.5459821,0.08325195,0.31392437,0.0069589494,829440
84.06,2148.1628761291504,0.9976257046218961,831488,178.29,406,381,-0.0035082554,0.6855322,0.10874023,0.30040666,0.009022883,831488
90.65,2153.528127193451,0.9984565885970369,833536,183.93,407,423,-0.0014020896,0.66884404,0.083740234,0.30214572,0.0069675357,833536
88.62,2158.3693368434906,0.995460772421211,835584,181.95,408,390,-0.0012726475,0.907211,0.088378906,0.29492408,0.0073844204,835584
90.26,2163.6204097270966,0.9978004274889827,837632,183.51,409,356,0.0002245383,0.56324226,0.0902832,0.27542153,0.007668232,837632
89.97,2169.372150659561,0.9980775377480313,839680,183.64,410,366,-0.0003046469,0.5595227,0.07749023,0.26507625,0.006209336,839680
84.95,2174.968486070633,0.9956569992937148,841728,179.3,411,427,-0.00024677473,1.0814654,0.099414065,0.25650728,0.00843169,841728
86.6,2179.7576007843018,0.9963028787169605,843776,180.4,412,412,0.0019348825,1.3426857,0.109960936,0.2440894,0.009317694,843776
89.76,2184.725174665451,0.995543226134032,845824,183.67,413,392,-0.00022055283,1.7313955,0.11967774,0.23654361,0.010333045,845824
88.82,2189.951123714447,0.9951451723463833,847872,182.87,414,382,0.0044755787,1.8564106,0.10874023,0.2286874,0.010914015,847872
92.19,2195.31329870224,0.996594111667946,849920,185.9,415,403,6.782138e-05,1.1770942,0.10644531,0.22805175,0.009851022,849920
94.8,2200.3924510478973,0.995196936186403,851968,189.04,416,387,0.0028266078,2.4496598,0.117529295,0.22013739,0.009244623,851968
101.51,2205.681588411331,0.9977389536798,854016,195.83,417,400,-0.0003505862,1.1906542,0.099658206,0.2100029,0.008249847,854016
106.95,2210.799530029297,0.9842723086476326,856064,201.18,418,402,0.008966523,8.218871,0.16484375,0.20439132,0.23428674,856064
111.37,2215.8905971050262,0.9979191564489156,858112,205.52,419,358,0.0006652417,1.1779585,0.12675782,0.20177507,0.010624812,858112
117.85,2221.598981618881,0.9972333270125091,860160,212.93,420,427,-0.0008337024,1.5732349,0.08774414,0.19669709,0.006991072,860160
122.4,2226.389364719391,0.9970874837599695,862208,217.78,421,422,0.0016150294,1.007368,0.12163086,0.19483998,0.01067454,862208
122.41,2231.246328353882,0.9969836352393031,864256,219.72,422,355,0.002535609,1.2933859,0.11264648,0.18451941,0.010098993,864256
119.78,2237.016745567322,0.9941416527144611,866304,218.97,423,417,-0.0018172465,1.6406895,0.061816406,0.17653973,0.0053857244,866304
122.51,2241.925810098648,0.9985294864745811,868352,221.35,424,410,-0.0037398234,0.76151514,0.111328125,0.15685831,0.010323005,868352
123.31,2246.9156506061554,0.9978747912682593,870400,222.32,425,394,-0.0017031326,0.9051739,0.1421875,0.13318083,0.011922267,870400
128.75,2252.108803987503,0.9970720261335373,872448,228.13,426,373,-0.0058773593,1.4664587,0.13393554,0.11739825,0.011866984,872448
131.14,2257.587840795517,0.9932499821297824,874496,232.61,427,378,-0.0040954696,3.8982844,0.1362793,0.107591905,0.011002645,874496
133.85,2262.999622106552,0.9983644663589075,876544,235.85,428,418,-0.0042632716,1.1086944,0.17426758,0.114048995,0.014815545,876544
135.3,2267.8992760181427,0.9943598923273385,878592,237.72,429,416,-0.0004990711,2.052711,0.076416016,0.11465965,0.00593241,878592
134.06,2272.8121016025543,0.99693673546426,880640,237.75,430,426,-0.0010744679,1.749658,0.09511719,0.11245588,0.007858636,880640
138.47,2277.619300842285,0.9959435532800853,882688,242.39,431,419,-0.0017352788,2.306085,0.09345703,0.1059262,0.0073517784,882688
152.32,2282.5082688331604,0.9974107071757317,884736,255.27,432,358,-0.005660105,2.9651268,0.1375,0.09516369,0.01122381,884736
151.75,2288.2296919822693,0.9957397952675819,886784,255.48,433,344,-0.00084268115,3.1080887,0.08271484,0.08878439,0.006308423,886784
161.5,2294.1738924980164,0.9976922392379493,888832,265.57,434,390,-0.004472743,1.4184121,0.12495117,0.08000698,0.010175446,888832
170.74,2299.4220066070557,0.9948562001809478,890880,275.39,435,359,-0.0008058724,4.1680093,0.101660155,0.06778991,0.007862227,890880
172.44,2305.1262147426605,0.9952578712254763,892928,278.38,436,365,-0.0036242097,3.170144,0.16230468,0.07205672,0.01356783,892928
198.89,2310.7291181087494,0.9950052998028696,894976,305.8,437,384,-0.0028632565,3.449939,0.118457034,0.074906275,0.009908168,894976
214.76,2316.0504128932953,0.9912255313247442,897024,323.35,438,383,-0.0022674794,5.504283,0.15063477,0.070566565,0.012638812,897024
224.86,2321.387355327606,0.9909388972446322,899072,334.15,439,409,-0.0022297404,4.354415,0.07890625,0.059732538,0.0063452264,899072
240.23,2326.3844249248505,0.9929385920986533,901120,351.67,440,376,-0.0026283686,5.2805185,0.13276367,0.062447798,0.010378564,901120
245.65,2331.823959350586,0.9877351997420192,903168,357.56,441,337,-0.00040919165,6.1048136,0.107177734,0.06792747,0.0093450565,903168
263.45,2337.8882596492767,0.986985957249999,905216,381.71,442,374,0.00026114794,6.726256,0.05332031,0.06489442,0.004934349,905216
263.45,2343.3650279045105,0.8191503882408142,907264,381.71,443,397,-0.0066146525,1.0818356,0.14882812,0.049367078,0.01261024,907264
263.45,2348.5224719047546,0.6173796951770782,909312,381.71,444,402,-0.02258646,0.7898561,0.2515625,0.020089317,0.021627134,909312
263.45,2353.612724304199,0.6314871907234192,911360,381.71,445,389,-0.0146778505,0.4625264,0.17265625,-0.0041525797,0.013768961,911360
263.45,2358.870778799057,0.59550741314888,913408,381.71,446,368,-0.012543634,0.3157858,0.19365235,-0.015020425,0.015072132,913408
263.45,2364.434135198593,0.7299440205097198,915456,381.71,447,386,-0.012135402,0.20003752,0.20371094,-0.028696055,0.015856855,915456
263.45,2369.733767747879,0.6782205104827881,917504,381.71,448,335,-0.016980466,0.23618698,0.19399413,-0.04708043,0.014366497,917504
263.45,2375.841444015503,0.1473546028137207,919552,381.71,449,381,0.0015885805,0.08957527,0.107666016,-0.06144445,0.008813518,919552
263.45,2381.20400929451,0.5080491602420807,921600,381.71,450,358,-0.007060659,0.05745738,0.12607422,-0.072932795,0.010372823,921600
263.45,2386.9199764728546,0.23839128017425537,923648,381.71,451,376,-0.011216028,0.046594985,0.16538087,-0.10029261,0.013337287,923648
263.45,2392.3597741127014,-1.7296028137207031,925696,381.71,452,393,-0.003386556,0.020496765,0.14101562,-0.12319275,0.01217111,925696
263.45,2397.57151389122,0.08635860681533813,927744,381.71,453,367,-0.014087908,0.030239105,0.20688477,-0.14398259,0.017549876,927744
263.45,2403.140064716339,-1.568089246749878,929792,381.71,454,347,-0.006171345,0.011981762,0.18544921,-0.16721293,0.017550822,929792
263.45,2409.029336452484,-1.078963041305542,931840,381.71,455,367,-0.0008775896,0.0074663744,0.11821289,-0.19241825,0.010428708,931840
263.45,2414.59974861145,0.1070825457572937,933888,381.71,456,394,-0.013868052,0.0121686235,0.21147461,-0.20990594,0.017352905,933888
263.45,2419.793070077896,-0.09841060638427734,935936,381.71,457,400,-0.0019962569,0.009722955,0.22680664,-0.21622448,0.020516794,935936
263.45,2424.9107773303986,-0.7760299444198608,937984,381.71,458,407,-0.017391037,0.05969715,0.22983399,-0.2252078,0.01804613,937984
263.45,2429.9317831993103,-0.3232203722000122,940032,381.71,459,387,-0.012162608,0.015808327,0.18500976,-0.24418323,0.015223315,940032
263.45,2435.2172572612762,0.4590305685997009,942080,381.71,460,402,-0.013784008,0.053299982,0.21088867,-0.25932577,0.016055852,942080
263.45,2440.312462568283,-0.07774627208709717,944128,381.71,461,348,-0.003651946,0.007391304,0.18222657,-0.27139854,0.015467027,944128
263.45,2446.1885232925415,-0.1470472812652588,946176,381.71,462,409,-0.014223179,0.010533474,0.2064453,-0.2917444,0.015951987,946176
263.45,2451.193035840988,-0.29442429542541504,948224,381.71,463,387,-0.015908707,0.01680484,0.22001953,-0.3042623,0.019378278,948224
263.45,2456.4726848602295,-1.3702688217163086,950272,381.71,464,385,0.0022956147,0.003732819,0.12431641,-0.3143278,0.010296465,950272
263.45,2461.786366701126,-0.8700172901153564,952320,381.71,465,363,-0.004460876,0.0031055096,0.17270508,-0.34022206,0.014018921,952320
263.45,2467.4147181510925,-0.7745167016983032,954368,381.71,466,405,0.007054574,0.0029199529,0.14423828,-0.35927522,0.012508847,954368
263.45,2472.461579799652,-2.3419573307037354,956416,381.71,467,359,-0.0005203703,0.0015647229,0.18339844,-0.37528622,0.016415926,956416
263.45,2478.155305624008,-0.2181546688079834,958464,381.71,468,405,-0.012281792,0.0068256543,0.20844726,-0.38454276,0.016895603,958464
263.45,2483.2059412002563,-1.6862545013427734,960512,381.71,469,394,-0.0011023355,0.002558836,0.15258789,-0.40012518,0.013232877,960512
263.45,2488.401467561722,-0.5464614629745483,962560,381.71,470,378,-0.007456346,0.0052289865,0.21757813,-0.42398638,0.019463466,962560
263.45,2493.808732509613,-0.9220123291015625,964608,381.71,471,363,-0.006094056,0.002801788,0.16367188,-0.43909472,0.013834911,964608
263.45,2499.450941324234,0.0770566463470459,966656,381.71,472,382,-0.015610953,0.0023455468,0.22294922,-0.45340052,0.018429467,966656
263.45,2504.8127171993256,-0.7588573694229126,968704,381.71,473,411,0.007700724,0.0019191286,0.14365235,-0.4738222,0.0132527035,968704
263.45,2509.7901153564453,-0.5028654336929321,970752,381.71,474,405,0.0033459314,0.0022394382,0.17680664,-0.4960556,0.01682024,970752
263.45,2514.8427591323853,0.08010286092758179,972800,381.71,475,351,-0.013708832,0.0021126545,0.24916992,-0.5109771,0.02281839,972800
263.45,2520.672487258911,-1.1985392570495605,974848,381.71,476,374,-0.014861177,0.0033689153,0.22231445,-0.5239424,0.018142307,974848
263.45,2526.141613960266,0.29316532611846924,976896,381.71,477,388,-0.008012131,0.0021148217,0.20815429,-0.5316622,0.018696314,976896
263.45,2531.4145057201385,-0.14880037307739258,978944,381.71,478,376,-0.011566119,0.005738001,0.20371094,-0.5436025,0.017660301,978944
263.45,2536.8574924468994,0.029199719429016113,980992,381.71,479,395,-0.015494121,0.0027092923,0.19736329,-0.5580655,0.016265571,980992
263.45,2542.031430244446,-0.95689857006073,983040,381.71,480,368,-0.0073800473,0.0010354647,0.17265625,-0.58162624,0.014033956,983040
263.45,2547.587345600128,0.35171759128570557,985088,381.71,481,411,-0.008879081,0.0031342704,0.23398438,-0.60028046,0.022591164,985088
263.45,2552.5685563087463,-0.8649994134902954,987136,381.71,482,387,-0.005805484,0.0022298414,0.19365235,-0.6134973,0.016046237,987136
263.45,2557.8488018512726,-1.1957244873046875,989184,381.71,483,391,0.0037779645,0.0019718488,0.18789062,-0.62962854,0.017006634,989184
263.45,2563.076159954071,-1.5636048316955566,991232,381.71,484,448,0.002864749,0.002408303,0.14414063,-0.64507276,0.013432546,991232
263.45,2567.6416783332825,-3.2361226081848145,993280,381.71,485,379,0.0016320078,0.0015333425,0.15878907,-0.65871423,0.013660699,993280
263.45,2573.0398585796356,-0.6833251714706421,995328,381.71,486,394,-0.0050016693,0.0013010625,0.19824219,-0.6726272,0.016546834,995328
263.45,2578.233643770218,0.3314507007598877,997376,381.71,487,392,0.0031599458,0.0007699414,0.13432617,-0.6915894,0.011367583,997376
263.45,2583.4528381824493,-0.37016212940216064,999424,381.71,488,411,0.0039961054,0.0010600359,0.1709961,-0.7112936,0.016991602,999424
