total_timesteps,value_loss,clipfrac,fps,policy_entropy,serial_timesteps,approxkl,n_updates,explained_variance,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed
1523712,18.3947,0.19394532,293,-0.25487643,1523712,0.017092263,744,0.2509727478027344,443.28,-0.0034825169,612.55,4530.07226061821
1525760,18.742676,0.21191406,284,-0.26342326,1525760,0.017676024,745,-0.024463891983032227,462.78,-9.988751e-05,631.71,4537.043916940689
1527808,17.4326,0.21162109,285,-0.27087146,1527808,0.018380847,746,0.47564077377319336,482.41,-0.0048115575,649.83,4544.241265773773
1529856,17.456974,0.09853516,303,-0.27896047,1529856,0.008430179,747,0.6592592597007751,498.06,0.0022314615,663.37,4551.410875797272
1531904,19.037588,0.13642578,311,-0.27918258,1531904,0.011176506,748,0.0740460753440857,517.75,0.00029717194,682.26,4558.155530452728
1533952,17.218967,0.16347656,301,-0.27085602,1533952,0.014638729,749,0.04578953981399536,536.75,0.0012898811,699.65,4564.726207494736
1536000,17.670513,0.15083008,309,-0.26423317,1536000,0.012644905,750,-0.03463625907897949,555.14,0.0011967021,716.95,4571.514456748962
1538048,17.671741,0.18305664,290,-0.25242254,1538048,0.01703928,751,-0.01903665065765381,571.41,0.00073726353,731.27,4578.1393032073975
1540096,16.717726,0.11401367,317,-0.25038135,1540096,0.008919387,752,0.16754978895187378,590.82,-0.0019555097,749.45,4585.188585281372
1542144,17.853651,0.17080078,297,-0.24756601,1542144,0.013428186,753,-0.02892744541168213,610.87,-0.0034415182,768.8,4591.630528450012
1544192,17.152788,0.17426758,296,-0.24589351,1544192,0.016489618,754,0.06326103210449219,631.2,-0.0032226045,788.0,4598.5158812999725
1546240,18.01238,0.13291016,305,-0.23854427,1546240,0.010535164,755,-0.0011873245239257812,649.1,9.6798e-05,802.25,4605.430827140808
1548288,19.875994,0.20629883,321,-0.22819397,1548288,0.023573235,756,0.21319794654846191,668.18,0.009884203,820.35,4612.14058971405
1550336,18.122377,0.13002929,306,-0.21853206,1550336,0.009932574,757,-0.03231489658355713,687.24,0.001209567,838.76,4618.510708808899
1552384,18.144262,0.13164063,313,-0.2183114,1552384,0.010788674,758,-0.025390148162841797,707.7,0.001456533,858.04,4625.195214509964
1554432,18.117365,0.12548828,315,-0.21531662,1554432,0.010711839,759,-0.0060100555419921875,726.22,0.0033049758,875.7,4631.72761631012
1556480,18.17483,0.14404297,299,-0.21469733,1556480,0.010984393,760,0.12781018018722534,741.53,-0.00050287816,889.13,4638.225190877914
1558528,18.044096,0.07905273,298,-0.20867448,1558528,0.006158339,761,0.011604905128479004,760.62,0.0022871285,907.55,4645.065746307373
1560576,18.67115,0.1253418,305,-0.19627751,1560576,0.010506473,762,-0.03148818016052246,769.92,0.004666192,912.58,4651.933346033096
1562624,18.752884,0.15512696,310,-0.1889416,1562624,0.013762342,763,-0.05488741397857666,790.02,0.0074719996,931.44,4658.63160443306
1564672,18.662306,0.109716795,321,-0.17732526,1564672,0.008853821,764,0.039566099643707275,807.83,0.0025512162,947.86,4665.23290514946
1566720,18.26939,0.13979492,316,-0.16128615,1566720,0.011679457,765,0.0030712485313415527,827.38,-0.00020811832,966.81,4671.610059499741
1568768,18.114765,0.10869141,307,-0.15279262,1568768,0.0085447505,766,0.06195473670959473,846.54,0.0026817312,985.18,4678.089951753616
1570816,18.497663,0.07167969,315,-0.15585995,1570816,0.0062673427,767,0.13027054071426392,863.12,0.00012817117,1000.46,4684.746045351028
1572864,19.311134,0.109228514,284,-0.1453171,1572864,0.009245373,768,0.07856482267379761,880.06,0.0020053443,1016.2,4691.241073608398
1574912,18.729494,0.09082031,316,-0.14591928,1574912,0.0072327033,769,0.002315521240234375,897.73,0.0007018487,1033.56,4698.437934875488
1576960,18.7156,0.08681641,323,-0.1471608,1576960,0.0069068572,770,0.0014865994453430176,917.21,0.0023650578,1051.73,4704.920828342438
1579008,18.406584,0.0815918,323,-0.12800631,1579008,0.0066025443,771,0.11870354413986206,936.38,0.002825872,1069.83,4711.257443904877
1581056,19.588072,0.09921875,326,-0.11124921,1581056,0.008427173,772,-0.03229641914367676,956.2,0.0010732292,1089.08,4717.5830335617065
1583104,19.278866,0.1739746,322,-0.10108106,1583104,0.014005753,773,0.36907529830932617,976.63,0.00013863176,1108.16,4723.864629030228
1585152,19.515749,0.079638675,328,-0.09464527,1585152,0.006470246,774,0.0020889639854431152,995.62,0.0039265016,1126.85,4730.212971687317
1587200,19.72875,0.089941405,330,-0.07734124,1587200,0.0075780987,775,0.36731135845184326,1016.08,0.0016262659,1145.42,4736.443245410919
1589248,40.64215,0.08208008,328,-0.053475976,1589248,0.0066165486,776,0.7287203669548035,1027.28,-0.0006605288,1162.6,4742.646005153656
1591296,27.217968,0.08701172,327,-0.050392766,1591296,0.0067247944,777,0.5689480602741241,1044.25,0.0009900441,1181.75,4748.87610077858
1593344,20.609581,0.06113281,323,-0.045952186,1593344,0.004963832,778,0.3155781030654907,1063.07,0.0017949156,1200.38,4755.129138708115
1595392,54.256298,0.071777344,322,-0.046369366,1595392,0.0057855872,779,0.7978934347629547,1071.29,-0.0002848219,1218.47,4761.452738046646
1597440,40.145393,0.058203124,320,-0.048004076,1597440,0.0047749295,780,0.7607126086950302,1083.05,-0.00044821357,1235.31,4767.802211284637
1599488,31.585445,0.06196289,315,-0.046753045,1599488,0.004975229,781,0.6904385983943939,1097.28,-0.0007116285,1252.89,4774.19448184967
1601536,26.184149,0.038085938,319,-0.04240462,1601536,0.003576332,782,0.42590534687042236,1113.28,0.0008504776,1270.6,4780.684210538864
1603584,19.598572,0.14545898,322,-0.039362814,1603584,0.011998158,783,-0.011614203453063965,1133.04,-0.0012666311,1289.63,4787.097656488419
1605632,19.325108,0.16811523,328,-0.030041924,1605632,0.013301069,784,0.01918196678161621,1150.16,-0.004312951,1304.12,4793.457378864288
1607680,19.9025,0.09853516,326,-0.030451363,1607680,0.007427582,785,0.02659815549850464,1170.58,0.0015816443,1323.2,4799.689855337143
1609728,21.267084,0.10058594,329,-0.011006339,1609728,0.009212573,786,0.04031568765640259,1189.98,0.00108734,1341.26,4805.957700014114
1611776,20.02298,0.064404294,329,0.009243737,1611776,0.0053534433,787,-0.03605973720550537,1210.19,0.0004255119,1360.3,4812.171391487122
1613824,19.970207,0.10732422,321,0.016274488,1613824,0.008719051,788,-0.00788259506225586,1230.61,0.0028892695,1379.3,4818.383633375168
1615872,19.750866,0.13686523,322,0.03306394,1615872,0.010258628,789,0.010735392570495605,1247.6,0.0012227308,1395.46,4824.75518989563
1617920,19.11771,0.15800782,321,0.065162174,1617920,0.013755603,790,0.06668442487716675,1267.9,-0.00784321,1414.2,4831.103924751282
1619968,19.915434,0.12753907,315,0.08728368,1619968,0.009582304,791,0.2395164966583252,1281.93,-0.002636009,1425.87,4837.477923631668
1622016,21.119976,0.10507812,310,0.093760185,1622016,0.008279435,792,0.25573813915252686,1298.03,0.0014146471,1441.99,4843.972049713135
1624064,20.241415,0.11977539,312,0.110474244,1624064,0.009702774,793,0.0296667218208313,1317.58,0.0036595915,1460.26,4850.560653209686
1626112,20.232822,0.055908203,316,0.12394945,1626112,0.0046699946,794,-0.008239030838012695,1336.8,0.0014269702,1478.15,4857.110822439194
1628160,20.144165,0.09580078,319,0.14051774,1628160,0.007694164,795,-0.001186966896057129,1339.72,-0.0010745749,1478.15,4863.582349777222
1630208,20.175861,0.07333984,319,0.18118007,1630208,0.0069091707,796,-0.003354787826538086,1360.07,0.00034273416,1496.54,4869.984746217728
1632256,20.250618,0.07758789,319,0.22789307,1632256,0.006151339,797,0.11715322732925415,1380.41,0.00039439934,1515.66,4876.392532110214
1634304,20.11149,0.11674805,316,0.257926,1634304,0.00875712,798,0.032132863998413086,1392.68,0.0007518454,1523.81,4882.8064041137695
1636352,20.08051,0.11538086,318,0.2867194,1636352,0.009340402,799,0.03728342056274414,1409.23,0.0015552917,1538.23,4889.271149635315
1638400,20.355503,0.059765626,316,0.3097375,1638400,0.0049188463,800,0.03685200214385986,1427.86,0.0003529042,1555.27,4895.699392557144
1640448,20.390465,0.0730957,322,0.31959012,1640448,0.0063589504,801,-0.023183703422546387,1448.31,0.001990477,1574.41,4902.16868519783
1642496,20.236124,0.10102539,321,0.34419516,1642496,0.0077495375,802,0.003491520881652832,1462.76,-0.0009371679,1586.71,4908.518225431442
1644544,20.407627,0.07749023,317,0.36732724,1644544,0.006764751,803,-0.016837358474731445,1467.66,8.62219e-06,1588.87,4914.887348413467
1646592,21.020962,0.06865235,315,0.3847163,1646592,0.0060618026,804,0.15208256244659424,1484.41,0.0011900582,1605.45,4921.346074342728
1648640,22.373066,0.063769534,313,0.38947117,1648640,0.0051204436,805,0.014731943607330322,1503.13,-0.0004136879,1624.02,4927.830813407898
1650688,26.757172,0.059765626,312,0.39249256,1650688,0.004821473,806,0.07389378547668457,1521.46,-0.0030366336,1640.6,4934.369507312775
1652736,28.042522,0.05317383,310,0.38980052,1652736,0.0046127555,807,0.09921908378601074,1537.22,-0.0016701806,1657.85,4940.915469408035
1654784,20.906708,0.1015625,312,0.39463395,1654784,0.008562255,808,0.007175445556640625,1554.99,0.0036168434,1674.17,4947.512575626373
1656832,19.915215,0.12758788,310,0.414363,1656832,0.010697614,809,0.02614825963973999,1574.58,0.00049933436,1691.82,4954.077936410904
1658880,20.387472,0.08710937,313,0.44875604,1658880,0.007417203,810,0.0030398964881896973,1586.99,0.0012279695,1691.82,4960.677433252335
1660928,20.570839,0.094091795,315,0.46322456,1660928,0.007368847,811,0.003688991069793701,1600.85,0.0025404908,1703.39,4967.213174819946
1662976,20.477009,0.10292969,315,0.47974467,1662976,0.008259274,812,-0.007520318031311035,1620.77,0.0012441634,1722.37,4973.716294288635
1665024,20.369328,0.11254883,311,0.50304234,1665024,0.008907689,813,-0.008916378021240234,1640.83,0.0007947121,1741.49,4980.21833729744
1667072,20.25589,0.061816406,310,0.507678,1667072,0.005015205,814,0.008512616157531738,1660.91,0.0011908966,1760.15,4986.795122146606
1669120,23.505245,0.084179685,314,0.52764,1669120,0.006795554,815,0.13231027126312256,1676.58,0.00013033919,1775.3,4993.38528585434
1671168,20.757303,0.08105469,313,0.5424985,1671168,0.0073121474,816,0.0024137496948242188,1694.11,1.3094378e-05,1790.59,4999.906261920929
1673216,22.556973,0.0675293,318,0.54570335,1673216,0.005590724,817,0.25716632604599,1711.71,-0.0012715516,1808.32,5006.438181638718
1675264,4.345361,0.050146483,312,0.54674226,1675264,0.0042347535,818,0.668211817741394,1711.71,0.0017358689,1808.32,5012.8604962825775
1677312,12.781393,0.043896485,311,0.5470449,1677312,0.0038973212,819,0.8999742045998573,1728.44,-0.0010718668,1825.13,5019.414169311523
1679360,5.9088855,0.105371095,311,0.54787266,1679360,0.009332224,820,0.4592374563217163,1743.78,-0.0021714629,1844.45,5025.9967675209045
1681408,5.9563227,0.17241211,311,0.5391431,1681408,0.01246988,821,0.11096382141113281,1762.29,-0.011970136,1862.7,5032.582398414612
1683456,8.191072,0.07495117,306,0.5179068,1683456,0.006739352,822,0.4226266145706177,1763.37,0.0030212482,1862.7,5039.153295755386
1685504,9.475471,0.04814453,306,0.4983781,1685504,0.0043305117,823,-0.001638174057006836,1782.79,0.00060624286,1880.8,5045.844204425812
1687552,11.044588,0.103759766,309,0.4988028,1687552,0.007865461,824,0.12749797105789185,1784.68,-0.0005177716,1880.8,5052.538379192352
1689600,11.875858,0.09287109,303,0.514145,1689600,0.0071046785,825,-0.0015827417373657227,1785.42,-0.0020647708,1880.8,5059.1573696136475
1691648,12.868265,0.04345703,306,0.516369,1691648,0.003905382,826,0.0017052888870239258,1805.23,0.0023677014,1899.53,5065.901908397675
1693696,13.736681,0.04506836,303,0.51518387,1693696,0.0038294434,827,0.003900587558746338,1805.48,0.00012225656,1899.53,5072.58490896225
1695744,14.613528,0.13242188,306,0.5161749,1695744,0.010491793,828,-0.00628507137298584,1825.97,-0.007943971,1918.51,5079.3268530368805
1697792,15.196261,0.096142575,309,0.5468039,1697792,0.008462267,829,0.0004697442054748535,1845.61,-0.0028688957,1937.02,5086.010888338089
1699840,15.887555,0.13725586,304,0.57424873,1699840,0.010338885,830,-0.005225062370300293,1865.67,-0.0028898218,1955.01,5092.634611129761
1701888,16.286621,0.12802735,307,0.58045566,1701888,0.009565552,831,0.004031658172607422,1884.61,-0.0005343653,1972.82,5099.352404356003
1703936,19.052269,0.100976564,306,0.58726513,1703936,0.008472668,832,0.143851637840271,1903.04,-0.0059008333,1989.16,5106.01179766655
1705984,16.649,0.07114258,306,0.58951724,1705984,0.005789313,833,0.12507903575897217,1921.06,0.0011334837,2005.43,5112.689873933792
1708032,16.155724,0.11811523,305,0.58120215,1708032,0.009388575,834,0.10920417308807373,1939.58,-0.003910764,2021.07,5119.377865552902
1710080,17.888687,0.13676758,288,0.589769,1710080,0.01096887,835,0.005543112754821777,1957.01,-0.004108431,2036.58,5126.090359449387
1712128,18.320341,0.09746094,244,0.60959685,1712128,0.0075175725,836,-0.008066177368164062,1976.61,0.00017641808,2049.0,5133.181330919266
1714176,19.78843,0.08662109,305,0.62024903,1714176,0.007269702,837,0.7035251259803772,1982.1,0.0023873136,2049.0,5141.553321123123
1716224,18.931866,0.07324219,307,0.63899744,1716224,0.006124295,838,0.1477338671684265,1980.79,0.0032075704,2049.0,5148.2521550655365
1718272,19.047396,0.080126956,309,0.64975256,1718272,0.0064102574,839,-0.005582451820373535,1980.37,0.0023707806,2049.0,5154.905525922775
1720320,19.148203,0.085791014,307,0.6464209,1720320,0.006709206,840,-0.0011293888092041016,1980.37,-0.00065091497,2049.0,5161.523355722427
1722368,19.260937,0.07416992,310,0.6453223,1722368,0.005920262,841,0.010869026184082031,1980.59,-0.0005812483,2049.0,5168.179461956024
1724416,19.402668,0.08364258,309,0.65607655,1724416,0.00661657,842,0.00045603513717651367,1981.11,-0.00017697162,2049.0,5174.783556938171
1726464,24.972382,0.077783205,301,0.6667454,1726464,0.00603269,843,0.8458829969167709,1981.16,-0.0013047956,2049.0,5181.405038356781
1728512,20.466871,0.077539064,307,0.67547184,1728512,0.0063908943,844,0.21255892515182495,1978.02,0.00091664324,2049.0,5188.206901550293
1730560,19.767002,0.05805664,307,0.6788777,1730560,0.004767521,845,-0.0012842416763305664,1977.66,-0.00013602877,2049.0,5194.869457483292
1732608,19.827948,0.1194336,307,0.6853746,1732608,0.008781131,846,-0.001854538917541504,1977.97,-0.0006497426,2049.0,5201.525307178497
1734656,19.866722,0.06064453,304,0.6951536,1734656,0.005364682,847,0.0013558268547058105,1977.97,0.004082368,2049.0,5208.18435049057
1736704,19.952614,0.06679688,288,0.70462185,1736704,0.005349374,848,0.00150984525680542,1978.45,0.0019143948,2049.0,5214.922302007675
1738752,20.316349,0.06660156,301,0.71900916,1738752,0.0054794652,849,0.12385141849517822,1979.14,0.0008132914,2049.0,5222.012695074081
1740800,21.42907,0.07314453,300,0.74161226,1740800,0.006233452,850,0.1277545690536499,1978.73,0.0016410879,2049.0,5228.799034357071
1742848,20.762516,0.050048828,309,0.76371074,1742848,0.0043101176,851,0.23465025424957275,1978.14,-0.000106867206,2049.0,5235.62530374527
1744896,21.556973,0.046679687,300,0.7917852,1744896,0.0040464373,852,0.08173727989196777,1977.53,0.0032352968,2049.0,5242.235299825668
1746944,20.16848,0.14257812,302,0.81011516,1746944,0.010681204,853,0.0003999471664428711,1976.73,-0.005246709,2049.0,5249.046415805817
1748992,20.672314,0.09633789,303,0.8224925,1748992,0.007983032,854,0.14664077758789062,1976.81,0.001711325,2049.0,5255.814982175827
1751040,20.110096,0.054248046,302,0.83991635,1751040,0.0045441473,855,0.005132913589477539,1976.27,0.00082129147,2049.0,5262.563752174377
1753088,20.119207,0.065820314,303,0.8567867,1753088,0.005412124,856,0.000779271125793457,1976.39,0.00036033813,2049.0,5269.332599639893
1755136,20.056879,0.09208985,300,0.8787137,1755136,0.0071141026,857,0.01061028242111206,1976.49,0.00020820496,2049.0,5276.07551407814
1757184,20.220417,0.09116211,300,0.88894063,1757184,0.007835543,858,0.002801954746246338,1976.86,0.0012984329,2049.0,5282.888103723526
1759232,20.349705,0.1394043,301,0.8996193,1759232,0.010397735,859,-0.013837456703186035,1976.86,-0.0047970386,2049.0,5289.701797962189
1761280,21.181509,0.08339844,299,0.9117481,1761280,0.0062665357,860,0.35688316822052,1976.83,-0.0005294854,2049.0,5296.493241786957
1763328,19.879284,0.08325195,299,0.92210567,1763328,0.006731323,861,0.02253323793411255,1975.81,-0.0010419389,2049.0,5303.323019981384
1765376,20.44401,0.09233399,300,0.9478132,1765376,0.008089497,862,0.009556710720062256,1976.29,-0.0006489955,2049.0,5310.165392398834
1767424,21.774021,0.05996094,298,0.9688772,1767424,0.0047595846,863,0.8341554552316666,1976.09,-0.0019177983,2049.0,5316.990365743637
1769472,20.543457,0.12788086,299,0.9761491,1769472,0.0094308965,864,0.02144455909729004,1973.98,-0.0027094006,2049.0,5323.852660179138
1771520,20.36988,0.10571289,295,0.9821044,1771520,0.008361395,865,9.167194366455078e-05,1973.94,-0.0020811756,2049.0,5330.694296360016
1773568,21.223331,0.058203124,298,0.99125016,1773568,0.0050418386,866,0.3117649555206299,1973.99,-0.0023418923,2049.0,5337.621038913727
1775616,20.35069,0.087841794,297,1.0044286,1775616,0.006636832,867,0.009312093257904053,1973.3,0.00020989515,2049.0,5344.491624355316
1777664,39.91952,0.06323242,302,1.005382,1777664,0.00520271,868,0.45115381479263306,1973.16,0.00072294846,2049.0,5351.371635913849
1779712,22.926085,0.071777344,301,1.0202171,1779712,0.005799226,869,0.48614251613616943,1968.23,0.00038613804,2049.0,5358.14451789856
1781760,20.191679,0.05678711,301,1.0568588,1781760,0.0046820375,870,0.009242832660675049,1968.05,0.00086033484,2049.0,5364.933866739273
1783808,22.434141,0.048291016,297,1.0807687,1783808,0.004304449,871,0.7867310792207718,1968.05,-0.00011914568,2049.0,5371.732244253159
1785856,20.272434,0.06704102,300,1.1068447,1785856,0.0054030144,872,0.010239362716674805,1966.23,0.0016149667,2049.0,5378.615107536316
1787904,32.824425,0.062060546,301,1.1219633,1787904,0.0050652935,873,0.6890959441661835,1966.42,-0.0022261173,2049.0,5385.42773103714
1789952,49.174408,0.06069336,302,1.1272792,1789952,0.0052597662,874,0.8126162439584732,1961.08,-0.0050310935,2049.0,5392.224329948425
1792000,20.093443,0.089746095,302,1.153811,1792000,0.007005223,875,0.029718101024627686,1951.92,-0.00012070427,2049.0,5398.995945453644
1794048,20.917461,0.0875,298,1.1772598,1794048,0.006726229,876,0.6826331913471222,1951.92,-0.0012283745,2049.0,5405.776950597763
1796096,20.528952,0.074121095,298,1.1876189,1796096,0.0062961504,877,-0.009184718132019043,1958.34,0.001917066,2049.0,5412.630986452103
1798144,20.431593,0.050683595,303,1.2187988,1798144,0.004341927,878,0.002238452434539795,1961.33,0.0012276347,2049.0,5419.504639387131
1800192,20.319351,0.14267579,301,1.2518748,1800192,0.010576663,879,-0.0005865097045898438,1962.89,-0.0026226365,2049.0,5426.263212680817
1802240,20.34969,0.08574219,302,1.2644026,1802240,0.006756886,880,0.00522160530090332,1974.05,0.0003719307,2049.0,5433.061836481094
1804288,20.56715,0.05317383,301,1.269302,1804288,0.004519402,881,-0.015987873077392578,1981.17,-0.0002386183,2049.0,5439.837961435318
1806336,20.486301,0.043261718,301,1.2780683,1806336,0.003710463,882,0.41143912076950073,1986.21,-0.0008463242,2049.0,5446.635324001312
1808384,21.996208,0.06484375,303,1.2902695,1808384,0.0050122817,883,0.514093279838562,1988.66,-0.0008909656,2049.0,5453.433378696442
1810432,21.765375,0.11142578,302,1.3117752,1810432,0.0080893785,884,0.076732337474823,1987.17,-0.0071541765,2049.0,5460.185488462448
1812480,28.655293,0.05180664,301,1.3205856,1812480,0.0043954737,885,0.4824709892272949,1986.09,-0.0006598878,2049.0,5466.947561979294
1814528,22.653591,0.027685547,297,1.3220612,1814528,0.002865057,886,0.19520992040634155,1982.53,0.00034496095,2049.0,5473.748828172684
1816576,34.221878,0.03046875,303,1.3291259,1816576,0.0029884581,887,0.5320591330528259,1981.8,-0.0008912473,2049.0,5480.645807027817
1818624,25.327642,0.037060548,298,1.3182433,1818624,0.003572654,888,0.3463905453681946,1977.54,6.8652093e-06,2049.0,5487.406134843826
1820672,20.4513,0.060253907,298,1.3198612,1820672,0.0049386984,889,0.16217082738876343,1974.65,-0.000572089,2049.0,5494.260515928268
1822720,20.331194,0.05595703,294,1.3322804,1822720,0.0047508255,890,0.42163991928100586,1974.19,0.00056480174,2049.0,5501.128850698471
1824768,20.197828,0.14316407,297,1.3458835,1824768,0.012460313,891,0.00889354944229126,1973.74,-0.0015016143,2049.0,5508.092034816742
1826816,20.404356,0.10576172,301,1.3656127,1826816,0.008612452,892,-0.0011881589889526367,1973.74,-0.0012580754,2049.0,5514.976979732513
1828864,20.272575,0.06982422,296,1.3801782,1828864,0.0055350093,893,0.006789445877075195,1974.74,-0.0009966191,2049.0,5521.782272815704
1830912,21.038038,0.06269531,295,1.3867259,1830912,0.0051627886,894,0.29357844591140747,1974.74,-0.004115681,2049.0,5528.680970907211
1832960,20.512753,0.076855466,294,1.3942606,1832960,0.006111193,895,6.389617919921875e-05,1974.22,0.0013691157,2049.0,5535.608807563782
1835008,20.609426,0.06777344,300,1.4000113,1835008,0.005310607,896,-0.02109396457672119,1974.22,0.0017664719,2049.0,5542.565057754517
1837056,21.025688,0.0519043,300,1.4073138,1837056,0.0042193932,897,0.4486004114151001,1974.22,-0.0011430663,2049.0,5549.388149261475
1839104,20.445091,0.063964844,299,1.440255,1839104,0.00511816,898,-0.011807084083557129,1973.4,-0.0016303572,2049.0,5556.212957859039
1841152,20.349379,0.123730466,297,1.4720583,1841152,0.009162942,899,-0.006236910820007324,1973.79,-0.0042287195,2049.0,5563.060770988464
1843200,19.561253,0.08203125,295,1.4992735,1843200,0.0063278466,900,0.0506095290184021,1973.93,-0.008361964,2049.0,5569.935839891434
1845248,20.415808,0.10131836,303,1.512563,1845248,0.0072875703,901,0.05408358573913574,1974.33,-0.0046268785,2049.0,5576.8612105846405
1847296,20.554928,0.057519533,301,1.518275,1847296,0.004944685,902,0.4296315908432007,1973.94,0.00040279276,2049.0,5583.62167596817
1849344,20.56161,0.055322267,302,1.5276772,1849344,0.0046510296,903,0.032956600189208984,1973.32,-0.00055887556,2049.0,5590.422827720642
1851392,20.389324,0.056591798,299,1.5378821,1851392,0.0047216997,904,-0.0009406805038452148,1973.11,-0.0002563656,2049.0,5597.189888715744
1853440,21.463747,0.066503905,300,1.5512774,1853440,0.0052414676,905,0.744649350643158,1973.34,-0.004321676,2049.0,5604.032685518265
1855488,20.040838,0.05625,301,1.5551399,1855488,0.004716242,906,0.006797611713409424,1973.13,0.00088448374,2049.0,5610.841442346573
1857536,24.087017,0.05292969,302,1.5644622,1857536,0.004654084,907,0.6514739394187927,1975.25,-0.0025784017,2049.0,5617.642202138901
1859584,20.517155,0.030957032,300,1.5864908,1859584,0.003040085,908,-0.017454862594604492,1976.01,0.0008105196,2049.0,5624.419647932053
1861632,20.044617,0.06552734,296,1.6264801,1861632,0.005455301,909,0.006168186664581299,1976.41,0.00010047265,2049.0,5631.243843793869
1863680,20.355526,0.053125,301,1.6435179,1863680,0.0046321256,910,-0.005260348320007324,1976.41,-0.00055556075,2049.0,5638.146079778671
1865728,19.985819,0.10224609,301,1.6608607,1865728,0.00864274,911,0.013577044010162354,1976.41,-1.3185339e-05,2049.0,5644.931876182556
1867776,20.399982,0.055078126,302,1.680435,1867776,0.005114239,912,-0.007459163665771484,1976.54,-0.0024253167,2049.0,5651.733224153519
1869824,21.93487,0.061572265,302,1.6783841,1869824,0.0056685316,913,0.6608924865722656,1976.44,-0.0017106688,2049.0,5658.495144128799
1871872,20.260729,0.057177734,302,1.6889719,1871872,0.004644788,914,0.001526176929473877,1974.91,-0.00017830981,2049.0,5665.264647483826
1873920,20.033339,0.09921875,300,1.7022307,1873920,0.007635434,915,0.01285773515701294,1974.87,-0.0031703499,2049.0,5672.035993337631
1875968,21.635294,0.048193358,301,1.7045937,1875968,0.0041663023,916,0.33135467767715454,1975.93,-0.0011046313,2049.0,5678.854427099228
1878016,20.15284,0.06889649,301,1.7174879,1878016,0.0056258542,917,0.0008873939514160156,1974.86,0.00041229074,2049.0,5685.641907215118
1880064,25.673534,0.023583984,301,1.7311264,1880064,0.0025720412,918,0.5742596387863159,1975.77,-0.0005891941,2049.0,5692.43049120903
1882112,18.427908,0.04477539,304,1.7260311,1882112,0.0037834612,919,0.44964420795440674,1973.76,0.00010526717,2049.0,5699.222471475601
1884160,20.26668,0.07578125,301,1.7285779,1884160,0.005956757,920,0.003262460231781006,1978.24,-0.0010117807,2049.0,5705.949177265167
1886208,19.822319,0.077539064,299,1.7530079,1886208,0.0061536776,921,0.03526651859283447,1979.18,8.967825e-05,2049.0,5712.747734308243
1888256,20.335749,0.114746094,300,1.7788721,1888256,0.008740897,922,3.463029861450195e-05,1979.23,-0.0017273516,2049.0,5719.597096443176
1890304,21.20998,0.066992186,300,1.7909126,1890304,0.005731037,923,0.12801754474639893,1979.65,-0.0016957035,2049.0,5726.4075384140015
1892352,20.48152,0.051757812,299,1.7967634,1892352,0.004314086,924,-0.004280567169189453,1978.95,-0.001498949,2049.0,5733.214453697205
1894400,21.28519,0.08852539,301,1.8043051,1894400,0.0068173306,925,0.5450668931007385,1979.13,-0.0033399402,2049.0,5740.045487880707
1896448,20.291784,0.031933594,297,1.8165929,1896448,0.0027550564,926,0.0712704062461853,1978.0,0.00018430127,2049.0,5746.845407485962
1898496,20.151112,0.07050781,296,1.8203027,1898496,0.005736878,927,0.06180882453918457,1977.75,-0.0019111661,2049.0,5753.722929477692
1900544,19.98608,0.072021484,299,1.8265293,1900544,0.005797974,928,0.01471787691116333,1977.39,0.00084808544,2049.0,5760.623273611069
1902592,20.50403,0.0809082,298,1.8471568,1902592,0.0064872405,929,0.16003990173339844,1977.39,-0.00019210766,2049.0,5767.458571910858
1904640,21.338217,0.030712891,296,1.8557384,1904640,0.003200895,930,0.07787126302719116,1976.86,0.0008434386,2049.0,5774.322666883469
1906688,21.03545,0.08540039,295,1.8588169,1906688,0.0065422044,931,0.01303708553314209,1976.45,-0.0042984253,2049.0,5781.233156681061
1908736,19.36314,0.069042966,297,1.8878336,1908736,0.0060281106,932,0.07069075107574463,1976.22,0.00045026018,2049.0,5788.162256479263
1910784,20.198277,0.07900391,295,1.9124384,1910784,0.0062277885,933,0.44066691398620605,1977.27,-0.0054979464,2049.0,5795.044341802597
1912832,20.433666,0.062109374,294,1.9192502,1912832,0.005073603,934,-0.005415916442871094,1977.01,0.0016572021,2049.0,5801.9826447963715
1914880,20.30453,0.044433594,291,1.9375124,1914880,0.004081428,935,0.0008493661880493164,1976.98,-2.821742e-05,2049.0,5808.943694591522
1916928,20.32555,0.053222656,296,1.9454651,1916928,0.0045133363,936,0.0014200210571289062,1977.0,3.4035802e-05,2049.0,5815.9644503593445
1918976,20.022049,0.035498045,300,1.9516786,1918976,0.0032576905,937,0.0195886492729187,1976.94,0.0012260275,2049.0,5822.880680322647
1921024,20.299845,0.06044922,296,1.9667765,1921024,0.00487229,938,-0.0066030025482177734,1978.36,-9.0214635e-05,2049.0,5829.698254585266
1923072,20.605839,0.03618164,294,1.9699389,1923072,0.0033871103,939,0.5576795339584351,1978.78,0.00038781264,2049.0,5836.612791776657
1925120,20.396318,0.06225586,296,1.9866068,1925120,0.0056046415,940,-0.008250951766967773,1977.97,-0.00056392245,2049.0,5843.5663006305695
1927168,20.580685,0.09814453,295,2.0112557,1927168,0.008129252,941,0.410996675491333,1977.91,-0.004701626,2049.0,5850.482679128647
