ep_reward_mean,policy_loss,total_timesteps,policy_entropy,explained_variance,n_updates,approxkl,ep_len_mean,serial_timesteps,time_elapsed,clipfrac,value_loss,fps
1970.21,-0.004062015,2316288,3.6190734,0.786467507481575,1131,0.004208889,2049.0,2316288,7000.933146715164,0.0484375,33.810753,288
1965.28,-0.0029983711,2318336,3.6202018,0.7241520881652832,1132,0.0046538515,2049.0,2318336,7008.037487745285,0.05678711,33.026756,285
1961.09,-0.0011356658,2320384,3.6287713,0.008569002151489258,1133,0.0051070238,2049.0,2320384,7015.213849782944,0.061914064,20.481844,282
1961.01,-0.0028384426,2322432,3.639037,0.2896096110343933,1134,0.004704025,2049.0,2322432,7022.473823547363,0.058398437,21.005062,287
1960.35,0.00090985483,2324480,3.6522071,-0.005173325538635254,1135,0.0041362196,2049.0,2324480,7029.609327554703,0.0496582,20.400635,286
1960.93,-0.0006063592,2326528,3.6674705,0.35861581563949585,1136,0.0031165464,2049.0,2326528,7036.768652439117,0.03237305,21.35258,285
1960.07,-0.0012556824,2328576,3.6682801,0.40058231353759766,1137,0.0034267064,2049.0,2328576,7043.947664499283,0.037158202,21.712908,285
1960.4,-0.0029141516,2330624,3.6623554,0.3909502625465393,1138,0.0056643197,2049.0,2330624,7051.118777513504,0.070458986,21.322048,286
1959.77,-0.0008640269,2332672,3.6663144,0.008273661136627197,1139,0.004895021,2049.0,2332672,7058.2775230407715,0.059423827,20.274353,285
1959.8,-0.00011052962,2334720,3.6649594,0.055683791637420654,1140,0.0041100355,2049.0,2334720,7065.457625865936,0.045458984,19.80875,286
1960.0,-0.0021312956,2336768,3.6643333,0.5292178690433502,1141,0.006533296,2049.0,2336768,7072.597442626953,0.077783205,22.618153,286
1959.8,-0.0007893933,2338816,3.6681333,0.4493374228477478,1142,0.0027862159,2049.0,2338816,7079.759768009186,0.026806641,21.476505,285
1958.65,0.0010918054,2340864,3.6729362,-0.0021430253982543945,1143,0.005874714,2049.0,2340864,7086.9374487400055,0.073876955,20.26025,287
1959.8,-0.0035682744,2342912,3.6801167,0.9116495251655579,1144,0.004550491,2049.0,2342912,7094.068922281265,0.050732423,35.203575,286
1952.71,-0.0007831567,2344960,3.6834903,0.0007848739624023438,1145,0.004864128,2049.0,2344960,7101.22614979744,0.062207032,20.193544,286
1952.82,-0.001126994,2347008,3.6807613,0.020922422409057617,1146,0.0054665715,2049.0,2347008,7108.377220153809,0.06938477,20.051144,284
1954.46,4.4438464e-05,2349056,3.688722,0.12053126096725464,1147,0.0047095083,2049.0,2349056,7115.570305109024,0.05126953,20.35627,289
1954.2,-0.0015826637,2351104,3.7022033,0.37728792428970337,1148,0.004596415,2049.0,2351104,7122.652916431427,0.05205078,21.455662,286
1953.21,-0.0029306922,2353152,3.7035775,0.7515291124582291,1149,0.004670401,2049.0,2353152,7129.790693283081,0.05708008,23.74439,288
1952.09,-0.000546477,2355200,3.7209504,0.7570232003927231,1150,0.00353233,2049.0,2355200,7136.894465923309,0.04243164,20.860426,287
1951.9,-0.0008915012,2357248,3.7286842,0.08213293552398682,1151,0.0060128914,2049.0,2357248,7144.014139175415,0.08022461,20.483517,287
1952.49,-0.0012919086,2359296,3.74267,0.05407369136810303,1152,0.007697457,2049.0,2359296,7151.147444963455,0.095263675,20.05053,290
1953.28,0.0009022044,2361344,3.7680542,0.11587679386138916,1153,0.0032981306,2049.0,2361344,7158.2057056427,0.03671875,20.27526,285
1952.89,-0.00060824235,2363392,3.7698712,-0.0005947351455688477,1154,0.004209163,2049.0,2363392,7165.3876712322235,0.04892578,20.339825,288
1952.89,-0.0011868353,2365440,3.7745368,0.048651814460754395,1155,0.0025286167,2049.0,2365440,7172.500143289566,0.021289062,21.05816,286
1952.18,-0.0016744618,2367488,3.7744102,0.48769819736480713,1156,0.0031396183,2049.0,2367488,7179.649528980255,0.03125,21.716267,283
1950.51,-0.000500501,2369536,3.7679248,0.08523637056350708,1157,0.0047137523,2049.0,2369536,7186.876243829727,0.055859376,20.810839,286
1951.64,-0.0007627639,2371584,3.761254,0.06549525260925293,1158,0.004336719,2049.0,2371584,7194.0331382751465,0.049804688,21.000355,285
1951.37,-0.00048207786,2373632,3.7596965,0.09525519609451294,1159,0.0024596914,2049.0,2373632,7201.203423500061,0.023242187,20.312323,285
1951.17,-0.0010027001,2375680,3.7633176,0.005384922027587891,1160,0.0035097569,2049.0,2375680,7208.366584062576,0.038964845,20.464996,286
1951.38,0.0015467465,2377728,3.7739704,-0.0017875432968139648,1161,0.005714302,2049.0,2377728,7215.524075984955,0.070166014,20.230156,288
1951.62,-0.0007788191,2379776,3.788468,0.22561895847320557,1162,0.0049162116,2049.0,2379776,7222.619638681412,0.061523438,20.393253,284
1951.29,-0.0008479202,2381824,3.789975,0.0005303025245666504,1163,0.0057045324,2049.0,2381824,7229.811655521393,0.06977539,20.199577,290
1951.28,1.9387448e-05,2383872,3.7946568,-0.001040339469909668,1164,0.005009178,2049.0,2383872,7236.852778434753,0.062646486,20.259338,287
1952.9,0.0005695034,2385920,3.8098397,0.10201013088226318,1165,0.005575615,2049.0,2385920,7243.980637311935,0.068164065,20.540836,284
1952.6,0.0009950801,2387968,3.8222053,-0.0006464719772338867,1166,0.0038995494,2049.0,2387968,7251.169952869415,0.043164063,20.245699,287
1952.62,-0.0011996493,2390016,3.8355274,0.00176161527633667,1167,0.005403429,2049.0,2390016,7258.2899441719055,0.06196289,20.295437,286
1953.26,-0.0016776721,2392064,3.8541183,-0.0063828229904174805,1168,0.0055213245,2049.0,2392064,7265.429015874863,0.07197265,20.456566,289
1953.84,-0.0012537191,2394112,3.8656495,0.005699872970581055,1169,0.0050130077,2049.0,2394112,7272.503824234009,0.06015625,20.207865,287
1955.5,-0.0005469878,2396160,3.8748581,0.060303568840026855,1170,0.0032694202,2049.0,2396160,7279.639493942261,0.034179688,20.83736,291
1955.31,0.00023190577,2398208,3.8826327,0.3622865080833435,1171,0.0054990062,2049.0,2398208,7286.677454948425,0.061669923,20.280157,287
1954.69,-0.0009978621,2400256,3.9017162,0.07689279317855835,1172,0.005602275,2049.0,2400256,7293.7972683906555,0.06601562,20.785973,284
1955.8,-0.0001927712,2402304,3.912363,0.05997014045715332,1173,0.0032374836,2049.0,2402304,7301.00693821907,0.03359375,20.530987,286
1955.26,-0.002649235,2404352,3.8967037,0.016392946243286133,1174,0.0062997146,2049.0,2404352,7308.158039331436,0.07773437,20.662457,286
1955.85,-0.00016033226,2406400,3.9011893,0.5089077949523926,1175,0.0042041317,2049.0,2406400,7315.298698663712,0.050878905,20.54123,283
1955.54,-0.0032464718,2408448,3.9245782,0.054937124252319336,1176,0.00969019,2049.0,2408448,7322.514739513397,0.1331543,20.715982,286
1955.47,3.7062484e-05,2410496,3.91771,0.5628494322299957,1177,0.0037290219,2049.0,2410496,7329.6619119644165,0.03730469,20.643736,285
1954.82,-0.0032169241,2412544,3.909469,0.030005812644958496,1178,0.0065659084,2049.0,2412544,7336.831577777863,0.08383789,19.851017,286
1955.95,-0.0014162862,2414592,3.9054992,-0.008539080619812012,1179,0.005436669,2049.0,2414592,7343.972636461258,0.068847656,20.382206,285
1958.03,-0.00048734006,2416640,3.9088912,-0.0052852630615234375,1180,0.0037443317,2049.0,2416640,7351.137862205505,0.04145508,20.650759,285
1963.36,-0.0006185776,2418688,3.913651,0.0045424699783325195,1181,0.0042101955,2049.0,2418688,7358.3132491111755,0.048779298,20.339823,281
1966.03,-0.0008987722,2420736,3.9263802,0.005050301551818848,1182,0.0033249431,2049.0,2420736,7365.586976766586,0.03691406,20.262342,282
1972.76,0.00041017667,2422784,3.9402459,0.001153409481048584,1183,0.0030312038,2049.0,2422784,7372.830917596817,0.033740234,20.365034,282
1975.42,-2.8118287e-05,2424832,3.9505951,-0.012915611267089844,1184,0.0052843755,2049.0,2424832,7380.090930223465,0.06591797,20.548717,288
1978.93,-0.0004914097,2426880,3.95563,-0.013099908828735352,1185,0.0031079468,2049.0,2426880,7387.198126316071,0.032568358,20.466635,283
1979.89,0.00041956763,2428928,3.9579494,0.3622692823410034,1186,0.0034306608,2049.0,2428928,7394.435895204544,0.037841797,20.501982,283
1980.73,-0.0017970906,2430976,3.9714122,-0.0066144466400146484,1187,0.0057052136,2049.0,2430976,7401.650757551193,0.06689453,20.40556,282
1981.66,-0.0017133832,2433024,3.9906292,0.13256514072418213,1188,0.004594333,2049.0,2433024,7408.902807712555,0.050488282,18.68199,285
1981.93,-0.0007106288,2435072,4.000434,0.238409161567688,1189,0.004210892,2049.0,2435072,7416.078032255173,0.050097656,21.48516,286
1981.65,0.000644302,2437120,4.017964,0.1252322793006897,1190,0.0031781525,2049.0,2437120,7423.216015338898,0.034375,20.601124,285
1981.68,-0.0026001174,2439168,4.0462832,-0.011999845504760742,1191,0.007803845,2049.0,2439168,7430.389768600464,0.085351564,20.423687,284
1982.16,-0.0018006228,2441216,4.0697985,0.6701867282390594,1192,0.0031549677,2049.0,2441216,7437.59113240242,0.03203125,21.234335,285
1981.02,3.728452e-05,2443264,4.073327,0.004003703594207764,1193,0.004550278,2049.0,2443264,7444.760165452957,0.052197266,20.331945,285
1980.88,-0.00023808426,2445312,4.0757236,0.016193747520446777,1194,0.004167642,2049.0,2445312,7451.926418304443,0.047753908,20.519945,285
1980.65,-0.0008261077,2447360,4.090935,0.004718482494354248,1195,0.0053992104,2049.0,2447360,7459.10541176796,0.06977539,20.532604,286
1980.55,-0.0016153477,2449408,4.1040964,0.01911771297454834,1196,0.004184909,2049.0,2449408,7466.268256187439,0.050683595,20.142313,286
1981.12,-0.0009654743,2451456,4.105264,0.6218166053295135,1197,0.0032480948,2049.0,2451456,7473.410897731781,0.032324217,21.902252,288
1979.65,-0.00093210617,2453504,4.11123,-0.004036545753479004,1198,0.0044976184,2049.0,2453504,7480.507239103317,0.054345705,20.263239,288
1979.63,-9.4823714e-05,2455552,4.1169386,0.3413926362991333,1199,0.0023378443,2049.0,2455552,7487.618680477142,0.021923829,20.62554,287
1978.88,-0.0004845325,2457600,4.13741,-0.002407073974609375,1200,0.0023116695,2049.0,2457600,7494.732928752899,0.024902344,20.287071,286
1978.3,-0.0030412902,2459648,4.1538343,0.6502025127410889,1201,0.0037747219,2049.0,2459648,7501.885728359222,0.039013673,17.804592,288
1977.78,0.0013278751,2461696,4.153312,0.022154390811920166,1202,0.0028917168,2049.0,2461696,7508.992564678192,0.031201173,20.36059,289
1977.78,0.0008019507,2463744,4.164977,0.0027946829795837402,1203,0.004849216,2049.0,2463744,7516.069748878479,0.056005858,20.121517,289
1978.57,-0.00021581049,2465792,4.191243,-0.002757430076599121,1204,0.0038018052,2049.0,2465792,7523.154866933823,0.043652344,20.191113,289
1979.2,0.00011499743,2467840,4.2028284,0.732271283864975,1205,0.0023710527,2049.0,2467840,7530.226413011551,0.023339843,21.371449,287
1979.65,-0.0021498299,2469888,4.1916323,0.5158208906650543,1206,0.0022741877,2049.0,2469888,7537.363325595856,0.018554688,24.155416,288
1977.61,-5.72723e-05,2471936,4.182963,0.0680626630783081,1207,0.0035240944,2049.0,2471936,7544.471375703812,0.037988283,20.191923,289
1978.49,-0.0017562626,2473984,4.182353,0.7405288517475128,1208,0.0030322978,2049.0,2473984,7551.556131839752,0.030322265,24.28222,286
1975.41,-0.0036659143,2476032,4.179325,0.33381468057632446,1209,0.0043426314,2049.0,2476032,7558.701276302338,0.051757812,21.652225,285
1973.83,-0.003676091,2478080,4.1775336,0.45636606216430664,1210,0.006121927,2049.0,2478080,7565.886265993118,0.07602539,18.814764,288
1973.27,0.0010340104,2480128,4.168982,-0.0036200284957885742,1211,0.0054662665,2049.0,2480128,7572.9888207912445,0.062158205,20.0075,290
1973.86,7.316233e-05,2482176,4.1699595,0.03930842876434326,1212,0.0038865525,2049.0,2482176,7580.040083169937,0.044042967,20.039139,290
1976.25,0.00065407663,2484224,4.17457,-0.0031299591064453125,1213,0.0034581176,2049.0,2484224,7587.081275224686,0.03671875,20.171947,288
1976.4,-0.0022411402,2486272,4.1736155,0.00023186206817626953,1214,0.007288673,2049.0,2486272,7594.177594423294,0.098925784,20.262592,286
1976.77,0.00080984645,2488320,4.184203,0.01483827829360962,1215,0.0053332373,2049.0,2488320,7601.32089304924,0.06689453,19.88285,291
1977.01,0.001064677,2490368,4.1975217,0.010444939136505127,1216,0.0034272175,2049.0,2490368,7608.356775760651,0.03769531,20.135311,289
1978.53,-0.0013983665,2492416,4.2118144,-0.009932637214660645,1217,0.0055300863,2049.0,2492416,7615.427532911301,0.06196289,20.359646,291
1979.35,-0.00015440014,2494464,4.222758,0.6069209277629852,1218,0.002390643,2049.0,2494464,7622.465633630753,0.022216797,20.558872,288
1979.46,-0.0049617556,2496512,4.2229686,0.5507155060768127,1219,0.007320413,2049.0,2496512,7629.562361717224,0.10288086,21.488577,290
1978.05,-0.0023609907,2498560,4.21833,0.09374499320983887,1220,0.0051923213,2049.0,2498560,7636.612402677536,0.064501956,20.25166,287
1977.62,-0.000978407,2500608,4.2120185,0.1254262924194336,1221,0.0049017766,2049.0,2500608,7643.727169752121,0.059472658,20.768486,290
1977.25,0.0019884896,2502656,4.2194905,-0.004349112510681152,1222,0.0041149966,2049.0,2502656,7650.773341417313,0.05,20.202723,287
1977.38,-0.00036894478,2504704,4.228583,0.01158207654953003,1223,0.004217825,2049.0,2504704,7657.888879299164,0.047070313,20.268915,285
1977.21,-0.0017153177,2506752,4.230571,0.37758970260620117,1224,0.0049373833,2049.0,2506752,7665.0718557834625,0.060595702,20.280382,284
1976.5,0.0006858137,2508800,4.2437825,0.01957416534423828,1225,0.0046371873,2049.0,2508800,7672.270379066467,0.0546875,20.359238,283
1976.7,-0.00070728594,2510848,4.2563148,0.024973928928375244,1226,0.0046873977,2049.0,2510848,7679.498770236969,0.05625,20.322277,284
1977.86,-0.0014179714,2512896,4.265586,0.09072870016098022,1227,0.0058010733,2049.0,2512896,7686.6878843307495,0.07680664,20.446802,284
1977.71,-0.0012442137,2514944,4.2781982,-2.110004425048828e-05,1228,0.00496131,2049.0,2514944,7693.900321006775,0.056591798,20.194681,287
1977.64,-0.0023887674,2516992,4.2987404,0.008484125137329102,1229,0.0063771545,2049.0,2516992,7701.023365736008,0.08115234,20.092556,284
1978.41,-0.0014110069,2519040,4.302883,0.006027042865753174,1230,0.006306111,2049.0,2519040,7708.222947835922,0.078222655,20.171612,287
1979.07,-0.0016667176,2521088,4.300504,0.007051587104797363,1231,0.0036945865,2049.0,2521088,7715.354541301727,0.041796874,20.49111,285
1984.91,-0.001021273,2523136,4.2967625,0.036612629890441895,1232,0.004814621,2049.0,2523136,7722.526387691498,0.055273436,20.622463,284
1988.65,-0.00047613838,2525184,4.292078,0.07061147689819336,1233,0.0029930605,2049.0,2525184,7729.715353727341,0.03310547,20.804617,283
1988.4,0.0008442498,2527232,4.2987943,0.11944794654846191,1234,0.0039902534,2049.0,2527232,7736.930723428726,0.046582032,20.940226,286
1988.58,0.0005875075,2529280,4.3054705,0.7100948989391327,1235,0.0033643332,2049.0,2529280,7744.075163841248,0.03676758,22.279858,285
1986.72,-9.955e-05,2531328,4.321477,-0.009714126586914062,1236,0.00436345,2049.0,2531328,7751.258334159851,0.047314454,20.373943,284
1987.58,-0.0014939924,2533376,4.3380384,0.41655653715133667,1237,0.002570785,2049.0,2533376,7758.465722084045,0.026757812,20.654634,284
1987.3,-0.0033552572,2535424,4.3510623,-0.0040770769119262695,1238,0.006281075,2049.0,2535424,7765.661319732666,0.081933595,20.25401,285
1987.99,0.00080247456,2537472,4.3695745,0.0016903877258300781,1239,0.004449108,2049.0,2537472,7772.842747449875,0.0515625,20.199915,287
1988.02,-0.0005169567,2539520,4.3906474,-0.0009942054748535156,1240,0.0040466525,2049.0,2539520,7779.956667661667,0.04375,20.109844,283
1988.08,-0.0014064758,2541568,4.421708,0.006767332553863525,1241,0.006038997,2049.0,2541568,7787.175615310669,0.06943359,20.294334,287
1988.97,0.00011301566,2543616,4.4246416,0.01135408878326416,1242,0.002603176,2049.0,2543616,7794.306987762451,0.021337891,20.336761,288
1989.84,-0.0015817672,2545664,4.4118032,0.20838063955307007,1243,0.0038148914,2049.0,2545664,7801.405622720718,0.04116211,21.503641,283
1987.44,-0.0021820923,2547712,4.394225,0.4083329439163208,1244,0.0048446083,2049.0,2547712,7808.6314260959625,0.054003906,22.441616,285
1995.0,0.001187101,2549760,4.378374,0.08668363094329834,1245,0.0038134325,2049.0,2549760,7815.798412322998,0.042333983,20.677132,285
1994.56,-0.0040911185,2551808,4.3664613,0.18256783485412598,1246,0.005016512,2049.0,2551808,7822.975703001022,0.06357422,19.435696,286
1993.94,-0.0003375467,2553856,4.3582187,-0.00682377815246582,1247,0.005376575,2049.0,2553856,7830.115690946579,0.06738281,20.232058,287
1994.14,-0.00022051779,2555904,4.3551345,0.8302648216485977,1248,0.0039285254,2049.0,2555904,7837.247020721436,0.043359376,21.535023,287
1992.74,-0.0016162917,2557952,4.3480706,0.0386197566986084,1249,0.00567828,2049.0,2557952,7844.382583141327,0.07006836,20.467136,288
1994.93,0.0017456735,2560000,4.3536577,0.1282978057861328,1250,0.0034408844,2049.0,2560000,7851.486461400986,0.039257813,20.698677,285
1995.97,-0.0008706272,2562048,4.3876266,0.03652477264404297,1251,0.0056332047,2049.0,2562048,7858.66943693161,0.061816406,19.757647,285
1996.3,-0.0011073021,2564096,4.4138675,0.005592048168182373,1252,0.0054403236,2049.0,2564096,7865.841096639633,0.06772461,20.17471,284
1996.3,-0.0034559735,2566144,4.421752,0.5344139337539673,1253,0.0055115493,2049.0,2566144,7873.033741474152,0.07280274,22.857542,281
1995.47,0.0011301138,2568192,4.4198027,0.028392374515533447,1254,0.0018745385,2049.0,2568192,7880.3136558532715,0.01640625,20.694561,282
1995.39,-0.00044580054,2570240,4.4293647,0.005544424057006836,1255,0.0048374985,2049.0,2570240,7887.573166847229,0.05703125,20.353794,286
1995.97,-0.0010478548,2572288,4.439497,0.02159959077835083,1256,0.0048461417,2049.0,2572288,7894.728172302246,0.057763673,20.693405,284
1997.46,-0.000100669145,2574336,4.4466367,0.0067893266677856445,1257,0.005364133,2049.0,2574336,7901.932146549225,0.06147461,20.55522,283
1997.45,-0.0014111409,2576384,4.465178,0.19824570417404175,1258,0.0033009206,2049.0,2576384,7909.164278745651,0.037988283,20.75232,285
1997.45,0.00049500447,2578432,4.474877,0.011521339416503906,1259,0.003960849,2049.0,2578432,7916.351181507111,0.04248047,20.308165,283
1997.97,-6.8056615e-05,2580480,4.475011,0.013996124267578125,1260,0.0034701396,2049.0,2580480,7923.573745012283,0.036035158,20.06047,287
1998.01,0.00018836989,2582528,4.4761286,0.239479660987854,1261,0.0035806098,2049.0,2582528,7930.698544740677,0.040234376,20.408583,285
1997.5,-0.00065943773,2584576,4.486504,-0.0001119375228881836,1262,0.006144502,2049.0,2584576,7937.87323474884,0.07832031,20.156128,283
1998.11,-0.0016626643,2586624,4.4962344,0.0021290183067321777,1263,0.005991285,2049.0,2586624,7945.0996170043945,0.07441406,20.178211,285
1998.11,0.00019678897,2588672,4.508586,0.00180894136428833,1264,0.00223913,2049.0,2588672,7952.271888494492,0.021679688,20.393667,284
1998.0,-0.00242999,2590720,4.5325375,0.01906299591064453,1265,0.007727381,2049.0,2590720,7959.474539518356,0.09462891,20.398132,287
1998.13,-0.00035624485,2592768,4.540656,0.18152141571044922,1266,0.004319709,2049.0,2592768,7966.592393159866,0.047607422,20.462345,284
1997.71,0.0011063345,2594816,4.533723,0.3800010681152344,1267,0.002420281,2049.0,2594816,7973.789913415909,0.022070313,20.209526,287
1997.09,0.0007870024,2596864,4.5337105,-7.140636444091797e-05,1268,0.0034699645,2049.0,2596864,7980.905299663544,0.03857422,20.453417,285
1996.88,-0.0025594372,2598912,4.5442476,0.21105057001113892,1269,0.0048525757,2049.0,2598912,7988.074143409729,0.05732422,20.878246,285
1996.39,-0.0017016337,2600960,4.5548697,0.2551422119140625,1270,0.0035320749,2049.0,2600960,7995.250032424927,0.04140625,20.218164,283
1995.97,-0.0022680112,2603008,4.5564475,0.037393391132354736,1271,0.0071513974,2049.0,2603008,8002.463612318039,0.08867188,19.875046,283
1996.64,-0.0013192728,2605056,4.560068,0.38583213090896606,1272,0.006078544,2049.0,2605056,8009.676852226257,0.07304688,20.528442,286
1996.3,-0.0002874011,2607104,4.560791,0.018224716186523438,1273,0.004421331,2049.0,2607104,8016.8286373615265,0.051220704,20.469706,284
1996.16,-0.0004135606,2609152,4.5593843,0.3313125967979431,1274,0.0049407883,2049.0,2609152,8024.031357526779,0.061279297,20.504961,286
1996.36,0.0012381432,2611200,4.5561457,0.3145807981491089,1275,0.0051424885,2049.0,2611200,8031.190144300461,0.056640625,21.23865,283
1996.42,-0.00040455177,2613248,4.5675764,0.0049648284912109375,1276,0.0042409496,2049.0,2613248,8038.406414747238,0.053955078,20.260826,284
1996.65,-0.0012177026,2615296,4.569522,-0.008782625198364258,1277,0.0044847364,2049.0,2615296,8045.607542276382,0.05263672,20.408588,280
1997.56,-0.0028231447,2617344,4.5741987,-0.0030976533889770508,1278,0.005093099,2049.0,2617344,8052.899617433548,0.06088867,20.33719,286
1997.57,-0.00073364406,2619392,4.599038,-0.004312276840209961,1279,0.0029960633,2049.0,2619392,8060.052263736725,0.032714844,20.397131,283
1997.6,-0.0007297242,2621440,4.621339,-0.001970529556274414,1280,0.0032943618,2049.0,2621440,8067.278818130493,0.03754883,20.36917,284
1997.88,0.0013824739,2623488,4.6240444,0.3872126340866089,1281,0.0030026147,2049.0,2623488,8074.48228096962,0.033496093,20.779762,282
1997.15,0.0023323381,2625536,4.627685,-0.0052492618560791016,1282,0.0038196337,2049.0,2625536,8081.740401029587,0.04121094,20.44009,284
1997.12,-0.0017146881,2627584,4.629609,0.7454867362976074,1283,0.0037253276,2049.0,2627584,8088.94330906868,0.039794922,21.256985,284
1995.19,0.0003917999,2629632,4.6299405,-0.0047463178634643555,1284,0.0032119327,2049.0,2629632,8096.132159948349,0.034423828,20.601097,284
1995.26,-0.004531343,2631680,4.6374407,0.029381215572357178,1285,0.0073004914,2049.0,2631680,8103.3351283073425,0.08510742,20.287876,282
1995.08,-0.002825225,2633728,4.646132,0.7787522226572037,1286,0.004819316,2049.0,2633728,8110.589140892029,0.058251955,20.446035,284
1994.3,-0.0028390966,2635776,4.6554117,0.004455864429473877,1287,0.006155266,2049.0,2635776,8117.801660299301,0.07368164,20.274931,285
1994.32,0.0010443967,2637824,4.668423,0.5561204850673676,1288,0.0031802792,2049.0,2637824,8124.983509063721,0.03618164,21.144514,284
1993.29,-0.00015859054,2639872,4.685579,0.5828592777252197,1289,0.001720186,2049.0,2639872,8132.184656381607,0.015283203,20.705374,284
1993.17,-0.0005863483,2641920,4.6993055,0.011041104793548584,1290,0.0032651108,2049.0,2641920,8139.373281002045,0.03984375,20.519234,283
1993.35,-0.0007530624,2643968,4.708987,0.017717421054840088,1291,0.003458017,2049.0,2643968,8146.605567455292,0.042089842,20.581863,283
1992.85,0.00048766434,2646016,4.712962,0.0037177205085754395,1292,0.0035154745,2049.0,2646016,8153.829902172089,0.033691406,20.602728,283
1993.78,-0.00011833835,2648064,4.716884,0.03717172145843506,1293,0.0035715536,2049.0,2648064,8161.051216363907,0.042773437,20.383875,283
1993.77,-0.0014508116,2650112,4.7145505,-0.0026853084564208984,1294,0.0028042658,2049.0,2650112,8168.266350269318,0.02709961,20.670437,284
1993.82,-0.0030298682,2652160,4.7274094,-0.0047713518142700195,1295,0.0070448443,2049.0,2652160,8175.458650827408,0.08574219,20.378626,285
1994.0,-0.00041813208,2654208,4.7521977,0.024773001670837402,1296,0.0036452152,2049.0,2654208,8182.633905887604,0.042675782,20.378742,289
1994.04,-0.00023911707,2656256,4.7745657,0.0012359023094177246,1297,0.0038237069,2049.0,2656256,8189.709146261215,0.0453125,20.325695,285
1995.71,0.000115237766,2658304,4.779586,-0.003567934036254883,1298,0.003806031,2049.0,2658304,8196.896147727966,0.046582032,20.451979,284
1995.82,0.0023990585,2660352,4.786018,7.12275505065918e-05,1299,0.0034966706,2049.0,2660352,8204.08452296257,0.03793945,20.497065,285
1996.46,-0.00031366182,2662400,4.7916346,0.0006291866302490234,1300,0.005866821,2049.0,2662400,8211.26372051239,0.066992186,20.351463,281
1997.56,-0.0003791815,2664448,4.792181,0.3697970509529114,1301,0.0026156832,2049.0,2664448,8218.557197093964,0.026904296,21.5321,283
1997.29,-0.0008131295,2666496,4.801732,0.48346853256225586,1302,0.0037130173,2049.0,2666496,8225.77486205101,0.038427733,20.534386,282
1995.95,-0.0018292007,2668544,4.8107023,0.19249415397644043,1303,0.004644268,2049.0,2668544,8233.028821229935,0.046728514,22.828388,285
1994.99,-0.0022296153,2670592,4.8266387,-0.008331656455993652,1304,0.0077393777,2049.0,2670592,8240.205010175705,0.082373045,20.619722,285
1994.91,4.9821363e-05,2672640,4.8457394,-0.005266547203063965,1305,0.0020945098,2049.0,2672640,8247.369317770004,0.019580077,20.317114,282
1997.13,0.0017530884,2674688,4.864322,0.11854273080825806,1306,0.0032202464,2049.0,2674688,8254.617854118347,0.037402343,20.856243,285
1999.31,-0.0007205955,2676736,4.8733315,-0.00584864616394043,1307,0.0038459692,2049.0,2676736,8261.80122756958,0.04350586,20.50853,284
2000.03,-0.00016339566,2678784,4.8769255,0.5481738448143005,1308,0.0025994654,2049.0,2678784,8269.004739761353,0.02890625,24.908047,283
2001.58,-0.0024551968,2680832,4.87589,0.09200042486190796,1309,0.00569821,2049.0,2680832,8276.219740152359,0.066748045,20.989618,283
2003.62,-9.381687e-05,2682880,4.8937693,0.23501241207122803,1310,0.0032330423,2049.0,2682880,8283.448101520538,0.037890624,20.351236,285
2003.92,-0.00035815392,2684928,4.907056,0.4062250852584839,1311,0.0024133367,2049.0,2684928,8290.632885932922,0.027490234,22.79363,286
2001.8,-0.0027586005,2686976,4.911796,0.38380467891693115,1312,0.003904768,2049.0,2686976,8297.785325050354,0.04814453,22.40794,286
2001.11,3.1336327e-05,2689024,4.9239464,0.19053828716278076,1313,0.002459432,2049.0,2689024,8304.930310964584,0.02626953,20.605846,283
2000.38,-0.00074056676,2691072,4.9269376,0.0790703296661377,1314,0.0040629157,2049.0,2691072,8312.143793821335,0.045800783,20.853592,285
1999.94,0.00059171586,2693120,4.927016,0.18795907497406006,1315,0.0030121559,2049.0,2693120,8319.324846506119,0.031982422,20.42318,282
1999.33,0.0007166044,2695168,4.940561,0.07799100875854492,1316,0.002003143,2049.0,2695168,8326.572834730148,0.020996094,20.503551,282
1998.54,-0.0019303359,2697216,4.948647,0.7227407395839691,1317,0.004509072,2049.0,2697216,8333.81634235382,0.051464844,15.0010805,281
1997.77,0.00023588953,2699264,4.947005,0.29174280166625977,1318,0.0020832592,2049.0,2699264,8341.10622382164,0.02216797,20.716057,283
1997.94,-0.0010894167,2701312,4.9698563,-0.005036830902099609,1319,0.0041281157,2049.0,2701312,8348.320259571075,0.048876952,20.362503,285
1999.4,0.00015943056,2703360,4.985992,0.08343017101287842,1320,0.0016718165,2049.0,2703360,8355.500240325928,0.013427734,20.598083,282
1999.31,5.218185e-05,2705408,4.98012,0.03491169214248657,1321,0.0015229454,2049.0,2705408,8362.763196229935,0.013134765,20.793665,284
1999.44,-0.0030883376,2707456,4.974499,0.7462521195411682,1322,0.0035806883,2049.0,2707456,8369.973412513733,0.043310545,26.417141,286
1996.35,-0.0013640543,2709504,4.973554,0.11515957117080688,1323,0.0045643523,2049.0,2709504,8377.126665592194,0.050048828,20.588085,285
1995.89,-0.00031980447,2711552,4.9784837,0.2550714612007141,1324,0.0026786139,2049.0,2711552,8384.308552742004,0.0296875,21.767593,282
