n_updates,fps,policy_entropy,ep_len_mean,policy_loss,explained_variance,time_elapsed,serial_timesteps,clipfrac,value_loss,total_timesteps,ep_reward_mean,approxkl
385,423,0.9779447,882.39,0.0012224237,-2.4885501861572266,1990.086476802826,788480,0.08930664,5.265199,788480,466.35140277000005,0.007962878
386,355,1.0126659,882.39,-0.0076789022,-1.0894911289215088,1994.9208920001984,790528,0.115722656,4.8178997,790528,466.35140277000005,0.009609709
387,422,1.0508034,882.39,-0.0022750953,-1.5398714542388916,2000.6794800758362,792576,0.07529297,4.6364765,792576,466.35140277000005,0.0060523157
388,400,1.0373399,882.39,-0.0022226518,-0.8717678785324097,2005.5247874259949,794624,0.096142575,3.4582944,794624,466.35140277000005,0.00798651
389,406,1.0214874,882.39,-0.0015790963,-0.9897700548171997,2010.6401970386505,796672,0.07993164,2.6801438,796672,466.35140277000005,0.006567245
390,391,1.0066425,882.39,-0.00251664,-0.29335594177246094,2015.6824235916138,798720,0.07119141,1.997275,798720,466.35140277000005,0.005974474
391,343,0.99916315,882.39,-0.004737244,-0.45435500144958496,2020.9152917861938,800768,0.08110352,2.025529,800768,466.35140277000005,0.0060442677
392,386,1.0084422,882.39,-0.002307798,-0.5251741409301758,2026.880469083786,802816,0.06113281,1.9433,802816,466.35140277000005,0.005124067
393,420,1.0202012,882.39,-0.0020146512,-0.6438268423080444,2032.1801719665527,804864,0.07353516,1.7242216,804864,466.35140277000005,0.005912156
394,409,1.0206131,882.39,-0.00062386465,-0.39172863960266113,2037.048636674881,806912,0.076416016,1.3187895,806912,466.35140277000005,0.0062853647
395,377,1.0153459,882.39,-0.0023494256,-0.2520120143890381,2042.0514357089996,808960,0.09663086,1.1090078,808960,466.35140277000005,0.007990227
396,370,1.0126182,882.39,-0.0024297675,-0.039188385009765625,2047.4746742248535,811008,0.063085936,0.7422215,811008,466.35140277000005,0.004971965
397,370,1.0179297,882.39,-0.0055617727,0.21649497747421265,2052.996549129486,813056,0.0758789,0.58347404,813056,466.35140277000005,0.0063859113
398,400,1.0290515,882.39,-0.0036350887,0.4112030863761902,2058.52148604393,815104,0.107470706,0.38969272,815104,466.35140277000005,0.008757821
399,399,1.0379636,882.39,-0.0041516097,0.31600767374038696,2063.6359782218933,817152,0.09282227,0.36819685,817152,466.35140277000005,0.0070934966
400,392,1.0457802,882.39,-0.003903472,0.28574854135513306,2068.7580444812775,819200,0.09213867,0.33215243,819200,466.35140277000005,0.0076261736
401,365,1.0436628,882.39,-0.004491969,0.4420740008354187,2073.978678703308,821248,0.084033206,0.23517235,821248,466.35140277000005,0.006983767
402,376,1.0419331,882.39,-0.006842844,0.7002396881580353,2079.5878567695618,823296,0.09887695,0.12448256,823296,466.35140277000005,0.0075616436
403,360,1.051228,882.39,-0.0060768537,0.7944251745939255,2085.0234582424164,825344,0.11025391,0.070829175,825344,466.35140277000005,0.008809338
404,381,1.0342633,882.39,-0.0051481305,0.8053135424852371,2090.703012228012,827392,0.09257813,0.04511147,827392,466.35140277000005,0.008184036
405,374,1.0252597,882.39,-0.008953539,0.863905519247055,2096.0718557834625,829440,0.13793945,0.026032558,829440,466.35140277000005,0.011014747
406,366,1.0231732,882.39,-0.0071594515,0.8884924799203873,2101.5388956069946,831488,0.12177734,0.029962447,831488,466.35140277000005,0.009521789
407,399,1.0225132,882.39,-0.008898889,0.8320583403110504,2107.1301879882812,833536,0.11992188,0.110319294,833536,466.35140277000005,0.008919387
408,365,1.0281007,882.39,-0.0047037094,0.753882646560669,2112.2618720531464,835584,0.12460937,0.17612498,835584,466.35140277000005,0.009789953
409,374,1.0329981,882.39,-0.005384366,0.9092247486114502,2117.8696858882904,837632,0.12011719,1.4470336,837632,466.35140277000005,0.010411902
410,415,1.0295136,882.39,-0.0014807147,0.2794877290725708,2123.345407962799,839680,0.0675293,5.665605,839680,466.35140277000005,0.0056524538
411,418,1.0222617,882.39,-0.0026736776,0.48910439014434814,2128.2740564346313,841728,0.06196289,3.0397215,841728,466.35140277000005,0.0053464742
412,396,1.0092967,882.39,-0.0016279848,0.6709014773368835,2133.1661581993103,843776,0.08081055,1.5933926,843776,466.35140277000005,0.006823386
413,384,0.9893033,882.39,-0.003891162,0.795297384262085,2138.327957868576,845824,0.072460935,0.8931815,845824,466.35140277000005,0.006429313
414,389,0.96980715,882.39,-0.0055612493,0.8922635838389397,2143.6559262275696,847872,0.088574216,0.40344697,847872,466.35140277000005,0.007666911
415,401,0.9612026,882.39,-0.0075958394,0.9281253591179848,2148.911131620407,849920,0.091748044,0.25023493,849920,466.35140277000005,0.007157076
416,390,0.9595089,882.39,-0.0028179274,0.9155014604330063,2154.014709711075,851968,0.05913086,0.38904184,851968,466.35140277000005,0.0049109343
417,428,0.95685494,882.39,-0.0036423393,0.8915286585688591,2159.2649443149567,854016,0.06499024,0.88455135,854016,466.35140277000005,0.0052436315
418,416,0.95358676,882.39,-0.0043452056,0.8642871230840683,2164.0495669841766,856064,0.07998047,2.6781697,856064,466.35140277000005,0.0068428367
419,389,0.95046747,882.39,-0.0010424706,0.8289807587862015,2168.9711425304413,858112,0.09140625,2.707972,858112,466.35140277000005,0.007719271
420,362,0.9561752,882.39,-0.004663728,0.8571815192699432,2174.231934070587,860160,0.10844727,1.4828743,860160,466.35140277000005,0.009434995
421,403,0.95281935,882.39,-0.005268904,0.8683076947927475,2179.876755475998,862208,0.09257813,1.7446449,862208,466.35140277000005,0.007928428
422,421,0.9469053,882.39,-0.00017007736,0.8427020609378815,2184.9540615081787,864256,0.075976565,1.7656374,864256,466.35140277000005,0.0063721463
423,391,0.9376995,882.39,-0.0061339196,0.8777680546045303,2189.810659646988,866304,0.07490234,1.2050121,866304,466.35140277000005,0.006358615
424,396,0.9271985,882.39,-0.0010174756,0.9185811057686806,2195.0403089523315,868352,0.093603514,0.76787204,868352,466.35140277000005,0.007690092
425,381,0.92278206,882.39,-0.0009356034,0.9409567601978779,2200.209672689438,870400,0.09023438,0.52664465,870400,466.35140277000005,0.0071962043
426,374,0.911801,882.39,-0.0038018867,0.9692137446254492,2205.5757591724396,872448,0.10273437,0.35597777,872448,466.35140277000005,0.008485275
427,411,0.9055179,882.39,-0.004392211,0.982046177610755,2211.0454139709473,874496,0.10932617,0.22534665,874496,466.35140277000005,0.009619018
428,404,0.91470927,882.39,-0.0021928777,0.9862550580874085,2216.028472661972,876544,0.103466794,0.14982693,876544,466.35140277000005,0.009343667
429,396,0.9288434,882.39,-0.00098298,0.9881047243252397,2221.0918321609497,878592,0.084667966,0.13133073,878592,466.35140277000005,0.007106223
430,391,0.93044394,882.39,-0.006287218,0.9881425332278013,2226.2518696784973,880640,0.11469726,0.13579781,880640,466.35140277000005,0.009532476
431,429,0.9300071,882.39,-0.0073778355,0.987086458131671,2231.488068342209,882688,0.13422851,0.17440817,882688,466.35140277000005,0.01277905
432,411,0.935149,882.39,-0.008578996,0.9770160857588053,2236.2606110572815,884736,0.102832034,0.28681841,884736,466.35140277000005,0.008681564
433,419,0.9405139,882.39,-0.006138421,0.9048950523138046,2241.239840745926,886784,0.0815918,2.052178,886784,466.35140277000005,0.006905233
434,394,0.9451372,882.39,-0.0038879425,0.34177112579345703,2246.1177566051483,888832,0.09677734,1.4134797,888832,466.35140277000005,0.008309445
435,434,0.9619361,882.39,-0.0033709835,0.7567197233438492,2251.3050615787506,890880,0.07392578,0.61898935,890880,466.35140277000005,0.0068914043
436,454,0.97898245,882.39,-0.0009072268,0.8599875271320343,2256.0172979831696,892928,0.0737793,0.28674003,892928,466.35140277000005,0.006085488
437,405,0.9873225,882.39,-0.0042539965,0.9177989959716797,2260.5208258628845,894976,0.07646485,0.1544052,894976,466.35140277000005,0.0063735284
438,444,0.98293954,882.39,-0.007504356,0.9417990706861019,2265.567253112793,897024,0.08725586,0.10246746,897024,466.35140277000005,0.007163127
439,422,0.96610606,882.39,-0.007986637,0.9714797474443913,2270.1810173988342,899072,0.089501955,0.04714515,899072,466.35140277000005,0.007537096
440,372,0.94717056,882.39,-0.0072745373,0.9696530476212502,2275.0252602100372,901120,0.10087891,0.085091285,901120,466.35140277000005,0.008241473
441,359,0.9426031,882.39,-0.0076548727,0.9868851536884904,2280.5247464179993,903168,0.11210938,0.02106753,903168,466.35140277000005,0.0104851555
442,414,0.93917894,882.39,-0.005890046,0.986716091632843,2286.2236185073853,905216,0.08452149,0.035592537,905216,466.35140277000005,0.0068355775
443,415,0.9313787,882.39,-0.010432294,0.9754991885274649,2291.169154405594,907264,0.11953125,0.11041398,907264,466.35140277000005,0.010240797
444,410,0.91740876,882.39,-0.0049311733,0.9214107394218445,2296.0989379882812,909312,0.07524414,1.3020047,909312,466.35140277000005,0.0067847045
445,388,0.8958949,882.39,-0.0019045805,0.911700002849102,2301.089010953903,911360,0.08457031,1.5582511,911360,466.35140277000005,0.0077132233
446,380,0.87579316,882.39,-0.0045582554,0.9436227716505527,2306.368193626404,913408,0.09379883,1.1931059,913408,466.35140277000005,0.0076138214
447,404,0.85271835,882.39,-0.013338919,0.9440945759415627,2311.7453439235687,915456,0.111523435,1.0488427,915456,466.35140277000005,0.011030449
448,400,0.83294356,882.39,-0.0038812594,0.9455961771309376,2316.806814432144,917504,0.08730469,1.1413288,917504,466.35140277000005,0.007040492
449,420,0.8215399,882.39,-0.0061677657,0.9518425725400448,2321.9203367233276,919552,0.12519531,1.1426605,919552,466.35140277000005,0.01033735
450,392,0.8142977,882.39,-0.006335552,0.9656469598412514,2326.787120819092,921600,0.08613281,0.6799382,921600,466.35140277000005,0.007748866
451,418,0.79572254,882.39,-0.0038346923,0.9697221182286739,2332.0038628578186,923648,0.07817383,0.9352105,923648,466.35140277000005,0.006672284
452,390,0.7859023,882.39,-0.0040731374,0.8353342264890671,2336.89888548851,925696,0.08779297,1.0873492,925696,466.35140277000005,0.007812877
453,386,0.7903562,882.39,-0.0034139038,0.490642249584198,2342.147913455963,927744,0.105126955,0.89352643,927744,466.35140277000005,0.016986601
454,445,0.796492,882.39,-0.0070047816,0.8908312916755676,2347.4495120048523,929792,0.10117187,0.36319664,929792,466.35140277000005,0.008549936
455,437,0.8006959,882.39,-0.0037800907,0.9639533050358295,2352.046307325363,931840,0.08662109,0.65033615,931840,466.35140277000005,0.0071411496
456,363,0.79254603,882.39,-0.0034486789,0.9528035819530487,2356.7282168865204,933888,0.073876955,0.5954245,933888,466.35140277000005,0.006090765
457,400,0.7808041,882.39,-0.008235853,0.9697192888706923,2362.3685126304626,935936,0.087402344,0.56211483,935936,466.35140277000005,0.0077127903
458,417,0.7817347,882.39,-0.0038149622,0.9664195999503136,2367.4798147678375,937984,0.10595703,0.30989864,937984,466.35140277000005,0.008867176
459,389,0.7935736,4365.37,-0.011080142,0.889084480702877,2372.381944656372,940032,0.084179685,10.867804,940032,2448.43850848,0.011552219
460,413,0.8105216,4365.37,-0.008668293,0.9462377652525902,2377.6370508670807,942080,0.114794925,1.8869566,942080,2448.43850848,0.011274875
461,365,0.81021184,4365.37,-0.003440832,0.9468339905142784,2382.5896377563477,944128,0.06225586,0.45350385,944128,2448.43850848,0.0052094054
462,410,0.80986804,4365.37,-0.005363711,0.969671942293644,2388.1890938282013,946176,0.10478516,0.33420902,946176,2448.43850848,0.009143462
463,379,0.8065289,4365.37,-0.00770097,0.9673923775553703,2393.1794698238373,948224,0.11928711,0.5041753,948224,2448.43850848,0.010404656
464,396,0.8157843,4365.37,-0.0063772993,0.9793198779225349,2398.582701921463,950272,0.1149414,0.17311344,950272,2448.43850848,0.010806553
465,421,0.83210486,4472.77,-0.0048568007,0.8681302815675735,2403.751319169998,952320,0.111523435,10.135506,952320,2516.80815719,0.009338008
466,370,0.82898724,4472.77,-0.0011830607,-1.5551753044128418,2408.6151502132416,954368,0.07265625,3.6555564,954368,2516.80815719,0.0058042994
467,406,0.82154626,4472.77,-0.0060443995,0.14907246828079224,2414.149066925049,956416,0.10117187,1.8533983,956416,2516.80815719,0.00785288
468,399,0.8100028,4472.77,-0.0043658204,0.7219162583351135,2419.191998243332,958464,0.091113284,1.1320345,958464,2516.80815719,0.0074840547
469,373,0.79953766,4472.77,-0.004389975,0.7681615501642227,2424.321671485901,960512,0.06313477,1.013965,960512,2516.80815719,0.005231002
470,379,0.7872125,4472.77,-0.0025142534,0.7486224174499512,2429.813152551651,962560,0.04609375,1.204531,962560,2516.80815719,0.0041143126
471,394,0.77634335,4472.77,-0.004199509,0.9169794023036957,2435.206655740738,964608,0.08569336,1.0186092,964608,2516.80815719,0.007672064
472,408,0.78344995,4472.77,-0.0038311272,0.7436225414276123,2440.392617225647,966656,0.09580078,0.72794956,966656,2516.80815719,0.009623331
473,384,0.80495423,4472.77,-0.002873938,0.9112848043441772,2445.404279232025,968704,0.10341797,0.36096185,968704,2516.80815719,0.008220208
474,384,0.8075651,4472.77,-0.0074102194,0.9607061557471752,2450.736665725708,970752,0.0881836,0.3878652,970752,2516.80815719,0.0073167486
475,409,0.7964984,4472.77,0.0014629036,0.8895975574851036,2456.062032699585,972800,0.11484375,0.8988131,972800,2516.80815719,0.010636419
476,365,0.79883134,4472.77,-0.0007828635,0.9384520277380943,2461.067090511322,974848,0.11279297,0.46006575,974848,2516.80815719,0.00985452
477,402,0.79914635,4472.77,-0.00298706,0.9367392957210541,2466.6701340675354,976896,0.09418945,0.6419564,976896,2516.80815719,0.007998223
478,407,0.7950399,4472.77,-0.0025144045,0.8950551375746727,2471.7551810741425,978944,0.12006836,0.87451124,978944,2516.80815719,0.009826997
479,432,0.77717173,4472.77,-0.007962426,0.9634975381195545,2476.787226676941,980992,0.10341797,0.5463159,980992,2516.80815719,0.00907781
480,450,0.7628522,4472.77,-0.00540574,0.9404567368328571,2481.5249648094177,983040,0.09394531,0.79480416,983040,2516.80815719,0.00899447
481,392,0.76792175,4472.77,-0.005355123,0.9353226646780968,2486.0743906497955,985088,0.077783205,0.62847555,985088,2516.80815719,0.0072617666
482,409,0.7903185,4472.77,-0.006584848,0.6030604541301727,2491.2902448177338,987136,0.11835937,0.9967861,987136,2516.80815719,0.011646011
483,407,0.8126315,4472.77,-0.0053648693,0.9662364758551121,2496.288748025894,989184,0.059277344,0.32578856,989184,2516.80815719,0.0050372453
484,385,0.81336415,4472.77,-0.0039276695,0.9611744582653046,2501.3183851242065,991232,0.10195313,0.45334062,991232,2516.80815719,0.008992956
485,395,0.8070837,4472.77,-0.003930889,0.9740579947829247,2506.6274394989014,993280,0.09697266,0.312262,993280,2516.80815719,0.008627946
486,371,0.80688703,4472.77,-0.006738819,0.9805633574724197,2511.8054778575897,995328,0.09536133,0.3401961,995328,2516.80815719,0.007478596
487,430,0.81889296,4472.77,-0.0057457425,0.9789124149829149,2517.3143084049225,997376,0.09443359,0.19388838,997376,2516.80815719,0.0080056125
488,412,0.83307093,4944.74,-0.003688123,0.9482902735471725,2522.07146859169,999424,0.10610352,8.993935,999424,2794.99527838,0.010743017
