time_elapsed,n_updates,ep_len_mean,value_loss,fps,policy_entropy,clipfrac,ep_reward_mean,serial_timesteps,policy_loss,approxkl,total_timesteps,explained_variance
1006.0510721206665,161,1583.33,17.033352,292,2.4878879,0.03618164,1491.93099446,329728,-0.0005258805,0.0032928667,329728,0.1438835859298706
1013.0556392669678,162,1596.88,17.704983,291,2.4919443,0.012402344,1504.7032556700003,331776,5.3997897e-05,0.0016893275,331776,0.07160043716430664
1020.0786907672882,163,1612.74,18.133717,292,2.4867759,0.02368164,1520.1639836300005,333824,-0.0021164701,0.0026807229,333824,0.03986424207687378
1027.0712599754333,164,1620.31,18.860615,294,2.4674342,0.038720705,1527.4359101500002,335872,-0.0014949274,0.0036472504,335872,-0.009862422943115234
1034.0339002609253,165,1631.61,18.962795,292,2.4580016,0.039990235,1537.8582327299998,337920,-0.002226491,0.003722313,337920,0.008759677410125732
1041.0271966457367,166,1648.35,17.375278,291,2.446814,0.013623047,1553.9715892400002,339968,-0.00082731777,0.0019106955,339968,0.3823145031929016
1048.0444238185883,167,1660.95,18.773205,294,2.4364345,0.0390625,1566.3213135,342016,-0.0012957618,0.003640737,342016,-0.00489354133605957
1055.0066752433777,168,1676.41,18.044254,294,2.4492612,0.03017578,1581.1902784999997,344064,-0.00066209317,0.0029777053,344064,0.07612967491149902
1061.957750082016,169,1692.14,18.980108,295,2.458462,0.02319336,1596.6921286200002,346112,-0.0017722249,0.002432843,346112,-0.0066318511962890625
1068.9009144306183,170,1704.32,18.830372,294,2.4666026,0.017529298,1608.23129518,348160,-0.00016126543,0.0020260415,348160,-0.0014814138412475586
1075.8582916259766,171,1720.21,18.031008,295,2.4828398,0.029492188,1623.6064949100003,350208,-0.0008362881,0.0029406524,350208,0.0629768967628479
1082.7978920936584,172,1735.35,18.649574,294,2.5021262,0.034326173,1638.22823803,352256,0.00075814815,0.003125667,352256,0.02331608533859253
1089.7436816692352,173,1750.5,18.683773,293,2.5068102,0.030908203,1652.4989346700002,354304,-0.0021333522,0.0028761565,354304,-0.002406001091003418
1096.7278423309326,174,1760.36,18.579744,290,2.5073245,0.0108886715,1661.89276737,356352,-0.00028271123,0.001621552,356352,0.035923779010772705
1103.7686562538147,175,1766.86,17.794334,290,2.517363,0.043847658,1668.0182756200002,358400,-0.0021709013,0.004041553,358400,0.132094144821167
1110.8322188854218,176,1782.98,19.035892,293,2.5317955,0.036132812,1683.56712509,360448,-0.0012551529,0.0034691873,360448,-0.06117749214172363
1117.8228130340576,177,1795.64,18.10805,295,2.5401645,0.023291016,1695.7710856200001,362496,-0.00033476134,0.0022451414,362496,0.037627458572387695
1124.75874710083,178,1810.89,18.815033,295,2.5460382,0.021728516,1710.0440310200001,364544,-0.0017134764,0.00241882,364544,0.00022655725479125977
1131.6990303993225,179,1819.13,17.886692,295,2.553733,0.029541016,1718.4019775100003,366592,-0.0012586704,0.0030441238,366592,0.12792497873306274
1138.640175819397,180,1832.81,19.025532,294,2.5592792,0.02211914,1731.54519785,368640,-0.0020521,0.002542213,368640,0.010909497737884521
1145.589124917984,181,1847.3,18.047445,297,2.5655448,0.045458984,1745.4881708600003,370688,-0.0011958799,0.0038930792,370688,0.1224822998046875
1152.4801769256592,182,1860.31,18.559141,297,2.5718594,0.026904296,1757.8938227200001,372736,-0.001659632,0.0025601683,372736,0.09339219331741333
1159.3662602901459,183,1869.0,18.861624,293,2.5911944,0.06777344,1766.1233163700003,374784,-0.0056318017,0.005467562,374784,-0.023015260696411133
1166.3537180423737,184,1881.54,19.15282,294,2.6052299,0.049365234,1778.0238676000001,376832,-0.003843572,0.004238266,376832,-0.020972728729248047
1173.3028349876404,185,1895.99,18.992313,291,2.614294,0.049560547,1791.7458614300003,378880,-0.003296373,0.0044829203,378880,-0.0273284912109375
1180.3394000530243,186,1907.17,18.764585,292,2.6155665,0.028515626,1802.1467649200004,380928,-0.0014061723,0.0027722386,380928,0.004875779151916504
1187.3377034664154,187,1914.85,18.697048,292,2.6058621,0.04663086,1809.49056219,382976,-0.00079822104,0.0039013256,382976,0.014663517475128174
1194.3319327831268,188,1927.04,18.99541,292,2.6041694,0.019384766,1821.4216680799998,385024,-0.0016232431,0.0020948604,385024,-0.0066405534744262695
1201.3467762470245,189,1938.38,17.539701,295,2.6129694,0.041308593,1832.31770866,387072,-0.003800068,0.0035213125,387072,0.11739462614059448
1208.2895033359528,190,1943.33,18.474758,297,2.6197717,0.06225586,1836.8384622300002,389120,-0.0014718141,0.004969091,389120,0.045429110527038574
