n_updates,total_timesteps,ep_len_mean,value_loss,fps,policy_entropy,clipfrac,serial_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,ep_reward_mean
1124,2301952,147.48,9.9984035e-08,395,-0.35564178,0.10585938,2301952,5599.697436332703,0.2690276503562927,0.00845972,0.0014475224,0.0
1125,2304000,144.45,1.8522835e-06,438,-0.36044788,0.10546875,2304000,5604.877602338791,0.0033928751945495605,0.009587487,-0.0008633921,0.0
1126,2306048,142.91,4.3060328e-07,425,-0.36447608,0.10932617,2306048,5609.555761814117,0.34028083086013794,0.009082472,0.0015346735,0.0
1127,2308096,144.89,2.368572e-07,416,-0.36716908,0.103320315,2308096,5614.37458729744,0.353548526763916,0.008831725,0.0017733898,0.0
1128,2310144,141.84,1.636659e-07,451,-0.36928672,0.12250976,2310144,5619.297111034393,0.04939919710159302,0.011055409,-0.00015311682,0.0
1129,2312192,145.95,7.424423e-07,436,-0.36060724,0.12641601,2312192,5623.8373239040375,-0.24900305271148682,0.012144531,-1.7145441e-05,0.0
1130,2314240,144.64,7.840261e-08,438,-0.35620928,0.10415039,2314240,5628.529630184174,-0.7903252840042114,0.009339513,0.00095362135,0.0
1131,2316288,142.23,7.9830295e-07,427,-0.35632896,0.10576172,2316288,5633.205166578293,-0.8650237321853638,0.0090157185,0.0005345129,0.0
1132,2318336,144.35,1.4105981e-06,446,-0.34516734,0.11748047,2318336,5637.998126268387,-0.35247504711151123,0.010851565,-0.000118673706,0.0
1133,2320384,145.55,2.0774121e-07,438,-0.33206102,0.10776367,2320384,5642.587060213089,0.14531397819519043,0.008999738,0.0024814813,0.0
1134,2322432,147.9,2.8394538e-07,434,-0.33514875,0.10727539,2322432,5647.257745504379,0.2212831974029541,0.009408064,-0.0008774856,0.0
1135,2324480,147.99,1.05642485e-07,450,-0.33403888,0.10483398,2324480,5651.976984024048,0.3460003733634949,0.008520749,0.00022881552,0.0
1136,2326528,148.9,1.3808294e-07,419,-0.33120322,0.105322264,2326528,5656.522795915604,0.19317537546157837,0.009348653,5.1014853e-05,0.0
1137,2328576,148.93,2.2929683e-07,436,-0.33148828,0.08911133,2328576,5661.408358812332,0.20006275177001953,0.008291522,-0.00041011916,0.0
1138,2330624,147.23,7.856074e-08,447,-0.3248867,0.111083984,2330624,5666.100823402405,0.32957446575164795,0.009496683,-0.0031424281,0.0
1139,2332672,149.27,1.09798656e-07,408,-0.3225816,0.11254883,2332672,5670.68150806427,0.12890410423278809,0.009345545,9.4401745e-05,0.0
1140,2334720,147.49,1.1894572e-07,434,-0.33348632,0.10932617,2334720,5675.6913113594055,0.3231589198112488,0.009479879,-0.0025087208,0.0
1141,2336768,145.19,8.9536094e-08,436,-0.33623192,0.09169922,2336768,5680.405907392502,0.3562861680984497,0.0070645893,0.0012019307,0.0
1142,2338816,144.93,7.940041e-06,421,-0.34254918,0.10625,2338816,5685.103390455246,-0.394137978553772,0.009528399,-0.003356881,0.0
1143,2340864,142.11,4.207242e-08,444,-0.3546567,0.121875,2340864,5689.960534334183,-0.11200475692749023,0.010590543,0.00033169804,0.0
1144,2342912,141.57,4.2497057e-08,425,-0.36065966,0.124414064,2342912,5694.569281578064,-0.07388055324554443,0.009775342,0.0016909165,0.0
1145,2344960,143.45,4.814861e-08,424,-0.35317105,0.12778321,2344960,5699.387883901596,-1.2076091766357422,0.0107749235,6.39994e-05,0.0
1146,2347008,142.1,8.9865516e-08,429,-0.3366727,0.1361328,2347008,5704.219028711319,-2.478821277618408,0.011921747,-0.0010857114,0.0
1147,2349056,142.61,3.7379408e-07,423,-0.3301361,0.10083008,2349056,5708.986315250397,-0.2080904245376587,0.009422516,-0.00088326464,0.0
1148,2351104,139.14,6.394778e-08,421,-0.33748832,0.12016602,2351104,5713.827911138535,-1.1753180027008057,0.010714112,-0.00048694326,0.0
1149,2353152,137.68,6.727613e-08,440,-0.35501093,0.109375,2353152,5718.683554887772,-0.7247328758239746,0.010338379,0.0019699845,0.0
1150,2355200,136.46,1.0673979e-07,433,-0.35428506,0.11347656,2355200,5723.331869125366,-0.44114959239959717,0.009684343,0.00059335836,0.0
1151,2357248,139.07,6.920239e-07,437,-0.36333105,0.15078124,2357248,5728.055874109268,-0.04777204990386963,0.012681171,-0.0010813122,0.0
1152,2359296,140.48,1.120171e-07,462,-0.37057087,0.09238281,2359296,5732.7343192100525,-0.585707426071167,0.007534054,0.0018210039,0.0
1153,2361344,140.97,1.3590882e-07,440,-0.37171668,0.11240234,2361344,5737.168942451477,-0.44423794746398926,0.008938682,-0.0005914117,0.0
1154,2363392,143.24,1.4181956e-07,442,-0.37144327,0.14692383,2363392,5741.816794872284,-0.3790135383605957,0.01295459,-0.0064303977,0.0
1155,2365440,148.0,1.7560956e-07,443,-0.37797338,0.13793945,2365440,5746.4470891952515,-0.47470366954803467,0.012450424,-0.0012635334,0.0
1156,2367488,152.55,6.4161786e-06,454,-0.38759547,0.15722656,2367488,5751.06865811348,0.19558966159820557,0.024413632,-0.0038913519,0.0
1157,2369536,156.91,3.2716002e-06,435,-0.3855941,0.115722656,2369536,5755.573849916458,0.644218921661377,0.009853175,0.0030643435,0.0
1158,2371584,158.03,1.3543613e-06,441,-0.37747037,0.118896484,2371584,5760.276159286499,0.5400873720645905,0.011522794,-0.0014606111,0.0
1159,2373632,157.06,4.8836205e-07,459,-0.37630728,0.097998045,2373632,5764.918700933456,0.7548377513885498,0.01420451,-0.0012697509,0.0
1160,2375680,159.6,3.7934234e-07,437,-0.38824415,0.13842773,2375680,5769.380466938019,0.7383229732513428,0.011225201,-0.0052491548,0.0
1161,2377728,162.66,1.3149739e-07,434,-0.3971052,0.103125,2377728,5774.0594527721405,0.7302801012992859,0.008424966,0.00012121072,0.0
1162,2379776,162.0,1.0279767e-07,444,-0.39462763,0.12158203,2379776,5778.774131298065,0.6878360509872437,0.009194055,-0.0009646291,0.0
1163,2381824,159.78,1.9263302e-07,414,-0.39387435,0.11245117,2381824,5783.379613161087,0.6156995594501495,0.009932592,-0.00041154088,0.0
1164,2383872,152.78,7.329538e-08,432,-0.40287566,0.119189456,2383872,5788.321417093277,0.40521323680877686,0.010005316,-0.0031425082,0.0
1165,2385920,153.54,8.448686e-08,393,-0.42674837,0.11328125,2385920,5793.054251909256,0.5401816666126251,0.00902992,8.605956e-05,0.0
1166,2387968,152.41,6.4986665e-08,443,-0.43738952,0.11010742,2387968,5798.2612335681915,0.19782036542892456,0.009260437,0.0010298063,0.0
1167,2390016,148.7,4.344759e-06,466,-0.43518248,0.12714843,2390016,5802.884480237961,-1.1050951480865479,0.011361873,-0.0020922055,0.0
1168,2392064,147.31,6.113593e-08,436,-0.43228155,0.13554688,2392064,5807.274022579193,0.013178110122680664,0.0107664615,-0.0027018848,0.0
1169,2394112,144.1,5.4826994e-08,444,-0.43242773,0.11621094,2394112,5811.970005989075,-1.568068265914917,0.009560947,-0.0009351408,0.0
1170,2396160,145.35,3.2585316e-08,446,-0.43880978,0.13930663,2396160,5816.581789731979,-1.3023669719696045,0.011429064,-0.0018591059,0.0
1171,2398208,147.64,2.2057904e-08,437,-0.4477883,0.12202148,2398208,5821.171809673309,-1.646390438079834,0.01030673,-0.00024059019,0.0
1172,2400256,143.59,3.409579e-08,450,-0.45380974,0.13823242,2400256,5825.859526634216,-2.5822741985321045,0.0116566615,-0.0043225316,0.0
1173,2402304,142.6,5.1764204e-08,456,-0.46180797,0.11616211,2402304,5830.403745651245,-2.6316652297973633,0.011361944,-0.0023300806,0.0
1174,2404352,141.48,5.5829226e-08,438,-0.46730393,0.13603516,2404352,5834.893906354904,-3.446157932281494,0.010739209,-0.005251047,0.0
1175,2406400,136.71,7.223461e-08,446,-0.463303,0.15629883,2406400,5839.562742233276,-3.700863838195801,0.012517671,-0.004694828,0.0
1176,2408448,136.16,7.249267e-08,427,-0.45999098,0.11948242,2408448,5844.150466918945,-0.034626007080078125,0.011308917,-0.0018035716,0.0
1177,2410496,132.93,3.969187e-06,444,-0.45780784,0.13300781,2410496,5848.944930791855,-2.1731975078582764,0.014452179,-0.003729015,0.0
1178,2412544,133.35,5.9588984e-08,461,-0.443515,0.14106445,2412544,5853.55535697937,-0.9533170461654663,0.012610512,-0.007158955,0.0
1179,2414592,135.17,3.061407e-08,448,-0.43941635,0.12016602,2414592,5857.991291999817,-2.141692638397217,0.010176176,0.0029744809,0.0
1180,2416640,136.79,3.24925e-08,429,-0.43785638,0.10161133,2416640,5862.559553146362,-2.604407548904419,0.008237719,0.0032317848,0.0
1181,2418688,136.87,3.6362206e-08,418,-0.4329328,0.11025391,2418688,5867.334874391556,-2.8232157230377197,0.008968147,-0.0004627399,0.0
1182,2420736,140.12,6.755417e-08,418,-0.44108266,0.1305664,2420736,5872.22905921936,-2.506113290786743,0.011076703,-0.00095325365,0.0
1183,2422784,143.59,7.582567e-08,456,-0.44950923,0.12597656,2422784,5877.121813774109,-4.265974044799805,0.0116392765,-0.00425701,0.0
1184,2424832,143.88,3.1383543e-08,441,-0.46548757,0.13046876,2424832,5881.610291719437,-1.7066545486450195,0.010372056,-0.0022213317,0.0
1185,2426880,146.75,4.5024642e-08,433,-0.47383165,0.13466796,2426880,5886.253491401672,-2.4475436210632324,0.01067731,0.0015442406,0.0
1186,2428928,147.37,2.0257941e-07,459,-0.47393137,0.117041014,2428928,5890.981371164322,-3.4992971420288086,0.01090397,-0.0025918449,0.0
1187,2430976,152.01,4.432228e-08,424,-0.47061405,0.11391602,2430976,5895.442310810089,-3.417848587036133,0.00903525,0.00030438448,0.0
1188,2433024,153.6,2.1141986e-07,435,-0.46105272,0.10473633,2433024,5900.263649225235,0.2636442184448242,0.008829463,-0.0020899982,0.0
1189,2435072,155.32,7.06045e-08,433,-0.44920358,0.122363284,2435072,5904.963846206665,0.4159877300262451,0.01024312,0.00049924426,0.0
1190,2437120,154.4,3.7489775e-07,426,-0.43549275,0.10625,2437120,5909.693370580673,0.3131173849105835,0.008676865,-0.001507474,0.0
1191,2439168,155.87,7.9569236e-07,422,-0.42229733,0.11806641,2439168,5914.494550943375,0.587537944316864,0.009827679,-0.0010779174,0.0
1192,2441216,158.66,4.3850424e-08,425,-0.42324376,0.10415039,2441216,5919.3481528759,0.4859228730201721,0.008231577,-0.00029862876,0.0
1193,2443264,158.42,3.151851e-08,409,-0.4280756,0.11347656,2443264,5924.161922454834,-0.13082349300384521,0.0092911115,0.003192727,0.0
1194,2445312,161.51,1.9196636e-07,420,-0.42100215,0.12973633,2445312,5929.163838148117,-0.04748415946960449,0.010560835,-0.0009043493,0.0
1195,2447360,158.74,1.7932237e-07,375,-0.42295486,0.13554688,2447360,5934.033538818359,0.5090423226356506,0.012053994,-0.0034797504,0.0
1196,2449408,155.83,1.0952353e-06,435,-0.41933292,0.14667968,2449408,5939.48758482933,-1.134859323501587,0.013401004,-0.0010486231,0.0
1197,2451456,151.99,1.0048321e-07,433,-0.4256956,0.10439453,2451456,5944.197062015533,0.36628663539886475,0.009038137,0.001471881,0.0
1198,2453504,150.82,1.8244604e-07,442,-0.44026318,0.11484375,2453504,5948.923743963242,0.31614041328430176,0.010583712,-0.002249268,0.0
1199,2455552,149.59,3.6233747e-08,428,-0.45635986,0.13203125,2455552,5953.552979230881,-0.2753947973251343,0.012028826,-0.0018875978,0.0
1200,2457600,148.66,3.542242e-08,424,-0.4707895,0.112011716,2457600,5958.328861713409,0.19780772924423218,0.009309366,0.0017363031,0.0
1201,2459648,142.83,2.4717362e-08,455,-0.47621232,0.12197266,2459648,5963.15584564209,-2.183830499649048,0.010148434,0.001063952,0.0
1202,2461696,144.67,1.6245583e-08,414,-0.48814234,0.11010742,2461696,5967.654233455658,-2.69830060005188,0.009676022,-5.375212e-05,0.0
1203,2463744,148.02,7.926491e-07,442,-0.49627495,0.13891602,2463744,5972.5984444618225,-1.092177152633667,0.015987024,-0.003414157,0.0
1204,2465792,150.29,1.3349147e-06,428,-0.4923873,0.13217774,2465792,5977.229444742203,0.2937050461769104,0.012416498,-0.0004841729,0.0
1205,2467840,149.18,1.9336998e-07,429,-0.48797065,0.10859375,2467840,5982.009586572647,0.26335471868515015,0.008417912,0.0010660676,0.0
1206,2469888,151.78,1.3075707e-07,449,-0.49279708,0.12866211,2469888,5986.784016609192,0.21591556072235107,0.013776725,-0.00069892936,0.0
1207,2471936,149.18,1.636018e-08,425,-0.5058789,0.11899414,2471936,5991.346375465393,-0.3131680488586426,0.010656213,0.0022288177,0.0
1208,2473984,149.5,1.2081634e-07,447,-0.5077926,0.12998047,2473984,5996.157794237137,-0.13643836975097656,0.013135491,0.00019028915,0.0
1209,2476032,149.04,2.1000536e-08,398,-0.50058806,0.10966797,2476032,6000.7390649318695,-1.0992803573608398,0.010875313,0.0034805075,0.0
1210,2478080,147.45,4.2283652e-08,406,-0.5004612,0.10317383,2478080,6005.879056930542,-3.772587299346924,0.008906945,0.00019050675,0.0
1211,2480128,145.88,6.102409e-08,446,-0.5019566,0.10849609,2480128,6010.9237315654755,-0.2275487184524536,0.008990099,0.001084332,0.0
1212,2482176,145.75,1.6007115e-07,421,-0.4980802,0.14892578,2482176,6015.516806125641,-0.6133275032043457,0.013766008,-0.0058370205,0.0
1213,2484224,144.12,6.510417e-07,438,-0.50403804,0.12651367,2484224,6020.37295460701,-0.6175663471221924,0.011135368,0.00078032597,0.0
1214,2486272,145.0,2.1550088e-07,392,-0.5054757,0.14570312,2486272,6025.049211263657,0.006991565227508545,0.02085635,-0.0013304548,0.0
1215,2488320,146.53,7.5534714e-08,431,-0.49621552,0.12412109,2488320,6030.268209695816,0.14133751392364502,0.011767625,-0.0012594674,0.0
1216,2490368,150.21,4.1545235e-07,456,-0.50629854,0.109960936,2490368,6035.014958620071,-0.2535363435745239,0.009175665,-0.003498551,0.0
1217,2492416,148.55,2.4373796e-07,438,-0.5308572,0.10981445,2492416,6039.505127668381,0.7210181653499603,0.008989168,0.00069988705,0.0
1218,2494464,148.75,1.1971724e-07,452,-0.56166315,0.107421875,2494464,6044.177850246429,0.7193219363689423,0.01021797,-0.0035605035,0.0
1219,2496512,150.34,2.2493006e-07,408,-0.5935588,0.09853516,2496512,6048.705059766769,0.43259531259536743,0.0082781855,-0.0005922202,0.0
1220,2498560,150.73,5.7055537e-08,440,-0.5946604,0.12827149,2498560,6053.72208404541,0.4814852476119995,0.010937666,-0.0005711476,0.0
1221,2500608,144.35,4.9546856e-08,437,-0.5886758,0.1394043,2500608,6058.370913028717,0.1338437795639038,0.012173282,0.0017856152,0.0
1222,2502656,142.14,8.852608e-08,430,-0.6054226,0.12265625,2502656,6063.054516077042,-0.09693241119384766,0.010868535,0.000585112,0.0
1223,2504704,138.85,9.750995e-06,424,-0.6188308,0.14770508,2504704,6067.818692445755,-0.4264918565750122,0.013806025,0.0009947552,0.0
1224,2506752,140.7,2.484109e-08,467,-0.61793363,0.13217774,2506752,6072.641462087631,-1.8826863765716553,0.012188648,0.0015713567,0.0
1225,2508800,139.28,1.7898055e-08,430,-0.6109022,0.13041992,2508800,6077.023609638214,-4.770626544952393,0.011442281,0.0019561893,0.0
1226,2510848,139.03,1.571228e-08,411,-0.60515714,0.12768555,2510848,6081.7829802036285,-4.350752353668213,0.010859957,-0.0013126757,0.0
1227,2512896,139.02,6.7635355e-08,424,-0.60753524,0.13637695,2512896,6086.761328935623,-2.9469900131225586,0.011423761,0.00012476521,0.0
1228,2514944,140.25,2.762017e-08,435,-0.61809385,0.15058593,2514944,6091.592072486877,-1.7155628204345703,0.012945336,-0.0040163184,0.0
1229,2516992,142.47,2.4436952e-08,441,-0.61924815,0.14140625,2516992,6096.292414188385,-4.0729594230651855,0.012967301,0.0013982628,0.0
1230,2519040,141.58,2.4104361e-08,449,-0.61756796,0.1397461,2519040,6100.93519115448,-2.0158393383026123,0.012591976,0.0008916054,0.0
1231,2521088,142.9,1.4355106e-08,426,-0.6162871,0.12700196,2521088,6105.489608287811,-1.7905194759368896,0.011195368,-0.00019448683,0.0
1232,2523136,140.7,1.7195422e-08,447,-0.6279078,0.13520508,2523136,6110.294631481171,-2.757049083709717,0.011904379,-0.0030370222,0.0
1233,2525184,140.25,1.0851831e-07,429,-0.64495844,0.13857421,2525184,6114.874120950699,-1.0116333961486816,0.01222674,0.0010393288,0.0
1234,2527232,140.83,2.7438208e-08,419,-0.6444665,0.12426758,2527232,6119.641285419464,0.26822328567504883,0.010388008,0.0026776898,0.0
1235,2529280,143.68,2.5010209e-08,431,-0.6528994,0.14926758,2529280,6124.5273873806,0.605976402759552,0.013944894,-0.0021659355,0.0
1236,2531328,142.76,1.7652152e-07,406,-0.6561502,0.14077148,2531328,6129.278792619705,-0.5294359922409058,0.015845817,-0.0026426963,0.0
1237,2533376,140.73,5.283014e-08,434,-0.6609756,0.13017578,2533376,6134.322476863861,-3.0468711853027344,0.013150595,-0.0029710284,0.0
1238,2535424,138.7,1.7248015e-08,436,-0.6592951,0.15483399,2535424,6139.040790557861,-2.288649320602417,0.014499376,-0.0060809767,0.0
1239,2537472,140.57,5.3125984e-07,412,-0.66151637,0.14125976,2537472,6143.730127334595,-0.03112804889678955,0.0124141555,-7.8275734e-05,0.0
1240,2539520,141.93,1.5982709e-05,431,-0.6712278,0.1395996,2539520,6148.701625823975,-3.555513381958008,0.014499985,0.0018178929,0.0
1241,2541568,143.88,8.276393e-08,459,-0.68009484,0.12114258,2541568,6153.448365449905,-0.703393816947937,0.011941462,-0.00046383194,0.0
1242,2543616,145.64,1.235521e-07,434,-0.6927772,0.13139649,2543616,6157.909705400467,-1.2918024063110352,0.012591119,0.00046548704,0.0
1243,2545664,146.45,3.0444543e-08,435,-0.7072917,0.13632813,2545664,6162.628230333328,-0.4266469478607178,0.011749553,-0.0025892495,0.0
1244,2547712,147.77,1.5452327e-08,447,-0.7047199,0.12231445,2547712,6167.332470178604,-0.07872593402862549,0.009675188,0.0015549641,0.0
1245,2549760,147.28,1.5394845e-08,451,-0.6927432,0.119580075,2549760,6171.908584356308,-0.43819868564605713,0.010168075,-9.051179e-05,0.0
1246,2551808,147.12,1.1883909e-07,433,-0.69172585,0.12822266,2551808,6176.4432508945465,-4.161875247955322,0.011773543,-0.0024045894,0.0
1247,2553856,144.26,2.3644994e-07,428,-0.6937913,0.15336914,2553856,6181.1691155433655,-1.7294538021087646,0.0139614465,-0.00024819447,0.0
1248,2555904,140.16,5.3511023e-08,451,-0.6948861,0.13183594,2555904,6185.945250272751,-1.5229487419128418,0.011353052,-0.00085598754,0.0
1249,2557952,135.25,7.428325e-08,434,-0.6902987,0.15605469,2557952,6190.4813759326935,-1.484870433807373,0.0143733965,-0.0035941838,0.0
1250,2560000,134.74,1.5418316e-08,430,-0.6833006,0.1349121,2560000,6195.200739145279,0.4534817934036255,0.012625195,-0.0016852801,0.0
1251,2562048,136.25,2.0396651e-08,433,-0.6868197,0.13876954,2562048,6199.958856582642,0.3072776794433594,0.011622577,0.0011329025,0.0
1252,2564096,135.87,2.0093063e-08,464,-0.7009818,0.13999024,2564096,6204.684118270874,-1.8695483207702637,0.012226734,-0.0015302126,0.0
1253,2566144,137.43,4.6551404e-06,442,-0.7127576,0.13515624,2566144,6209.090810537338,-5.671911239624023,0.01204181,-0.00018240316,0.0
1254,2568192,138.41,2.349839e-08,453,-0.7170793,0.1319336,2568192,6213.71803021431,-4.349156379699707,0.011071198,0.00014299402,0.0
1255,2570240,136.64,5.215447e-08,455,-0.7213207,0.1390625,2570240,6218.240478515625,-3.6149768829345703,0.013225369,0.002272007,0.0
1256,2572288,136.46,1.0709623e-07,449,-0.7231663,0.1675293,2572288,6222.733902692795,-0.8203740119934082,0.015752545,0.0002768427,0.0
1257,2574336,136.89,1.4172393e-07,427,-0.7252189,0.15122071,2574336,6227.294148206711,-2.310753345489502,0.1413484,-0.0025768483,0.0
1258,2576384,133.03,7.642163e-08,445,-0.7410947,0.14194337,2576384,6232.088311910629,-1.3588404655456543,0.09683771,-0.0024421227,0.0
1259,2578432,133.94,3.022234e-08,429,-0.750203,0.1440918,2578432,6236.689089536667,-0.49075305461883545,0.01285248,-0.0003865712,0.0
1260,2580480,131.48,7.592129e-08,456,-0.74610496,0.14785156,2580480,6241.459621191025,-5.5919108390808105,0.014602087,0.0019416275,0.0
1261,2582528,130.57,1.7678708e-07,463,-0.72889745,0.16704102,2582528,6245.950833797455,-2.487091064453125,0.015584165,0.0009249888,0.0
1262,2584576,130.08,8.3380763e-07,455,-0.72789454,0.15581055,2584576,6250.374233961105,0.691313236951828,0.015610595,0.002349535,0.0
1263,2586624,127.19,1.8228745e-08,426,-0.7352663,0.11430664,2586624,6254.869299173355,0.7936237305402756,0.009677359,0.00036485872,0.0
1264,2588672,128.56,1.7779874e-08,427,-0.7387181,0.14624023,2588672,6259.673402309418,0.7682552188634872,0.0134084225,-0.00175196,0.0
1265,2590720,125.24,3.0897922e-08,456,-0.7285651,0.13017578,2590720,6264.468523979187,0.5324472188949585,0.013353917,-0.0006003531,0.0
1266,2592768,124.35,3.9556507e-08,446,-0.71727467,0.16591796,2592768,6268.955631494522,-0.08837246894836426,0.015255521,-0.0015218265,0.0
1267,2594816,122.25,1.7869876e-08,438,-0.7140869,0.14492187,2594816,6273.54537987709,-0.23321092128753662,0.011968282,0.00056529697,0.0
1268,2596864,122.78,7.255205e-07,435,-0.71988,0.14238282,2596864,6278.219793558121,-0.21187150478363037,0.012340293,-0.0013824926,0.0
1269,2598912,121.76,3.1485662e-08,462,-0.7207622,0.15732422,2598912,6282.927980661392,0.15271204710006714,0.017818535,0.00033316092,0.0
1270,2600960,119.18,8.2922816e-07,447,-0.723732,0.12817383,2600960,6287.359443902969,0.4326595664024353,0.010924185,0.0016788378,0.0
1271,2603008,120.03,2.3087312e-08,446,-0.7187462,0.13520508,2603008,6291.936290979385,0.5587613880634308,0.013896009,0.00067126396,0.0
1272,2605056,120.57,9.091376e-09,439,-0.7060391,0.12851563,2605056,6296.524873256683,0.32314926385879517,0.011645377,-0.00013098943,0.0
1273,2607104,121.78,1.779367e-05,449,-0.70309263,0.14833984,2607104,6301.185215473175,-1.1139614582061768,0.015661474,-0.0026315837,0.0
1274,2609152,121.81,3.258431e-08,431,-0.69097954,0.16684571,2609152,6305.742656707764,-2.2925379276275635,0.022015126,-0.000994923,0.0
1275,2611200,121.77,1.2495464e-08,449,-0.687603,0.1319336,2611200,6310.487296819687,-1.3970777988433838,0.01185373,0.0016984392,0.0
1276,2613248,121.94,1.748719e-08,453,-0.7030058,0.14311524,2613248,6315.045127391815,-2.13472580909729,0.02456739,-0.0010793845,0.0
1277,2615296,119.29,1.3258737e-08,426,-0.70753676,0.13657227,2615296,6319.5676345825195,-2.0008113384246826,0.013479413,-0.0016178439,0.0
1278,2617344,117.18,1.3482444e-08,445,-0.70588905,0.14594726,2617344,6324.367614746094,-4.004983901977539,0.012434831,-0.0008033311,0.0
1279,2619392,114.2,2.3929383e-08,452,-0.7142879,0.1409668,2619392,6328.962111234665,-4.540599822998047,0.061350953,-0.001410291,0.0
1280,2621440,112.04,2.8445431e-08,440,-0.71827966,0.1503418,2621440,6333.492988824844,-2.529508352279663,0.012843577,0.005998236,0.0
1281,2623488,110.03,1.7836182e-08,446,-0.7190217,0.13168946,2623488,6338.139673233032,-1.972804069519043,0.011463664,0.0015838584,0.0
1282,2625536,109.75,1.6289365e-08,451,-0.724423,0.13588867,2625536,6342.724985599518,-0.04058194160461426,0.012219721,0.0030257772,0.0
1283,2627584,109.1,2.8366582e-08,435,-0.73813117,0.13579102,2627584,6347.260583639145,-0.8229445219039917,0.012598159,0.0014870858,0.0
1284,2629632,108.96,1.9375427e-08,440,-0.7436069,0.1237793,2629632,6351.96063709259,-1.540532112121582,0.010350595,0.001887422,0.0
1285,2631680,108.68,1.7939907e-08,460,-0.7388781,0.12773438,2631680,6356.609138965607,-0.7464103698730469,0.011262856,0.00085752143,0.0
1286,2633728,108.66,4.8642387e-06,452,-0.7278925,0.13623047,2633728,6361.060397386551,0.37599074840545654,0.012290981,0.0021714394,0.0
1287,2635776,108.0,3.1362795e-08,465,-0.7154944,0.12001953,2635776,6365.591616868973,0.5001307427883148,0.011225005,-0.0008703556,0.0
1288,2637824,107.68,1.830045e-08,447,-0.7089406,0.13989258,2637824,6369.994416236877,0.5881834924221039,0.012961952,0.0026633374,0.0
1289,2639872,107.48,2.3051884e-08,429,-0.71270025,0.13330078,2639872,6374.572314023972,0.3773854374885559,0.012826751,-0.00012491715,0.0
1290,2641920,106.97,5.2102735e-08,454,-0.71055126,0.17163086,2641920,6379.344995737076,-1.1297249794006348,0.018959258,-0.0005118625,0.0
1291,2643968,106.6,2.1796517e-08,430,-0.7099782,0.12651367,2643968,6383.852929830551,-0.05260872840881348,0.011193413,0.0009119244,0.0
1292,2646016,106.74,1.9689722e-08,449,-0.70772207,0.15839843,2646016,6388.613858222961,-0.5322171449661255,0.0144309895,0.0011433536,0.0
1293,2648064,106.92,3.4899106e-08,431,-0.7037415,0.121875,2648064,6393.168967723846,-1.1621835231781006,0.010253362,-0.00031213922,0.0
1294,2650112,107.3,7.209261e-08,440,-0.71309114,0.14824219,2650112,6397.918029546738,0.54282346367836,0.017376844,-0.0005343355,0.0
1295,2652160,107.33,4.8473208e-08,441,-0.72357494,0.14423828,2652160,6402.566109657288,0.4495818614959717,0.015251635,0.0030720225,0.0
1296,2654208,107.47,2.7313812e-08,427,-0.72120816,0.12202148,2654208,6407.20174407959,0.3961549401283264,0.01194783,0.0020687068,0.0
1297,2656256,107.26,1.3517287e-07,431,-0.7291774,0.14057617,2656256,6411.994966030121,0.10663312673568726,0.012499308,0.0046963855,0.0
1298,2658304,107.16,5.852805e-07,417,-0.7284873,0.11645508,2658304,6416.745572805405,0.6492399871349335,0.010667015,0.004554203,0.0
1299,2660352,106.95,1.4130407e-07,439,-0.7204356,0.12954101,2660352,6421.651161670685,0.7711479365825653,0.013071099,-0.0011185135,0.0
1300,2662400,106.95,4.794807e-08,426,-0.72026515,0.120947264,2662400,6426.317982435226,0.5196563005447388,0.0115171615,0.004428737,0.0
1301,2664448,106.94,3.0755043e-08,447,-0.7282189,0.1361328,2664448,6431.126046419144,0.4660055637359619,0.0117634,0.0019014261,0.0
1302,2666496,107.4,1.6659572e-08,453,-0.7307731,0.13432617,2666496,6435.704248428345,0.265724778175354,0.012668498,0.00468038,0.0
1303,2668544,107.68,9.4920864e-08,424,-0.73841023,0.13706055,2668544,6440.223855257034,-2.6417462825775146,0.012148868,0.0015143404,0.0
1304,2670592,107.93,2.2754288e-07,468,-0.7422329,0.14042969,2670592,6445.045080423355,0.38989514112472534,0.012638715,0.003700922,0.0
1305,2672640,107.79,1.6533815e-07,440,-0.73665696,0.14936523,2672640,6449.414525985718,-0.08841598033905029,0.013607545,-0.0016510576,0.0
1306,2674688,107.92,1.7039429e-07,445,-0.72787964,0.13510743,2674688,6454.061916589737,0.6544831991195679,0.011780116,0.0013615777,0.0
1307,2676736,107.91,1.6151083e-07,453,-0.7264911,0.1284668,2676736,6458.663993358612,0.750786155462265,0.012786185,0.0026551865,0.0
1308,2678784,107.79,5.485589e-08,437,-0.72874135,0.11694336,2678784,6463.1840744018555,0.694245845079422,0.01140126,0.0016634131,0.0
1309,2680832,107.86,1.1954322e-08,440,-0.72670305,0.1493164,2680832,6467.8673260211945,0.6556093990802765,0.016083714,0.0015525483,0.0
1310,2682880,108.11,8.556675e-08,447,-0.7093724,0.13359375,2682880,6472.518229484558,0.611116886138916,0.012852155,0.0026955407,0.0
1311,2684928,108.4,4.8237786e-07,455,-0.6920332,0.13935547,2684928,6477.098665714264,-0.04001462459564209,0.012301648,-0.0019904952,0.0
1312,2686976,108.65,1.4974308e-08,457,-0.69561064,0.13681641,2686976,6481.601533174515,-0.0581364631652832,0.013188648,0.0025849543,0.0
