value_loss,policy_entropy,ep_reward_mean,fps,time_elapsed,explained_variance,total_timesteps,serial_timesteps,n_updates,policy_loss,clipfrac,ep_len_mean,approxkl
1.249387,0.32208014,71.06,393,2155.60666179657,0.9949599234387279,841728,841728,411,0.0008182546,0.08339844,168.92,0.0067880573
0.25820187,0.32734948,70.15,401,2160.8173015117645,0.9973023284692317,843776,843776,412,0.0017288774,0.10224609,171.04,0.008006659
0.18644002,0.3328288,66.47,394,2165.9151372909546,0.9977454328909516,845824,845824,413,-0.0003037168,0.12680665,170.86,0.010496503
1.2905384,0.3407088,60.99,397,2171.1027631759644,0.9932944164611399,847872,847872,414,0.0017536255,0.071582034,168.18,0.0057660746
0.50788087,0.34769234,58.14,420,2176.2550144195557,0.9969477041158825,849920,849920,415,0.0018963724,0.091308594,166.62,0.007308615
0.534209,0.35025555,57.64,406,2181.122087955475,0.9957051477394998,851968,851968,416,0.0018814739,0.09296875,169.1,0.0075908466
0.71626866,0.33802545,57.26,385,2186.159888267517,0.9974350586999208,854016,854016,417,0.00033791887,0.06542969,170.77,0.0054965075
0.61055243,0.32548696,61.82,428,2191.477634191513,0.9971184560563415,856064,856064,418,0.002741523,0.09462891,176.42,0.008393833
0.35978168,0.31990522,62.62,406,2196.2555344104767,0.9981366526335478,858112,858112,419,-0.0010789952,0.107421875,178.98,0.009259126
0.60348684,0.3173129,62.77,408,2201.2976348400116,0.9966937943827361,860160,860160,420,0.00069844746,0.06303711,179.34,0.00508334
0.49043456,0.32251042,62.88,370,2206.312470436096,0.996631637448445,862208,862208,421,0.0029445384,0.083789065,179.81,0.006614013
1.055177,0.31834102,64.86,370,2211.839784860611,0.9966089886147529,864256,864256,422,0.0019627109,0.07861328,184.85,0.0065675476
0.85726005,0.31795478,69.7,416,2217.3620495796204,0.9965548643376678,866304,866304,423,-0.0011023826,0.09418945,188.47,0.0070824637
0.41057006,0.3211188,70.7,433,2222.278002977371,0.9980942960828543,868352,868352,424,0.0008407887,0.10439453,188.34,0.008369183
0.3163008,0.32774898,72.55,370,2227.0074396133423,0.9980002564843744,870400,870400,425,0.0021511554,0.08920898,187.46,0.007644604
1.6397415,0.34445038,68.58,394,2232.5448818206787,0.9902335032820702,872448,872448,426,0.0032528876,0.08867188,181.75,0.006998428
1.4323779,0.35824314,68.23,364,2237.736058473587,0.9943684143945575,874496,874496,427,0.0025945832,0.03959961,178.15,0.0037039132
0.8166871,0.36056823,68.33,407,2243.360481262207,0.9951666565611959,876544,876544,428,-0.0016781219,0.07758789,176.72,0.006224496
1.1046546,0.35428825,69.91,421,2248.3919858932495,0.9964116658084095,878592,878592,429,-0.00024520527,0.09311523,177.53,0.0072831092
0.96198356,0.3490787,72.45,376,2253.2519102096558,0.9954059077426791,880640,880640,430,0.0027070914,0.057373047,178.57,0.004894062
0.54017127,0.3483348,70.59,411,2258.6954576969147,0.9967243880964816,882688,882688,431,0.0009507568,0.07324219,175.37,0.0060592354
0.910244,0.3560806,72.11,422,2263.6797771453857,0.9967512125149369,884736,884736,432,0.0014849117,0.058886718,177.9,0.004855376
0.8025545,0.36119884,72.21,396,2268.533976316452,0.9968843644019216,886784,886784,433,0.0012397281,0.060546875,176.81,0.0052347723
0.38607007,0.37182575,73.9,392,2273.7071001529694,0.9975246470421553,888832,888832,434,-0.001579722,0.08476563,176.97,0.007265006
0.50318927,0.38483697,73.93,409,2278.9213173389435,0.9974125134758651,890880,890880,435,4.4248613e-05,0.10527344,177.47,0.008722126
0.46461153,0.39093906,74.96,407,2283.925780773163,0.9981267855037004,892928,892928,436,-0.0032125574,0.0847168,179.24,0.006448602
0.6402182,0.39716995,78.31,410,2288.9478805065155,0.9979220915120095,894976,894976,437,-0.0007749392,0.06914063,180.95,0.0059921006
1.0682396,0.4168098,75.85,392,2293.9331398010254,0.9944381881505251,897024,897024,438,-0.00041170692,0.08227539,175.55,0.007402753
0.24056852,0.4343237,74.54,409,2299.1539402008057,0.9984426929149777,899072,899072,439,0.002006066,0.05419922,175.21,0.00463082
0.50090057,0.43107763,73.22,390,2304.152462244034,0.9980813984293491,901120,901120,440,-0.008588912,0.14892578,171.17,0.01193683
0.5890433,0.421197,70.78,400,2309.4019722938538,0.9957337947562337,903168,903168,441,-0.00042004668,0.115917966,169.73,0.009272652
1.8995678,0.41458136,67.32,412,2314.517234325409,0.9917316921055317,905216,905216,442,0.0025325732,0.05341797,167.24,0.0045039016
0.8833253,0.41347212,68.05,395,2319.4803416728973,0.9959630542434752,907264,907264,443,-0.0027275987,0.08671875,167.11,0.006858797
1.4019706,0.417986,66.17,397,2324.666080236435,0.9948349227197468,909312,909312,444,-0.0004766522,0.09794922,164.88,0.008368979
0.43861237,0.42956892,64.21,373,2329.818367242813,0.9974846781697124,911360,911360,445,-0.003458107,0.10776367,162.54,0.008561493
0.97310793,0.4375916,65.72,375,2335.309668779373,0.994971938431263,913408,913408,446,0.001251561,0.08852539,162.91,0.007359877
0.5041548,0.4381289,68.17,384,2340.758587360382,0.9980924088740721,915456,915456,447,0.001786636,0.054345705,163.96,0.004620591
0.7373623,0.43550158,66.97,379,2346.0831954479218,0.9966697506606579,917504,917504,448,0.0058939075,0.07397461,164.68,0.006243859
0.7556761,0.4296465,70.06,374,2351.4749743938446,0.9971062380354851,919552,919552,449,0.0017177167,0.047705077,166.26,0.004344736
0.91916263,0.43221426,72.81,400,2356.940107345581,0.9969346961006522,921600,921600,450,-0.00018613049,0.05722656,167.38,0.0045823203
0.51895535,0.4348216,74.62,408,2362.0566515922546,0.9976464521605521,923648,923648,451,-0.0023847132,0.086035155,168.38,0.007651045
1.2580295,0.43134016,70.67,411,2367.0694625377655,0.9839832875877619,925696,925696,452,0.0026779978,0.09086914,164.67,0.0077502043
0.48711234,0.43417168,70.27,416,2372.044198036194,0.9975936324335635,927744,927744,453,0.0021735018,0.07563476,163.8,0.0061240937
0.81398785,0.4458874,70.08,385,2376.9628069400787,0.9966762810945511,929792,929792,454,-0.0003326509,0.12695312,163.11,0.010544437
3.0980666,0.46374044,66.47,431,2382.283203601837,0.9851456228643656,931840,931840,455,-0.0008623452,0.15859374,160.1,0.01731384
1.2856709,0.4822375,65.87,430,2387.0302488803864,0.9935359098017216,933888,933888,456,0.0019280016,0.061523438,158.68,0.0050624413
2.6450727,0.4861409,60.13,434,2391.785269021988,0.9887571251019835,935936,935936,457,-0.000893748,0.08496094,154.83,0.007828608
0.67311996,0.47577876,58.06,394,2396.501749753952,0.9963951574172825,937984,937984,458,0.00160953,0.052978516,151.37,0.007465341
0.7592746,0.46500078,62.65,389,2401.6920187473297,0.997259164461866,940032,940032,459,0.0016938865,0.055566408,154.54,0.004807159
4.18311,0.46471834,63.34,362,2406.954227209091,0.9797658249735832,942080,942080,460,0.0028059857,0.08364258,154.45,0.0073376126
1.5966643,0.4665545,70.21,340,2412.5995602607727,0.9960360485129058,944128,944128,461,0.0023948227,0.0625,159.95,0.005179831
0.8278033,0.4655375,72.8,393,2418.61274766922,0.9972907919436693,946176,946176,462,-0.008441331,0.12558594,162.57,0.008717148
5.655057,0.46742773,75.91,390,2423.8254330158234,0.979414813220501,948224,948224,463,0.0021199656,0.076367185,164.67,0.011902818
11.204917,0.47831184,75.96,392,2429.072362422943,0.9655188247561455,950272,950272,464,-0.0005462649,0.0675293,164.68,0.0077422587
1.1456012,0.47619438,81.39,382,2434.2913961410522,0.9960439936257899,952320,952320,465,-0.0016518307,0.10087891,168.63,0.0100657325
0.3857817,0.46803957,82.29,405,2439.641398668289,0.9981346364365891,954368,954368,466,0.0009116548,0.080761716,171.12,0.0066392953
0.94207686,0.46672788,78.78,429,2444.693837404251,0.9938555350527167,956416,956416,467,0.0021730945,0.09272461,167.5,0.007350131
0.7150127,0.469726,77.93,369,2449.466861009598,0.9958680202253163,958464,958464,468,0.0018436157,0.097753905,166.39,0.0073639387
1.0097938,0.47040614,72.08,399,2455.011486530304,0.9950769497081637,960512,960512,469,0.0018736046,0.06010742,162.82,0.005115856
0.57158715,0.47499028,68.55,397,2460.1340296268463,0.9967349371872842,962560,962560,470,-0.00052210654,0.064697266,160.43,0.005108408
0.3368482,0.47417998,68.26,419,2465.293551683426,0.9976406809873879,964608,964608,471,-0.0010217449,0.09262695,161.43,0.0070567243
0.9565934,0.47941607,66.28,403,2470.175129175186,0.9967444681096822,966656,966656,472,-0.00296146,0.10058594,159.77,0.007887731
0.43777138,0.47702593,67.45,396,2475.257563352585,0.9976978590711951,968704,968704,473,0.0017608103,0.072314456,160.18,0.005866599
0.6040816,0.47076145,69.07,397,2480.4204165935516,0.9970635152421892,970752,970752,474,0.00012488065,0.09067383,160.68,0.0072436556
0.8054401,0.47571677,69.99,394,2485.5797889232635,0.996501192683354,972800,972800,475,0.0010894439,0.06611328,162.24,0.005668106
0.5482563,0.47969398,72.72,414,2490.7737576961517,0.9977270946837962,974848,974848,476,0.0026701011,0.107861325,163.6,0.008362236
7.8044434,0.4805591,71.26,386,2495.710578918457,0.9673699699342251,976896,976896,477,0.0044115777,0.09277344,161.16,0.013320382
5.8582706,0.48658746,69.4,398,2501.005829811096,0.9610984288156033,978944,978944,478,-0.0013910638,0.13002929,158.61,0.0319551
1.4604541,0.48516813,67.56,397,2506.1421990394592,0.9909852128475904,980992,980992,479,0.0027130146,0.057958983,155.94,0.0059044966
1.8357506,0.48249856,63.15,410,2511.299282312393,0.9906181935220957,983040,983040,480,0.00035263816,0.072753906,150.2,0.006922462
1.019692,0.48508224,62.92,403,2516.287741422653,0.9954404113814235,985088,985088,481,-0.0027789348,0.11806641,148.33,0.009837778
4.770194,0.4873994,63.76,386,2521.360043287277,0.9811725188046694,987136,987136,482,0.00091988186,0.06225586,145.6,0.0062888577
0.86026585,0.49850616,59.59,432,2526.661201953888,0.9951865184120834,989184,989184,483,0.0007439499,0.08759765,139.98,0.00673491
2.2500768,0.5040161,60.89,416,2531.3987934589386,0.9855093723163009,991232,991232,484,0.0027311747,0.068164065,138.97,0.0063193655
4.584378,0.5046453,63.06,403,2536.322363138199,0.9780405685305595,993280,993280,485,0.0028993224,0.058642577,138.43,0.0053874915
2.5814276,0.5125486,65.64,406,2541.399798631668,0.9910728326067328,995328,995328,486,0.00014141513,0.061816406,140.85,0.005271911
3.424151,0.52287775,68.53,374,2546.437623977661,0.9875637060031295,997376,997376,487,0.0008664265,0.091992185,143.65,0.008086044
3.5791817,0.52453804,68.08,330,2551.909846305847,0.9857396828010678,999424,999424,488,3.1308562e-06,0.09658203,144.18,0.0083688935
