time_elapsed,serial_timesteps,total_timesteps,policy_entropy,n_updates,ep_reward_mean,value_loss,fps,clipfrac,ep_len_mean,policy_loss,explained_variance,approxkl
1009.0071086883545,311296,311296,2.6075146,152,1388.51779494,18.352697,296,0.023876954,1474.27,-0.0015412165,-0.021465063095092773,0.002384674
1015.9204728603363,313344,313344,2.613198,153,1399.25349663,18.283308,292,0.047314454,1485.34,-0.0026350082,0.011690855026245117,0.0040530055
1022.9156167507172,315392,315392,2.614819,154,1407.2614432300004,17.97144,292,0.028173828,1493.87,-0.0020691326,0.013019025325775146,0.0026203613
1029.9126160144806,317440,317440,2.6214366,155,1416.7110427200003,18.01873,293,0.0203125,1503.44,-0.00094777124,0.05059957504272461,0.0020802333
1036.8821272850037,319488,319488,2.6335945,156,1426.8033732900003,18.260754,291,0.01850586,1514.01,-0.0006092054,0.0010821223258972168,0.0022470793
1043.916276216507,321536,321536,2.646066,157,1439.9568128600004,17.938208,295,0.025732422,1527.82,-0.0010308836,0.052337825298309326,0.002786191
1050.8499865531921,323584,323584,2.6479967,158,1450.20601598,18.22867,290,0.045947265,1538.58,-0.0023533723,0.04885423183441162,0.0038855379
1057.9114475250244,325632,325632,2.6376696,159,1463.9383001,18.446701,290,0.031640626,1553.24,-0.0011684942,0.0044013261795043945,0.00319258
1064.9583477973938,327680,327680,2.6306877,160,1478.3022143499998,18.201796,290,0.062109374,1568.1,-0.0031569842,0.03359794616699219,0.0050033196
1072.0063605308533,329728,329728,2.6343265,161,1478.44820205,18.450535,292,0.009960937,1568.29,-0.0002784687,-0.014655590057373047,0.0015340387
1079.0206713676453,331776,331776,2.63786,162,1488.80967547,18.639917,296,0.034179688,1579.06,-0.0007021345,-0.0051555633544921875,0.0030137224
1085.923963546753,333824,333824,2.6365354,163,1500.7324903399997,18.6217,294,0.062060546,1591.0,-0.0030490109,0.008991241455078125,0.0049197553
1092.8689732551575,335872,335872,2.6358252,164,1505.5341450999997,18.321741,295,0.03984375,1595.87,-0.0009524099,0.0290185809135437,0.0035087138
1099.8108603954315,337920,337920,2.6319306,165,1507.6521551199996,18.579208,291,0.02421875,1597.6,-0.00078942644,0.026453137397766113,0.002518329
1106.826152563095,339968,339968,2.6350837,166,1518.7549812099999,18.823757,292,0.019042969,1609.0,0.00035011506,-0.01022183895111084,0.0023213658
1113.8232905864716,342016,342016,2.639254,167,1531.1835998099996,18.853844,289,0.01640625,1621.66,0.00048247539,-0.014841675758361816,0.002047087
1120.891191482544,344064,344064,2.6522183,168,1542.95525458,18.55215,289,0.050634764,1633.78,-0.0031033764,0.0354846715927124,0.004590067
1127.9558708667755,346112,346112,2.6599383,169,1552.60783834,18.600561,291,0.021386718,1643.43,-0.000716224,0.04381406307220459,0.0023517786
1134.9883031845093,348160,348160,2.653573,170,1561.6143373199998,18.905704,293,0.010205078,1652.54,-0.0019056458,-0.055893659591674805,0.001503875
1141.9783563613892,350208,350208,2.657584,171,1571.97199467,18.746305,293,0.042919923,1662.99,-0.0008031189,0.016977667808532715,0.0037309253
1148.947196483612,352256,352256,2.672814,172,1582.9679553399997,17.71944,292,0.054248046,1674.92,-0.0032440708,0.09612011909484863,0.0045225094
1155.9411506652832,354304,354304,2.679171,173,1593.3236433699997,18.034422,294,0.025195312,1685.54,-0.0015181346,0.10400253534317017,0.0026238044
1162.903145313263,356352,356352,2.6802044,174,1605.08272202,19.01287,293,0.012207031,1697.66,-0.00056548807,-0.010011672973632812,0.0016164519
1169.8819720745087,358400,358400,2.6838574,175,1614.01835219,18.944708,297,0.023974609,1706.67,-0.0013112023,0.005731642246246338,0.0024631086
1176.776593208313,360448,360448,2.6898766,176,1623.2709508500002,18.94914,297,0.05029297,1716.05,-0.0021242339,0.05509054660797119,0.004009444
1183.651183128357,362496,362496,2.6960979,177,1626.86945293,18.764183,290,0.015576172,1719.45,0.0001178313,0.017594516277313232,0.0019743578
1190.6912293434143,364544,364544,2.6931324,178,1639.9564361,18.394001,295,0.053808592,1733.4,-0.002791162,0.050247251987457275,0.004595249
1197.6271147727966,366592,366592,2.695309,179,1651.3388011099998,19.087675,292,0.010351563,1744.8,0.00013198961,-0.007757782936096191,0.001333088
1204.6333796977997,368640,368640,2.695014,180,1659.9888296199997,18.914494,295,0.01826172,1753.84,-0.0006338595,-0.009060978889465332,0.0024010576
1211.5544202327728,370688,370688,2.707464,181,1675.0946481,18.46322,296,0.059326172,1769.7,-0.0037592233,0.057843685150146484,0.00442438
