explained_variance,clipfrac,approxkl,fps,ep_reward_mean,serial_timesteps,policy_loss,policy_entropy,value_loss,ep_len_mean,time_elapsed,n_updates,total_timesteps
0.06514608860015869,0.034472656,0.0029856393,290,1425.06172612,309248,-0.0008602973,2.4178169,16.344852,1514.73,1005.5600171089172,151,309248
0.10962611436843872,0.045800783,0.003988738,295,1436.31255651,311296,-0.0022738911,2.4165387,16.132238,1526.65,1012.5999178886414,152,311296
-0.0021293163299560547,0.021679688,0.0021963702,293,1450.46232692,313344,-0.0010444449,2.4173257,17.558247,1541.35,1019.5268201828003,153,313344
0.7806094735860825,0.0006347656,0.00063584896,297,1457.5653629299998,315392,-6.95242e-05,2.4104497,11.021015,1549.12,1026.51602268219,154,315392
0.8223605155944824,0.036865234,0.0033415842,301,1469.03405699,317440,-0.0034923553,2.403604,50.850494,1561.16,1033.4026725292206,155,317440
0.7849817723035812,0.006640625,0.0012742229,294,1484.5015172300002,319488,-0.0015582531,2.3992991,27.93015,1577.56,1040.1877229213715,156,319488
0.3695657253265381,0.07285156,0.005662064,298,1499.3800192900003,321536,-0.0041477703,2.3982615,14.178343,1592.93,1047.134994506836,157,321536
0.03225904703140259,0.02060547,0.0024604346,296,1514.5996435399998,323584,-0.00064711535,2.4007056,17.595371,1609.11,1053.98783993721,158,323584
0.23837321996688843,0.018603515,0.0023294096,292,1529.3043596500002,325632,2.6618922e-05,2.4023366,15.3875885,1624.54,1060.8957686424255,159,325632
0.7749728262424469,0.04477539,0.0042610383,289,1541.3079592700003,327680,-0.002907826,2.3967953,8.412157,1636.64,1067.8996622562408,160,327680
0.9608947485685349,0.0453125,0.004275541,295,1554.8624171800004,329728,-0.0013037382,2.377457,18.68533,1650.52,1074.9834477901459,161,329728
0.8648840636014938,0.0128417965,0.0014882975,296,1569.7494657800007,331776,-0.0003960671,2.376954,8.814724,1666.0,1081.910535812378,162,331776
