time_elapsed,clipfrac,explained_variance,value_loss,ep_len_mean,policy_loss,n_updates,fps,policy_entropy,approxkl,serial_timesteps,total_timesteps,ep_reward_mean
185.72874426841736,0.033935547,-0.010167717933654785,0.786478,838.3111111111111,0.0005089102,37,360,1.6246866,0.00317655,75776,75776,152.20029404444443
191.41675662994385,0.05,-0.006900787353515625,0.8115681,851.6153846153846,-0.00012159177,38,364,1.6399151,0.0045778574,77824,77824,155.22315715384613
197.03173065185547,0.044970702,-0.007676362991333008,0.8015335,864.6304347826087,-0.0010722249,39,375,1.6397394,0.0039676935,79872,79872,158.15094707608696
202.49027252197266,0.04067383,-0.02034461498260498,0.8065485,877.3655913978495,0.00013842834,40,378,1.654391,0.0037408087,81920,81920,160.9666372473118
207.90888667106628,0.050341796,0.011883676052093506,0.80168563,889.8297872340426,-0.0012691536,41,374,1.6696768,0.0040183594,83968,83968,163.705675
213.37658143043518,0.031347655,0.03738433122634888,0.78482664,902.0315789473684,0.00064446946,42,375,1.6766555,0.0030861392,86016,86016,166.35667145263156
218.82590174674988,0.037744142,0.0349963903427124,0.786921,913.9791666666666,0.00014396515,43,382,1.6810439,0.0037214167,88064,88064,168.96883101041666
224.186856508255,0.058984376,-0.015727877616882324,0.80497026,925.680412371134,-0.001132239,44,341,1.6942441,0.0047117197,90112,90112,171.47304577319585
230.19134640693665,0.07216797,-0.011463165283203125,0.7763517,937.1428571428571,-0.0017026856,45,397,1.7138178,0.005892793,92160,92160,173.96886877551017
235.34070682525635,0.0675293,0.03686612844467163,0.75749743,948.3737373737374,-0.0018750422,46,326,1.721246,0.0052438336,94208,94208,176.4266224040404
241.61611557006836,0.06743164,-0.006398797035217285,0.81404096,959.38,-0.0012554576,47,376,1.7285687,0.005167812,96256,96256,178.8801719
247.04984974861145,0.047509767,-0.01579439640045166,0.8109065,963.85,-0.00017911379,48,381,1.7520387,0.0040784874,98304,98304,180.16834722
252.4128692150116,0.04506836,-0.001547098159790039,0.81820345,978.62,-0.002915555,49,391,1.7664467,0.0039706295,100352,100352,183.37054310999997
257.65071630477905,0.09648438,0.002791762351989746,0.8257457,997.3,-0.004396112,50,389,1.78162,0.007291544,102400,102400,187.32374145999998
262.91004276275635,0.0894043,0.0031468868255615234,0.84025204,1012.88,-0.0030148155,51,370,1.7990665,0.0069454215,104448,104448,190.67126227999998
268.4410970211029,0.101660155,0.01960235834121704,0.845607,1025.78,-0.0029718003,52,360,1.8169476,0.007407951,106496,106496,193.23412173999998
274.11798214912415,0.06875,-0.012288212776184082,0.8746683,1043.15,-0.001545702,53,421,1.8363025,0.005422089,108544,108544,196.94567130000004
278.97420167922974,0.08632813,0.0001017451286315918,0.87903625,1061.33,-0.0014600207,54,410,1.86159,0.0066977665,110592,110592,200.91925157000003
283.96468448638916,0.037402343,0.003789961338043213,0.8781514,1075.56,-0.0007776324,55,382,1.8830582,0.0032914516,112640,112640,203.94639102000002
289.32496762275696,0.014208985,-0.0008835792541503906,0.88129604,1093.32,0.00042184032,56,411,1.8931534,0.0017589014,114688,114688,207.81065091
294.30615615844727,0.059521485,-0.008777737617492676,0.8932889,1095.99,-0.0021115176,57,394,1.8960094,0.0048419163,116736,116736,207.87900157000007
299.49923062324524,0.040136717,0.023790597915649414,0.89801264,1112.31,-0.0011401328,58,425,1.9008512,0.0036594458,118784,118784,211.39433750000003
304.3141670227051,0.034716796,0.00948023796081543,0.8788678,1129.3,-0.00040153755,59,399,1.9116062,0.0030467962,120832,120832,215.22407801000008
309.43653869628906,0.071826175,0.02429664134979248,0.8878806,1145.7,-0.0021023727,60,400,1.9175724,0.0055158725,122880,122880,218.90818150000007
314.54827785491943,0.08183594,0.08022713661193848,0.85105574,1159.85,-0.0032228683,61,408,1.9239905,0.006305513,124928,124928,221.93298879000005
319.5612859725952,0.089501955,0.08807426691055298,0.8837088,1174.71,-0.0017474422,62,410,1.9345859,0.0069166548,126976,126976,225.28278214000002
324.5461747646332,0.04526367,0.070498526096344,0.8577614,1191.17,-0.0023045,63,409,1.9389923,0.003929642,129024,129024,228.8286371
329.5500512123108,0.066259764,0.14726388454437256,0.80760765,1207.94,-0.00082416116,64,401,1.9488065,0.0051640803,131072,131072,232.41359097
334.6535565853119,0.048828125,0.15677762031555176,0.85012895,1222.01,-0.0008821444,65,379,1.9570707,0.004157891,133120,133120,235.64382238
340.0558650493622,0.12084961,0.18874746561050415,0.820284,1239.66,-0.002289443,66,417,1.9689678,0.009163568,135168,135168,239.52703617999998
344.9602391719818,0.044873048,-0.009219646453857422,1.1236249,1256.4,-0.0030773387,67,420,1.9847786,0.0038554594,137216,137216,243.6813771
349.8262734413147,0.04799805,0.07084184885025024,1.2067631,1273.31,-0.0023710483,68,408,1.9761034,0.004168041,139264,139264,248.38794091
354.8412969112396,0.035546876,0.02091461420059204,1.1328137,1291.06,-0.0014854363,69,400,1.9691044,0.003185092,141312,141312,253.28493922
