n_updates,policy_loss,fps,ep_len_mean,approxkl,policy_entropy,explained_variance,value_loss,time_elapsed,clipfrac,total_timesteps,serial_timesteps,ep_reward_mean
1113,-0.00017304381,302,1842.34,0.0011508382,6.798378,0.036592841148376465,18.630013,7608.275522470474,0.011132812,2279424,2279424,1752.9386421399997
1114,-0.0004607135,300,1842.34,0.0011017721,6.8103447,0.09594613313674927,18.084179,7615.0547840595245,0.00834961,2281472,2281472,1752.9624136499997
1115,-0.0009679018,302,1842.34,0.001069862,6.8233767,0.16489273309707642,17.729517,7621.876367807388,0.010498047,2283520,2283520,1753.5430513600002
1116,-0.0023204465,308,1834.3,0.0018499395,6.8228407,0.09122639894485474,35.71252,7628.653399944305,0.019873047,2285568,2285568,1745.5634939800002
1117,-0.0012873785,304,1829.68,0.0011847141,6.791539,0.1812295913696289,17.028698,7635.298391342163,0.007861328,2287616,2287616,1740.88522558
1118,-0.0010068705,301,1815.45,0.0015899437,6.7667437,0.27374184131622314,31.016941,7642.019274234772,0.015625,2289664,2289664,1727.6153889299999
1119,-0.0008675122,301,1815.45,0.0011065367,6.7548685,0.06519663333892822,18.229864,7648.817930936813,0.01015625,2291712,2291712,1727.6996189999998
1120,0.00042112992,304,1815.45,0.0012835346,6.7509027,0.026877760887145996,18.600925,7655.612142562866,0.011376953,2293760,2293760,1727.6328062699997
1121,-0.0021861147,302,1815.45,0.0022785743,6.7557535,0.08256667852401733,18.203218,7662.3380880355835,0.02475586,2295808,2295808,1727.46661855
1122,0.00012972328,302,1815.45,0.0010336927,6.75988,0.012521326541900635,18.927725,7669.105106115341,0.010009766,2297856,2297856,1727.9508298800001
1123,-0.001509808,300,1815.45,0.001884152,6.755075,0.017139434814453125,18.769512,7675.884671926498,0.02319336,2299904,2299904,1728.5085552200003
1124,-0.0014015574,297,1815.45,0.002358686,6.752694,0.1269131302833557,17.836828,7682.70477604866,0.028027344,2301952,2301952,1728.52394606
1125,-0.0017504941,302,1815.45,0.0022514737,6.761687,0.07093304395675659,18.374844,7689.589047670364,0.027050782,2304000,2304000,1728.19481311
1126,-0.0019781652,305,1802.79,0.0013223146,6.762213,0.1434396505355835,34.416954,7696.372398138046,0.013818359,2306048,2306048,1716.2241544900003
1127,-0.0022982857,299,1815.73,0.0030912347,6.762947,0.021782100200653076,18.899157,7703.070671081543,0.036376953,2308096,2308096,1728.7116118700003
1128,-0.007011255,297,1815.73,0.0040994613,6.76995,0.005543410778045654,18.72887,7709.902456045151,0.04868164,2310144,2310144,1728.73350019
1129,-0.0021238672,300,1815.73,0.003064413,6.7837434,0.09711986780166626,18.213001,7716.792970895767,0.037353516,2312192,2312192,1728.97760764
1130,-0.0013678351,302,1808.64,0.0018080848,6.7827797,0.17608344554901123,17.168642,7723.613718748093,0.020703126,2314240,2314240,1721.7535525300002
1131,-0.00046052938,297,1807.32,0.0015644308,6.7645698,0.1264030933380127,18.504902,7730.38571190834,0.012792969,2316288,2316288,1720.6250544000004
1132,0.000478358,302,1808.57,0.0012647274,6.760465,0.2038591504096985,32.6885,7737.268660545349,0.011474609,2318336,2318336,1721.8136851299998
1133,-0.00014967858,298,1808.57,0.001149667,6.761247,0.03364521265029907,18.486546,7744.04388833046,0.009716797,2320384,2320384,1721.86409396
1134,-0.00043402045,304,1808.57,0.0015483709,6.762313,0.09669458866119385,18.95423,7750.911440610886,0.016015625,2322432,2322432,1721.9545787999998
1135,-0.0011371473,302,1808.57,0.0013660928,6.7668214,0.07390362024307251,18.268833,7757.642161130905,0.0125488285,2324480,2324480,1721.75883971
1136,-0.0037149992,299,1808.57,0.0042249924,6.7657075,-0.023277878761291504,18.557465,7764.424381017685,0.054492187,2326528,2326528,1721.89854105
1137,-0.0014039399,300,1808.57,0.0015706485,6.765479,0.011563420295715332,19.057804,7771.265774488449,0.017724609,2328576,2328576,1721.69324693
1138,-0.0010144657,301,1782.93,0.0015423802,6.767423,0.1750829815864563,34.22239,7778.081141710281,0.015820313,2330624,2330624,1697.1540575400004
1139,-0.00024985016,303,1782.93,0.0011494893,6.7700834,0.012313365936279297,18.769339,7784.886775970459,0.010302735,2332672,2332672,1696.90013695
1140,-0.001525218,299,1782.93,0.0021114277,6.761409,0.10327166318893433,18.246214,7791.643696308136,0.021826172,2334720,2334720,1696.99624083
1141,-0.0008127028,297,1766.89,0.0017620424,6.747306,0.07103317975997925,36.092403,7798.485737800598,0.019335937,2336768,2336768,1681.9838175399993
1142,-6.302513e-05,300,1777.45,0.00042737828,6.742746,-0.02601015567779541,18.837587,7805.371841669083,0.002783203,2338816,2338816,1691.9872270299995
1143,-0.0012409014,300,1772.83,0.0022435957,6.7459364,0.2140204906463623,17.687695,7812.196544647217,0.026611328,2340864,2340864,1687.6950905599997
1144,-0.0005943683,299,1772.83,0.0021954447,6.747412,0.08648091554641724,18.504837,7819.015310049057,0.024609376,2342912,2342912,1687.9271042199998
1145,-0.00025709777,297,1772.83,0.0013171597,6.755618,-0.013994932174682617,18.88811,7825.859260559082,0.012353515,2344960,2344960,1687.6755605199996
1146,-0.0012306081,295,1772.83,0.002181992,6.761154,0.0059928297996521,18.957544,7832.7557554244995,0.026708985,2347008,2347008,1687.9144404
1147,-0.0017152205,299,1772.83,0.002894679,6.76142,0.08011025190353394,18.18278,7839.689489603043,0.03691406,2349056,2349056,1688.2560520600005
1148,-0.00022187135,296,1772.83,0.0011904484,6.7520003,0.02088022232055664,18.792072,7846.539881229401,0.010839844,2351104,2351104,1688.9409124500003
1149,-0.00024496723,293,1772.95,0.0009036028,6.7577047,0.011551439762115479,18.869356,7853.456703424454,0.00703125,2353152,2353152,1689.5113836100004
1150,-3.830128e-06,295,1774.82,0.00076623505,6.7561874,0.0069196224212646484,18.570217,7860.4349110126495,0.0047851563,2355200,2355200,1691.4010212599999
1151,-0.0021119337,296,1779.79,0.0025856206,6.756439,0.1070604920387268,17.838795,7867.361082077026,0.033691406,2357248,2357248,1696.5402113
1152,-0.001001945,297,1789.74,0.0018037378,6.763495,0.04143369197845459,18.554058,7874.267115354538,0.01821289,2359296,2359296,1705.76138537
1153,-0.001592076,297,1789.74,0.003112816,6.758277,0.07090705633163452,18.425388,7881.159737825394,0.03828125,2361344,2361344,1706.31176401
1154,-0.00041037967,293,1789.74,0.0009520076,6.7545614,0.04490572214126587,18.619,7888.046696424484,0.008203125,2363392,2363392,1706.3722796199997
1155,-0.001114317,293,1789.74,0.0020302015,6.7580786,-0.06387901306152344,19.072002,7895.0336837768555,0.023583984,2365440,2365440,1706.6600527099997
1156,-0.0028841142,295,1789.74,0.0021852101,6.758719,0.13217955827713013,17.745571,7902.015552997589,0.0234375,2367488,2367488,1706.3838177999996
1157,-0.0008342512,295,1789.74,0.002047873,6.763636,0.002711951732635498,19.271759,7908.940749883652,0.023242187,2369536,2369536,1705.81696773
1158,-0.0020013985,293,1789.74,0.0023702283,6.7893815,0.04989361763000488,18.20557,7915.870055437088,0.027539063,2371584,2371584,1706.1404762500001
1159,-0.0014229382,293,1775.56,0.0025332042,6.8102937,0.07748162746429443,36.828117,7922.855119228363,0.030078124,2373632,2373632,1693.0212742100002
1160,0.00014495604,300,1775.56,0.0014856213,6.810088,0.10743790864944458,18.124842,7929.826916694641,0.015380859,2375680,2375680,1692.54041268
1161,-0.0017800748,296,1778.39,0.0013571078,6.8207793,0.03923708200454712,18.803473,7936.649118900299,0.01586914,2377728,2377728,1695.15255177
1162,-0.0008038001,296,1778.39,0.0005591338,6.8351274,-0.02545762062072754,18.6919,7943.547675609589,0.00390625,2379776,2379776,1695.43734282
1163,-0.000847458,297,1787.16,0.0022468555,6.837836,0.03663414716720581,18.195002,7950.457159042358,0.0265625,2381824,2381824,1703.9555419500002
1164,-0.0003750617,295,1787.16,0.0007734792,6.832774,-0.009627580642700195,19.129202,7957.338672637939,0.0049804687,2383872,2383872,1703.9801745000002
1165,-0.0009465272,297,1795.43,0.0010615394,6.8288217,-0.004730701446533203,18.750498,7964.279707193375,0.011132812,2385920,2385920,1712.30780602
1166,-0.0019945162,297,1808.33,0.0022813627,6.847064,0.0081406831741333,17.96527,7971.174558639526,0.027783204,2387968,2387968,1724.94262376
1167,-0.0002558533,294,1818.68,0.00041191233,6.86073,0.013627886772155762,18.906635,7978.0709347724915,0.0024902343,2390016,2390016,1735.19306625
1168,-0.00037166924,298,1834.32,0.001371586,6.8645945,0.03578287363052368,18.654455,7985.015645742416,0.014453125,2392064,2392064,1750.36498479
1169,-0.00022048727,299,1834.32,0.0009097325,6.871835,0.032029807567596436,18.79666,7991.878400802612,0.008251953,2394112,2394112,1750.4026088299997
1170,-0.0019693642,298,1851.18,0.0016359795,6.868727,-0.01920139789581299,18.753902,7998.729189634323,0.018310547,2396160,2396160,1766.3763315100002
1171,-0.0003373938,300,1863.72,0.0011794756,6.8852987,0.028504490852355957,18.603073,8005.601514339447,0.012402344,2398208,2398208,1778.53702215
1172,-0.00033899685,295,1865.31,0.00049121736,6.8976035,0.0997653603553772,18.132696,8012.429761648178,0.004296875,2400256,2400256,1780.2070425400002
1173,-0.00042672292,297,1880.17,0.0012953996,6.9014235,0.04754841327667236,18.52322,8019.360641479492,0.012060547,2402304,2402304,1794.6656168499999
1174,0.0002517135,299,1887.88,0.0007675376,6.901474,0.12029510736465454,17.84604,8026.244750738144,0.0068359375,2404352,2404352,1802.1848107899996
1175,-0.0014039029,301,1878.29,0.0009801129,6.8798647,0.16966187953948975,17.190174,8033.077099323273,0.0071777343,2406400,2406400,1792.80712415
1176,-0.00043571246,300,1883.63,0.001337351,6.8704925,-0.0062628984451293945,19.234894,8039.871222019196,0.014257813,2408448,2408448,1798.5128703999999
1177,-0.00018272713,297,1883.63,0.001541368,6.8604836,0.12347275018692017,18.050959,8046.684022665024,0.016308594,2410496,2410496,1798.73474784
1178,-0.0011167629,298,1883.63,0.0015225003,6.853873,-0.014825224876403809,18.761623,8053.564041376114,0.019970704,2412544,2412544,1798.99104224
1179,-0.0018035134,299,1883.63,0.001694417,6.855798,0.1401161551475525,17.205702,8060.426157712936,0.01875,2414592,2414592,1798.80375238
1180,-0.0008513592,303,1901.96,0.0010577815,6.8680267,0.06874793767929077,18.464918,8067.273397684097,0.008984375,2416640,2416640,1816.32978099
1181,-0.0011021879,295,1908.82,0.0010577057,6.889791,0.12268006801605225,18.124413,8074.0186722278595,0.010498047,2418688,2418688,1822.8413647499997
1182,-0.00024459607,297,1908.82,0.00042736932,6.9049635,0.0036035776138305664,18.624681,8080.94323182106,0.0039550783,2420736,2420736,1822.8443267899995
1183,-0.00043275068,301,1908.82,0.00074572576,6.905474,0.04278367757797241,18.639956,8087.8226726055145,0.007519531,2422784,2422784,1822.6510466899997
1184,-0.00022829496,294,1908.82,0.0011345793,6.9040785,0.08642494678497314,18.444351,8094.612765789032,0.013818359,2424832,2424832,1822.9284165999998
1185,-0.0014190456,296,1905.94,0.0008917382,6.8918266,0.16090631484985352,17.084421,8101.572579622269,0.0057128905,2426880,2426880,1820.2843882699997
1186,-0.0014095968,294,1905.94,0.0031860764,6.892858,0.06351691484451294,18.856415,8108.47318315506,0.03364258,2428928,2428928,1820.1012214899997
1187,-0.00022974133,298,1905.94,0.00065647456,6.9029436,0.014818429946899414,19.106476,8115.428169250488,0.0060546873,2430976,2430976,1820.2477535299997
1188,-0.0016792392,297,1905.94,0.0021234923,6.903407,0.051303863525390625,18.595798,8122.293265342712,0.023144532,2433024,2433024,1820.0857203900002
1189,-0.0005001422,297,1905.94,0.00095691567,6.920188,0.1674935221672058,17.706255,8129.185648202896,0.009277344,2435072,2435072,1819.8279125499998
1190,0.00050468824,298,1905.94,0.0013861434,6.9355264,0.03295552730560303,18.599878,8136.080566644669,0.0145019535,2437120,2437120,1819.61165418
1191,-0.00013150388,296,1905.94,0.00037080533,6.9337525,0.023944199085235596,18.921305,8142.950387239456,0.0028808594,2439168,2439168,1819.7517588599999
1192,-0.00020303272,299,1905.94,0.000656199,6.9401574,0.07585644721984863,18.345882,8149.861802339554,0.0059082033,2441216,2441216,1819.82170507
1193,-0.0030951663,296,1890.41,0.004177579,6.9383492,0.10048425197601318,35.42839,8156.704611539841,0.040039062,2443264,2443264,1804.9155223300002
1194,-0.001228621,295,1890.41,0.0009635358,6.926961,0.04538774490356445,18.699926,8163.62290263176,0.010986328,2445312,2445312,1804.5705384799999
1195,-4.183441e-05,301,1882.57,0.0003588588,6.924102,0.21623080968856812,16.935661,8170.544624090195,0.002783203,2447360,2447360,1797.2002265499998
1196,-0.00054254493,297,1882.57,0.0014254136,6.9235334,0.028112828731536865,18.770266,8177.331756353378,0.016210938,2449408,2449408,1797.0698513499997
1197,5.552684e-05,301,1882.57,0.00067146134,6.9297895,-0.007531523704528809,19.259182,8184.206200122833,0.006787109,2451456,2451456,1797.0562549199997
1198,-0.0023254054,300,1870.61,0.0007724556,6.9396906,0.3168261647224426,30.12359,8191.00296998024,0.00859375,2453504,2453504,1785.4258794599998
1199,-0.0026551597,298,1870.61,0.0029401921,6.9560113,0.00972062349319458,18.85559,8197.812714338303,0.028857421,2455552,2455552,1785.5929584100002
1200,-0.00078954623,297,1870.61,0.0008509227,6.969574,0.027956068515777588,18.585762,8204.683860301971,0.009619141,2457600,2457600,1785.0476688200004
1201,-0.0013412006,304,1853.66,0.0012847164,6.963781,0.022360622882843018,36.68853,8211.573765277863,0.0140625,2459648,2459648,1768.69335002
1202,-0.0021531906,298,1853.66,0.0010362,6.9628615,0.031362712383270264,18.357332,8218.306563615799,0.009472656,2461696,2461696,1768.4344858400002
1203,-0.0014916537,299,1846.55,0.001706351,6.965734,0.13299459218978882,17.60448,8225.159589290619,0.016455078,2463744,2463744,1760.87757469
1204,-0.0024540515,299,1846.55,0.0015651189,6.94827,0.1471152901649475,17.748013,8231.99278664589,0.017773438,2465792,2465792,1760.6293666000001
1205,0.00022398579,298,1846.55,0.0010939123,6.9421744,0.12347352504730225,17.66584,8238.836091041565,0.011767578,2467840,2467840,1759.8780932299999
1206,-0.00019731854,296,1846.55,0.0007222608,6.938077,0.0375666618347168,18.40636,8245.709260463715,0.006787109,2469888,2469888,1759.7485666100004
1207,7.550153e-05,295,1854.59,0.00061758945,6.93676,-0.02535855770111084,18.811127,8252.609932422638,0.0058105467,2471936,2471936,1767.6358111200004
1208,7.402625e-05,298,1859.21,0.00056980335,6.9355917,0.06601476669311523,18.144154,8259.535168409348,0.0046875,2473984,2473984,1772.0886704399998
1209,-0.0011698013,298,1859.21,0.0016858354,6.9329286,0.007476389408111572,18.666073,8266.404611825943,0.017382812,2476032,2476032,1772.3620858399997
1210,-0.0004563998,301,1873.44,0.0007351561,6.940291,0.06461280584335327,18.368689,8273.277159929276,0.0069335937,2478080,2478080,1785.6976277699996
1211,0.0005591879,298,1873.1,0.0005282276,6.94103,0.25623708963394165,16.389761,8280.060622692108,0.0044921874,2480128,2480128,1784.9913953999994
1212,-0.0006805054,296,1873.1,0.00061909657,6.938768,0.15286856889724731,17.225813,8286.916312932968,0.005761719,2482176,2482176,1785.0246864399994
1213,-0.00056883844,299,1873.1,0.00086527364,6.9343615,0.04336673021316528,18.350891,8293.834695339203,0.009472656,2484224,2484224,1784.9527408699996
1214,-0.003152958,300,1873.1,0.005417214,6.9258804,0.002729177474975586,18.911095,8300.678477048874,0.045898438,2486272,2486272,1784.72579198
1215,-0.0008590737,298,1859.79,0.0007364241,6.921346,0.2157515287399292,32.596672,8307.48951125145,0.0077636717,2488320,2488320,1771.57439291
1216,0.0002333528,297,1859.79,0.0011959621,6.9267473,0.08653485774993896,17.854504,8314.34298658371,0.011669922,2490368,2490368,1771.7445663899998
1217,-0.0024397012,299,1872.21,0.0017995753,6.945596,0.07406836748123169,17.927551,8321.219404935837,0.022265624,2492416,2492416,1783.6785455
1218,-0.00041731744,301,1871.62,0.0010453896,6.9453316,0.02929544448852539,19.125875,8328.05759048462,0.011914062,2494464,2494464,1782.9149962699998
1219,-0.0009071367,300,1871.62,0.0018603889,6.939779,0.02568763494491577,19.110287,8334.853062391281,0.023046875,2496512,2496512,1782.9140265
1220,-0.001724032,300,1871.62,0.0023165836,6.929721,0.11626183986663818,17.840046,8341.678065299988,0.027050782,2498560,2498560,1782.5095446999999
1221,-0.0013587499,296,1871.62,0.0017874939,6.9258666,0.0389409065246582,18.731836,8348.492158174515,0.023486327,2500608,2500608,1782.38877575
1222,-0.00020223716,298,1878.71,0.001350855,6.933954,0.03564411401748657,18.782833,8355.402634620667,0.017138671,2502656,2502656,1789.26835569
1223,-0.00018817926,296,1880.03,0.0009578349,6.9421644,0.02336716651916504,18.676746,8362.258905649185,0.011083985,2504704,2504704,1790.1984617899998
1224,-0.00044497073,298,1880.03,0.0012561916,6.946289,0.035246312618255615,18.91088,8369.160759925842,0.014404297,2506752,2506752,1790.2634083499995
1225,2.8712495e-05,299,1891.08,0.0005922591,6.9493294,0.06433731317520142,18.237528,8376.017053604126,0.0044921874,2508800,2508800,1800.7163920999997
1226,-0.0013638595,296,1891.08,0.0016750203,6.952822,0.041251301765441895,18.047655,8382.867109775543,0.020751953,2510848,2510848,1800.8011989899999
1227,-0.00051140133,298,1887.36,0.0010175995,6.9535904,0.21548676490783691,16.971806,8389.76568698883,0.010302735,2512896,2512896,1796.85632308
1228,-0.0014827083,297,1887.36,0.0026847406,6.9605684,0.17419493198394775,17.753222,8396.634051084518,0.031835936,2514944,2514944,1796.77765017
1229,-0.00041288752,298,1887.36,0.00187166,6.9669123,-0.02524435520172119,19.105318,8403.518946886063,0.015429688,2516992,2516992,1796.9876364199997
1230,-0.0017801363,301,1887.36,0.0018942928,6.9615073,0.1626979112625122,16.620407,8410.384071826935,0.023095703,2519040,2519040,1797.0480027
1231,-0.0009619861,300,1905.29,0.0009990782,6.9560137,0.18655705451965332,16.52743,8417.184987068176,0.010839844,2521088,2521088,1813.9577800499997
1232,-0.00037800492,298,1913.0,0.0013539975,6.9433074,0.082003653049469,18.209595,8424.00839805603,0.014990235,2523136,2523136,1821.1794371199999
1233,-0.002014275,295,1913.0,0.001401671,6.934245,0.0025423169136047363,18.911182,8430.872593164444,0.01694336,2525184,2525184,1821.3863341899998
1234,-0.00051830756,295,1913.0,0.0010138445,6.937146,0.005494534969329834,18.903654,8437.804456949234,0.010058594,2527232,2527232,1821.71487383
1235,-0.00029250077,297,1913.0,0.0015498841,6.944747,0.1411679983139038,17.99809,8444.735550403595,0.017480468,2529280,2529280,1821.52209906
1236,-0.00022455273,299,1929.04,0.0007666935,6.950132,0.0690881609916687,18.480877,8451.621732234955,0.0076660155,2531328,2531328,1836.6063348500002
1237,-7.339445e-06,301,1929.04,0.0013430787,6.9530573,0.08862465620040894,18.267704,8458.460076093674,0.014941406,2533376,2533376,1836.6994591300004
1238,-0.0021586234,295,1933.66,0.0011635241,6.967336,0.11280059814453125,18.141943,8465.254334449768,0.011621093,2535424,2535424,1841.12264196
1239,-0.0010925913,299,1922.56,0.000706471,6.9815965,0.12353277206420898,36.187935,8472.18647813797,0.007080078,2537472,2537472,1830.7939003299998
1240,-0.0008905381,301,1910.59,0.0008595108,6.972108,0.35344183444976807,14.1355715,8479.030819416046,0.0078125,2539520,2539520,1819.54374041
1241,-0.0014663002,300,1910.59,0.0022548777,6.9684153,0.05456745624542236,17.782894,8485.833611249924,0.025683593,2541568,2541568,1819.47488495
1242,-0.0011526853,301,1910.59,0.0015110776,6.9726396,0.0876430869102478,17.851261,8492.646496772766,0.016845703,2543616,2543616,1819.43892416
1243,-0.0007864887,296,1910.59,0.0016146289,6.9632406,0.027182817459106445,18.633953,8499.446821689606,0.017431641,2545664,2545664,1819.3552906400002
1244,0.00041083046,298,1910.59,0.0006625348,6.955558,0.003070652484893799,18.925255,8506.36666727066,0.0057128905,2547712,2547712,1819.51581915
1245,-0.00046265745,292,1910.59,0.0009901413,6.9584875,-0.005991697311401367,19.042633,8513.230023384094,0.011083985,2549760,2549760,1819.5868164400003
1246,-3.8922126e-06,296,1910.59,0.0004007603,6.96934,0.03589653968811035,18.424673,8520.237638235092,0.0029785156,2551808,2551808,1819.6612282999997
1247,-0.0013473041,298,1910.59,0.0011054197,6.9888215,-0.022754669189453125,19.022713,8527.13538146019,0.012011719,2553856,2553856,1819.4435651600004
1248,-0.0009542374,297,1910.59,0.0009945419,7.0136247,0.08563238382339478,18.106823,8533.986953258514,0.010351563,2555904,2555904,1819.6211866200001
1249,-0.0010509487,298,1910.59,0.0005891538,7.0112658,0.06623399257659912,18.394121,8540.869404315948,0.0033691407,2557952,2557952,1819.1235344700003
1250,-0.0005720995,299,1910.59,0.0013873487,7.0018244,-0.06673216819763184,19.03969,8547.72527050972,0.01689453,2560000,2560000,1819.2002089700002
1251,-0.0019611989,296,1910.59,0.0012337904,7.0097084,0.05568575859069824,18.369663,8554.57376408577,0.0147949215,2562048,2562048,1818.95286934
1252,-0.0012610594,295,1910.59,0.0008117283,7.029972,0.040177106857299805,18.337023,8561.494235038757,0.007714844,2564096,2564096,1818.7339701800001
1253,-0.0016682124,295,1910.59,0.0009461932,7.049173,0.06953591108322144,18.173323,8568.435333967209,0.010644531,2566144,2566144,1818.19580744
1254,-0.00074975676,298,1928.25,0.00090927276,7.0528307,0.07844209671020508,17.907866,8575.371861457825,0.00913086,2568192,2568192,1835.22937944
1255,-0.0023145904,299,1928.25,0.0026261446,7.0606513,0.07052582502365112,18.190151,8582.242241382599,0.028564453,2570240,2570240,1835.6682097
1256,-0.002188899,298,1928.25,0.0010731447,7.072744,-0.0324016809463501,18.916714,8589.093302488327,0.010107422,2572288,2572288,1836.0449385499999
1257,-0.0041273483,300,1928.25,0.005278131,7.090226,0.009265601634979248,18.765148,8595.962603330612,0.044873048,2574336,2574336,1835.8582573900003
1258,-0.001408469,300,1902.08,0.0006072178,7.0931687,0.07787424325942993,54.50872,8602.769627809525,0.0034667968,2576384,2576384,1810.03585134
1259,-0.0009430046,303,1902.08,0.0023599742,7.095455,0.09905761480331421,18.051716,8609.580151081085,0.025537109,2578432,2578432,1809.91979203
1260,1.7354672e-05,306,1883.45,0.0005602311,7.1027184,0.3901771306991577,28.54035,8616.333337068558,0.0037109375,2580480,2580480,1791.60216166
1261,0.00021138394,299,1883.45,0.00033467097,7.097861,0.051833152770996094,18.1278,8623.007101297379,0.0021484375,2582528,2582528,1791.3485995199999
1262,-0.00041889856,301,1883.45,0.00081482076,7.1063437,0.001974165439605713,18.706161,8629.849717140198,0.011376953,2584576,2584576,1791.3050330799995
1263,-0.0026996199,299,1883.45,0.0040753433,7.1130133,0.010008513927459717,18.521294,8636.648082494736,0.054248046,2586624,2586624,1791.5089203699995
1264,-0.00014719868,298,1883.45,0.00091254554,7.1189966,0.037966907024383545,18.551918,8643.494073867798,0.009521484,2588672,2588672,1791.69198771
1265,-0.0015151845,301,1883.45,0.001547452,7.1032662,0.03886789083480835,18.89404,8650.362436771393,0.015625,2590720,2590720,1791.4830559599995
1266,-0.0013566184,301,1866.9,0.0017869774,7.076524,0.18652594089508057,17.059063,8657.147562026978,0.016259765,2592768,2592768,1775.7540835599998
1267,-0.0017985519,299,1876.49,0.0010532944,7.0583315,0.14172834157943726,18.355343,8663.934809923172,0.011474609,2594816,2594816,1785.0930227999997
1268,-0.00071946846,298,1862.13,0.0010128675,7.044969,0.07900625467300415,35.673973,8670.774581193924,0.0086425785,2596864,2596864,1770.83915461
1269,-0.00020866282,299,1862.13,0.0013354851,7.0270805,0.03948765993118286,18.777555,8677.644868135452,0.013671875,2598912,2598912,1770.85884485
1270,-0.00016995237,298,1853.03,0.0013043105,7.0174546,0.1295289397239685,34.862175,8684.479265928268,0.012988281,2600960,2600960,1762.0648935699999
1271,-0.00020225653,297,1853.03,0.0012843241,7.0205946,0.00922691822052002,18.85354,8691.331004142761,0.01328125,2603008,2603008,1762.1144479499999
1272,-0.0005364151,297,1853.03,0.0011350703,7.0251837,0.043889403343200684,17.99258,8698.206677675247,0.01171875,2605056,2605056,1761.8795309
1273,-0.0036637853,296,1853.03,0.0035456866,7.027716,0.004689633846282959,19.070919,8705.101782083511,0.033935547,2607104,2607104,1761.6135831500003
1274,-0.00087403244,296,1853.03,0.0013643394,7.0382433,0.011188864707946777,18.832676,8712.016913414001,0.013916016,2609152,2609152,1761.6996088600001
1275,-0.00023620886,296,1855.91,0.0008187052,7.0433197,0.025842487812042236,18.19136,8718.925164699554,0.0075683594,2611200,2611200,1764.22448514
1276,-0.0013659268,298,1855.91,0.0020238028,7.0604715,0.0967094898223877,17.92176,8725.838685750961,0.0234375,2613248,2613248,1764.1149229400003
1277,-0.00035089604,298,1855.91,0.00050044,7.0764914,-0.026338815689086914,18.797705,8732.699959754944,0.00390625,2615296,2615296,1763.9535864900004
1278,-4.691461e-05,300,1855.91,0.0005015409,7.081917,-0.021831989288330078,18.899807,8739.564634561539,0.003515625,2617344,2617344,1764.0444758
1279,-0.0021727774,296,1855.91,0.0015193763,7.100099,0.0778399109840393,18.092754,8746.382058143616,0.016113281,2619392,2619392,1764.43166585
1280,-0.0004635091,297,1855.91,0.00063491095,7.1103945,-0.007892727851867676,18.901394,8753.301964998245,0.004833984,2621440,2621440,1764.39151106
1281,-0.0011702764,299,1855.91,0.0010485228,7.1039033,0.05959165096282959,18.353794,8760.188438892365,0.011816407,2623488,2623488,1764.4219659000003
1282,-0.0011657143,297,1846.41,0.0013469546,7.091382,0.24284064769744873,16.557453,8767.024580478668,0.012988281,2625536,2625536,1755.2207465500003
1283,-0.0020093345,294,1846.41,0.0015821388,7.0949774,0.09061872959136963,18.241787,8773.916106700897,0.017578125,2627584,2627584,1754.81643033
1284,0.00031574565,298,1861.94,0.00092338567,7.1062546,0.1320362091064453,18.43074,8780.875517368317,0.008398438,2629632,2629632,1769.4800339400003
1285,0.00018384054,295,1861.94,0.00084595464,7.1049566,0.17495596408843994,17.24294,8787.744159460068,0.0075683594,2631680,2631680,1769.4717319000001
1286,-0.00219221,301,1869.78,0.0023159028,7.108821,0.04311513900756836,18.439362,8794.675015687943,0.024365235,2633728,2633728,1776.7950958499998
1287,0.00082761655,300,1869.78,0.0007111224,7.104482,0.04894751310348511,18.4705,8801.47102689743,0.006884766,2635776,2635776,1776.4852654799997
1288,-0.0015332067,300,1856.7,0.0020012967,7.10805,0.0833635926246643,36.295044,8808.293785572052,0.025,2637824,2637824,1764.2581434499998
1289,-0.002645584,296,1853.0,0.0018675542,7.088609,0.28113287687301636,15.3678,8815.110140562057,0.015820313,2639872,2639872,1760.8937293900003
1290,5.7186226e-05,294,1853.0,0.00085936126,7.0664263,-0.061978816986083984,19.068295,8822.018418073654,0.0077636717,2641920,2641920,1761.1188274
1291,-0.00050614774,296,1853.0,0.0016584577,7.074998,0.031063556671142578,18.290094,8828.963678359985,0.018945312,2643968,2643968,1761.3726722400002
1292,-0.0019031704,298,1853.0,0.0015513588,7.083791,0.16164839267730713,17.31418,8835.874689102173,0.017822266,2646016,2646016,1761.6990692099998
1293,-0.00023798071,297,1869.95,0.00044414162,7.0950937,0.03248780965805054,18.234604,8842.74011015892,0.0041015623,2648064,2648064,1777.62872661
1294,-0.00016295369,299,1869.95,0.0011969085,7.0981345,0.08566665649414062,17.99153,8849.63402748108,0.012158203,2650112,2650112,1778.0498955999997
1295,-0.0012931011,302,1877.06,0.0017412573,7.1010985,-0.04357302188873291,18.796936,8856.475956201553,0.021240234,2652160,2652160,1785.2446807499998
1296,-0.002632639,302,1877.06,0.0038222014,7.109864,0.029387831687927246,18.379484,8863.247614860535,0.04169922,2654208,2654208,1785.03064484
1297,-0.003319782,300,1877.06,0.0028465947,7.124405,0.1032591462135315,17.830929,8870.01811671257,0.027197266,2656256,2656256,1785.0670975399998
