ep_len_mean,n_updates,fps,value_loss,total_timesteps,time_elapsed,policy_entropy,approxkl,explained_variance,ep_reward_mean,serial_timesteps,clipfrac,policy_loss
258.77,392,117,7.830762e-08,802816,6779.301736116409,0.6633296,0.006748473,-1.6466217041015625,0.0,802816,0.084228516,-0.0045279344
258.72,393,161,7.30564e-08,804864,6796.723813533783,0.6736976,0.00688307,-1.324385404586792,0.0,804864,0.085839845,-0.0056404476
259.72,394,145,2.0128593e-07,806912,6809.417811393738,0.68077505,0.0067099733,-2.758267402648926,0.0,806912,0.084228516,-0.005590225
260.21,395,129,6.257198e-08,808960,6823.510678052902,0.6729092,0.006770213,-0.6862492561340332,0.0,808960,0.08432617,-0.0055630947
261.21,396,106,6.3624265e-07,811008,6839.3015377521515,0.66563976,0.008200404,-6.0420732498168945,0.0,811008,0.10527344,-0.0052236672
262.04,397,147,3.1175765e-07,813056,6858.465296268463,0.67182386,0.0076464145,-2.4911553859710693,0.0,813056,0.096191406,-0.005581792
262.7,398,174,5.018241e-07,815104,6872.359439373016,0.67297447,0.0055436604,-1.735790729522705,0.0,815104,0.06542969,-0.0034075757
262.59,399,147,2.491247e-07,817152,6884.089858293533,0.6681789,0.0075796866,-0.8914574384689331,0.0,817152,0.09785156,-0.0049882256
262.33,400,116,2.1097026e-06,819200,6897.974161148071,0.6693234,0.010107651,-2.6543376445770264,0.0,819200,0.1199707,-0.009598835
260.87,401,137,5.145811e-07,821248,6915.609524965286,0.66386867,0.007438806,-0.026392817497253418,0.0,821248,0.09511719,-0.004240594
261.1,402,99,2.5591025e-06,823296,6930.554646492004,0.66567487,0.008840424,-0.9811890125274658,0.0,823296,0.105810545,-0.005075705
261.65,403,142,2.4496575e-07,825344,6951.12978053093,0.6667919,0.0075595034,-0.07497608661651611,0.0,825344,0.092041016,-0.0048556905
263.28,404,123,1.8296055e-07,827392,6965.5318512916565,0.65547127,0.0074745053,-0.2942469120025635,0.0,827392,0.09541015,-0.005072012
264.55,405,117,1.8269817e-07,829440,6982.0789675712585,0.65865755,0.0068555013,0.37063270807266235,0.0,829440,0.08686523,-0.0047724554
267.91,406,117,6.3944526e-07,831488,6999.555101156235,0.6703385,0.006749072,-2.1323976516723633,0.0,831488,0.08164062,-0.0035012006
269.58,407,142,1.1441201e-06,833536,7016.933578968048,0.68056226,0.0052995197,0.24763888120651245,0.0,833536,0.06875,-0.005272274
271.54,408,90,1.4855206e-07,835584,7031.3488557338715,0.69673985,0.006174082,0.3952205181121826,0.0,835584,0.07700195,-0.004406931
273.37,409,169,5.324753e-07,837632,7053.864135026932,0.7183274,0.006230657,0.34546589851379395,0.0,837632,0.0765625,-0.004094728
274.94,410,131,8.557128e-07,839680,7065.97572517395,0.7137563,0.0062948456,0.3790509104728699,0.0,839680,0.07524414,-0.0042500244
276.06,411,122,1.8677495e-06,841728,7081.53200006485,0.7001493,0.0075700223,-2.0368168354034424,0.0,841728,0.09404297,-0.007520323
276.67,412,128,1.1919569e-06,843776,7098.225336790085,0.69321483,0.008610389,-0.3900003433227539,0.0,843776,0.10654297,-0.00637927
278.39,413,114,1.1465143e-06,845824,7114.174511909485,0.68656033,0.007027734,-0.1188439130783081,0.0,845824,0.0871582,-0.0036476129
280.25,414,132,3.4614138e-07,847872,7132.011446237564,0.67075163,0.006242038,0.2740573287010193,0.0,847872,0.07646485,-0.0044534476
283.13,415,230,1.1226126e-06,849920,7147.412897825241,0.6640791,0.008090776,0.13982248306274414,0.0,849920,0.096386716,-0.006250956
281.5,416,105,6.7434473e-07,851968,7156.306576251984,0.663101,0.0063697314,-0.6095594167709351,0.0,851968,0.075,-0.0033545129
280.0,417,144,4.7570802e-07,854016,7175.734191417694,0.6710798,0.004670401,-1.6569807529449463,0.0,854016,0.056689452,-0.002134265
278.95,418,99,1.6217471e-06,856064,7189.940101385117,0.6779903,0.007337977,-2.150418758392334,0.0,856064,0.095019534,-0.005484148
276.23,419,130,1.3066608e-06,858112,7210.478960752487,0.6869761,0.009815302,-0.9818459749221802,0.0,858112,0.11611328,-0.011691509
271.24,420,98,3.121565e-07,860160,7226.201664924622,0.6971604,0.006937378,0.1507396101951599,0.0,860160,0.08588867,-0.00618343
266.18,421,107,2.1308028e-06,862208,7247.020914077759,0.69985306,0.008089567,0.1602737307548523,0.0,862208,0.08847656,-0.0072270557
263.15,422,118,2.760734e-07,864256,7266.0059270858765,0.716535,0.00797375,0.3175486922264099,0.0,864256,0.10507812,-0.005786664
256.44,423,108,1.9979839e-06,866304,7283.255828142166,0.7302922,0.005610841,0.21295666694641113,0.0,866304,0.06669922,-0.0023989314
252.62,424,86,1.3023537e-05,868352,7302.161309480667,0.73394287,0.008226136,0.11510998010635376,0.0,868352,0.1,-0.0058047986
251.54,425,121,3.6572465e-07,870400,7325.703755140305,0.7236544,0.008377697,-0.835284948348999,0.0,870400,0.10576172,-0.0049939314
244.71,426,95,8.4485585e-08,872448,7342.612780570984,0.714543,0.0067546116,-4.754891872406006,0.0,872448,0.08017578,-0.0020019661
234.85,427,107,5.9115383e-08,874496,7364.052457809448,0.70825475,0.008067157,-1.6420650482177734,0.0,874496,0.0915039,-0.003936256
236.38,428,98,2.1424367e-07,876544,7383.023522615433,0.6999572,0.008697172,-0.04452216625213623,0.0,876544,0.106054686,-0.003785945
231.24,429,86,1.7790846e-07,878592,7403.810741186142,0.691953,0.006623056,-0.6031498908996582,0.0,878592,0.08232422,-0.0059089
227.42,430,105,2.1066451e-07,880640,7427.3614292144775,0.68404716,0.004703761,-0.0032796859741210938,0.0,880640,0.05229492,-0.0027319863
228.99,431,170,6.3208256e-07,882688,7446.785026311874,0.6849259,0.00774329,0.03350740671157837,0.0,882688,0.10288086,-0.0068080453
232.08,432,107,3.442613e-07,884736,7458.769561052322,0.70343953,0.0078050615,-0.20429134368896484,0.0,884736,0.09736328,-0.0082006585
233.82,433,96,2.0376612e-07,886784,7477.795532464981,0.7010301,0.0074110217,-0.1726011037826538,0.0,886784,0.09125976,-0.005845874
238.84,434,139,8.754963e-07,888832,7498.967885017395,0.682445,0.007363881,-1.1060233116149902,0.0,888832,0.09477539,-0.007059806
243.34,435,123,2.182031e-06,890880,7513.655842542648,0.6704076,0.007072188,-0.5678560733795166,0.0,890880,0.089990236,-0.0045758067
246.95,436,131,1.6224915e-07,892928,7530.236285209656,0.6725054,0.00806174,-0.5634366273880005,0.0,892928,0.07763672,-0.0040197256
248.33,437,162,1.0235772e-06,894976,7545.814524650574,0.68015325,0.0064404393,-1.580533504486084,0.0,894976,0.08115234,-0.003937386
251.68,438,130,2.3910598e-06,897024,7558.4055144786835,0.6997688,0.008108269,0.31935685873031616,0.0,897024,0.097314455,-0.0075768367
258.04,439,130,2.8638996e-07,899072,7574.09520816803,0.7267877,0.0067879944,0.435152530670166,0.0,899072,0.08706055,-0.007708969
265.95,440,108,1.5271414e-07,901120,7589.79105424881,0.747296,0.0062983884,0.4723348617553711,0.0,901120,0.07885742,-0.0059727277
271.1,441,159,1.5597547e-07,903168,7608.582179069519,0.75516146,0.006072501,0.4213670492172241,0.0,903168,0.07324219,-0.0052809063
275.53,442,150,2.995594e-06,905216,7621.432062625885,0.7554772,0.0071379603,0.11565381288528442,0.0,905216,0.092480466,-0.0065095597
281.74,443,148,3.977901e-07,907264,7635.050990581512,0.7572249,0.0062309327,-0.6341871023178101,0.0,907264,0.06987305,-0.0051741274
286.99,444,144,3.083387e-07,909312,7648.89018034935,0.7541088,0.0069730007,-0.34026026725769043,0.0,909312,0.083300784,-0.0028933156
287.59,445,109,1.8792235e-07,911360,7663.074486732483,0.76024586,0.0075449133,0.4266859292984009,0.0,911360,0.09208985,-0.00502042
291.61,446,120,1.8500296e-07,913408,7681.8207449913025,0.7744006,0.007391238,0.5057782530784607,0.0,913408,0.103271484,-0.006528698
287.39,447,106,5.7388536e-07,915456,7698.842781543732,0.7794348,0.006369365,0.36859822273254395,0.0,915456,0.08295898,-0.004996295
284.12,448,89,3.1568734e-07,917504,7718.144784212112,0.78719234,0.006928327,0.3370056748390198,0.0,917504,0.09101562,-0.0057234177
282.21,449,153,9.103237e-07,919552,7740.918039321899,0.78117895,0.006402331,0.10681617259979248,0.0,919552,0.07099609,-0.006820393
278.62,450,105,2.0745613e-07,921600,7754.22630572319,0.7631705,0.005977677,-0.2304370403289795,0.0,921600,0.068847656,-0.0033359316
276.02,451,108,3.5108707e-07,923648,7773.687314748764,0.77101266,0.007321301,-0.03949117660522461,0.0,923648,0.09375,-0.007057252
268.95,452,108,5.054431e-07,925696,7792.544635772705,0.7792528,0.0079182265,-0.7349779605865479,0.0,925696,0.09458008,-0.0054043527
267.13,453,117,1.37441075e-05,927744,7811.482757329941,0.77349627,0.00932776,-0.6909012794494629,0.0,927744,0.09833984,-0.008941995
263.07,454,155,5.7643312e-08,929792,7828.948693752289,0.7644409,0.0068079964,-0.1582338809967041,0.0,929792,0.0734375,-0.007185149
263.63,455,139,1.303786e-07,931840,7842.088903665543,0.7630792,0.006953752,-0.844129204750061,0.0,931840,0.08881836,-0.0050903233
261.14,456,129,9.198165e-08,933888,7856.762118577957,0.76064515,0.008328435,-1.1939003467559814,0.0,933888,0.099169925,-0.0070530633
259.84,457,129,9.238101e-08,935936,7872.535719156265,0.759976,0.0069855293,-1.4600954055786133,0.0,935936,0.08334961,-0.0053729964
259.64,458,109,5.889757e-07,937984,7888.387204170227,0.7581731,0.005191964,-1.4596412181854248,0.0,937984,0.06015625,-0.0051176073
260.84,459,140,2.2231629e-07,940032,7907.120621442795,0.7541971,0.0072130756,-4.424764633178711,0.0,940032,0.0847168,-0.0071465173
266.08,460,112,1.5839952e-07,942080,7921.68274641037,0.7448815,0.0069805207,0.17304712533950806,0.0,942080,0.092236325,-0.0057034213
268.48,461,141,1.3793617e-07,944128,7939.921396493912,0.72988695,0.007430586,-0.036670565605163574,0.0,944128,0.08901367,-0.0065419376
272.45,462,142,6.2051066e-07,946176,7954.427574157715,0.7236246,0.006267472,-1.822598934173584,0.0,946176,0.074804686,-0.0044423817
274.12,463,123,1.7848008e-06,948224,7968.8346292972565,0.73295724,0.005935187,0.3708364963531494,0.0,948224,0.073632814,-0.0039172387
279.24,464,119,1.4133345e-06,950272,7985.4789843559265,0.7443198,0.0065225298,0.46584028005599976,0.0,950272,0.081689455,-0.0067317584
283.15,465,157,9.341885e-07,952320,8002.636128902435,0.7491907,0.005861465,0.47225892543792725,0.0,952320,0.072949216,-0.003461387
287.99,466,141,2.3415528e-06,954368,8015.644298791885,0.74664223,0.007412107,0.21584010124206543,0.0,954368,0.088378906,-0.009235632
287.04,467,138,5.775919e-07,956416,8030.112850666046,0.73288,0.0059740697,0.3651319742202759,0.0,956416,0.066992186,-0.0023038774
286.83,468,118,3.3120656e-07,958464,8044.954084634781,0.72365844,0.007699538,0.5275623500347137,0.0,958464,0.103125,-0.004057881
285.03,469,114,4.5510893e-07,960512,8062.255462408066,0.72745454,0.0071672862,0.5644851326942444,0.0,960512,0.09321289,-0.008660874
285.04,470,174,3.816628e-07,962560,8080.097495794296,0.7307174,0.008700637,0.23201000690460205,0.0,962560,0.10498047,-0.005862185
285.81,471,109,3.6194967e-06,964608,8091.817857980728,0.73094857,0.008137478,0.04991525411605835,0.0,964608,0.10527344,-0.005088616
289.36,472,153,1.520786e-07,966656,8110.600925683975,0.7291036,0.0068238704,0.09142285585403442,0.0,966656,0.07861328,-0.004251383
291.44,473,114,1.3724954e-07,968704,8123.913338661194,0.7321388,0.007427311,0.20535695552825928,0.0,968704,0.09023438,-0.0069340244
292.83,474,114,3.9145124e-07,970752,8141.799329996109,0.73033816,0.006780801,0.015993952751159668,0.0,970752,0.08286133,-0.007209339
297.37,475,117,3.4096962e-07,972800,8159.702858686447,0.7312766,0.0077463933,-0.24954557418823242,0.0,972800,0.10185547,-0.0061741485
299.56,476,136,4.7205094e-06,974848,8177.137346029282,0.728483,0.00756771,-0.9044816493988037,0.0,974848,0.10073242,-0.007794204
303.22,477,178,1.1665743e-06,976896,8192.170203208923,0.7199148,0.0057913302,0.2468770146369934,0.0,976896,0.070898436,-0.005771484
307.77,478,181,1.5235489e-06,978944,8203.637959241867,0.71653944,0.0074149556,0.3873446583747864,0.0,978944,0.09287109,-0.0073729707
313.13,479,125,1.0250617e-06,980992,8214.950068235397,0.71412337,0.005825466,0.25920069217681885,0.0,980992,0.07324219,-0.0054136645
317.69,480,177,5.463513e-07,983040,8231.31087756157,0.7122057,0.0071590655,0.4253200888633728,0.0,983040,0.085595705,-0.0050632814
318.17,481,159,7.039727e-07,985088,8242.882523298264,0.7090817,0.0080122,-0.0440676212310791,0.0,985088,0.10205078,-0.008030614
322.83,482,148,4.2136668e-07,987136,8255.731876373291,0.6919199,0.0093052825,0.3150678277015686,0.0,987136,0.11279297,-0.0068523316
326.99,483,162,3.7083183e-07,989184,8269.48181962967,0.68288136,0.006662006,0.2626129984855652,0.0,989184,0.07348633,-0.0061961333
331.77,484,119,2.9969808e-06,991232,8282.124531269073,0.6832172,0.0067967065,0.30320996046066284,0.0,991232,0.07583008,-0.007863203
331.32,485,105,1.8803794e-07,993280,8299.22397685051,0.6888506,0.007266364,0.3686932921409607,0.0,993280,0.084228516,-0.0054932465
330.29,486,138,3.1593694e-07,995328,8318.686346292496,0.711428,0.0074799573,-0.24655556678771973,0.0,995328,0.08774414,-0.008607344
331.91,487,121,1.8583084e-07,997376,8333.483870267868,0.7227705,0.0050368803,-0.21302688121795654,0.0,997376,0.06337891,-0.004964086
329.53,488,116,2.4717048e-07,999424,8350.311911344528,0.72165054,0.007738189,-0.04552102088928223,0.0,999424,0.08759765,-0.004558188
